manacus_vitellinus ENSMVIG00005004284
nomascus_leucogenys ENSNLEG00000015814
papio_anubis ENSPANG00000011171
chlorocebus_sabaeus ENSCSAG00000015788
macaca_mulatta ENSMMUG00000012623
macaca_fascicularis ENSMFAG00000030160
macaca_nemestrina ENSMNEG00000032024
theropithecus_gelada ENSTGEG00000010364
cercocebus_atys ENSCATG00000012207
rhinopithecus_bieti ENSRBIG00000008547
rhinopithecus_roxellana ENSRROG00000029664
piliocolobus_tephrosceles ENSPTEG00000000458
mandrillus_leucophaeus ENSMLEG00000043090
colobus_angolensis_palliatus ENSCANG00000031076
cebus_capucinus_imitator ENSCCAG00000035550
saimiri_boliviensis_boliviensis ENSSBOG00000021294
callithrix_jacchus ENSCJAG00000014300
aotus_nancymaae ENSANAG00000000648
carlito_syrichta ENSTSYG00000012007
propithecus_coquereli ENSPCOG00000016868
microcebus_murinus ENSMICG00000013373
prolemur_simus ENSPSMG00000004583
otolemur_garnettii ENSOGAG00000000939
ailuropoda_melanoleuca ENSAMEG00000013512
ursus_maritimus ENSUMAG00000022396
neovison_vison ENSNVIG00000021309
mustela_putorius_furo ENSMPUG00000007774
canis_lupus_dingo ENSCAFG00020000096
canis_lupus_familiaris ENSCAFG00000012602
vulpes_vulpes ENSVVUG00000015789
panthera_pardus ENSPPRG00000018989
felis_catus ENSFCAG00000003247
ursus_americanus ENSUAMG00000006962
ursus_americanus ENSUAMG00000006963
panthera_tigris_altaica ENSPTIG00000015979
myotis_lucifugus ENSMLUG00000000316
pteropus_vampyrus ENSPVAG00000003535
capra_hircus ENSCHIG00000021852
ovis_aries ENSOARG00000014245
bos_mutus ENSBMUG00000023757
bos_taurus ENSBTAG00000017402
bison_bison_bison ENSBBBG00000023688
tursiops_truncatus ENSTTRG00000011082
sus_scrofa ENSSSCG00000036835
equus_caballus ENSECAG00000010200
equus_asinus_asinus ENSEASG00005023211
erinaceus_europaeus ENSEEUG00000014981
dasypus_novemcinctus ENSDNOG00000041977
choloepus_hoffmanni ENSCHOG00000011788
procavia_capensis ENSPCAG00000013670
echinops_telfairi ENSETEG00000020007
loxodonta_africana ENSLAFG00000009506
ornithorhynchus_anatinus ENSOANG00000003364
xenopus_tropicalis ENSXETG00000002006
latimeria_chalumnae ENSLACG00000008076
tetraodon_nigroviridis ENSTNIG00000010928
takifugu_rubripes ENSTRUG00000011220
mola_mola ENSMMOG00000016929
gasterosteus_aculeatus ENSGACG00000005619
labrus_bergylta ENSLBEG00000019289
seriola_dumerili ENSSDUG00000014389
seriola_lalandi_dorsalis ENSSLDG00000019174
scophthalmus_maximus ENSSMAG00000009843
monopterus_albus ENSMALG00000015243
mastacembelus_armatus ENSMAMG00000015250
amphiprion_percula ENSAPEG00000015765
amphiprion_ocellaris ENSAOCG00000011924
acanthochromis_polyacanthus ENSAPOG00000008876
stegastes_partitus ENSSPAG00000010812
xiphophorus_maculatus ENSXMAG00000021068
xiphophorus_couchianus ENSXCOG00000002842
gambusia_affinis ENSGAFG00000002278
poecilia_formosa ENSPFOG00000000293
poecilia_latipinna ENSPLAG00000023586
poecilia_mexicana ENSPMEG00000005817
poecilia_reticulata ENSPREG00000013411
cyprinodon_variegatus ENSCVAG00000013482
fundulus_heteroclitus ENSFHEG00000017740
kryptolebias_marmoratus ENSKMAG00000003146
pundamilia_nyererei ENSPNYG00000011583
haplochromis_burtoni ENSHBUG00000018853
maylandia_zebra ENSMZEG00005021323
astatotilapia_calliptera ENSACLG00000018122
neolamprologus_brichardi ENSNBRG00000022782
oreochromis_niloticus ENSONIG00000006655
amphilophus_citrinellus ENSACIG00000015874
anabas_testudineus ENSATEG00000006465
cynoglossus_semilaevis ENSCSEG00000006135
hippocampus_comes ENSHCOG00000006660
oryzias_latipes_asm223471v1 ENSORLG00020019387
oryzias_latipes_asm223469v1 ENSORLG00015013528
oryzias_latipes_asm223467v1 ENSORLG00000002648
oryzias_melastigma ENSOMEG00000000751
periophthalmus_magnuspinnatus ENSPMGG00000000347
gadus_morhua ENSGMOG00000003702
esox_lucius ENSELUG00000011101
pygocentrus_nattereri ENSPNAG00000009889
astyanax_mexicanus ENSAMXG00000016791
ictalurus_punctatus ENSIPUG00000005724
danio_rerio ENSDARG00000013830
cynoglossus_semilaevis ENSCSEG00000021556
scophthalmus_maximus ENSSMAG00000013879
takifugu_rubripes ENSTRUG00000005892
tetraodon_nigroviridis ENSTNIG00000012483
mola_mola ENSMMOG00000009121
labrus_bergylta ENSLBEG00000014707
anabas_testudineus ENSATEG00000023919
mastacembelus_armatus ENSMAMG00000000695
gasterosteus_aculeatus ENSGACG00000011931
monopterus_albus ENSMALG00000014051
amphiprion_ocellaris ENSAOCG00000022049
amphiprion_percula ENSAPEG00000022177
acanthochromis_polyacanthus ENSAPOG00000004064
stegastes_partitus ENSSPAG00000014449
haplochromis_burtoni ENSHBUG00000011909
maylandia_zebra ENSMZEG00005026416
pundamilia_nyererei ENSPNYG00000013520
neolamprologus_brichardi ENSNBRG00000007506
oreochromis_niloticus ENSONIG00000016778
amphilophus_citrinellus ENSACIG00000011653
fundulus_heteroclitus ENSFHEG00000005225
cyprinodon_variegatus ENSCVAG00000020555
xiphophorus_couchianus ENSXCOG00000014327
xiphophorus_maculatus ENSXMAG00000011422
gambusia_affinis ENSGAFG00000002666
poecilia_formosa ENSPFOG00000006442
poecilia_latipinna ENSPLAG00000006154
poecilia_mexicana ENSPMEG00000001666
poecilia_reticulata ENSPREG00000001616
kryptolebias_marmoratus ENSKMAG00000005048
oryzias_latipes_asm223471v1 ENSORLG00020011969
oryzias_latipes_asm223469v1 ENSORLG00015006080
oryzias_latipes_asm223467v1 ENSORLG00000014829
oryzias_melastigma ENSOMEG00000002811
hippocampus_comes ENSHCOG00000010370
seriola_dumerili ENSSDUG00000001104
seriola_lalandi_dorsalis ENSSLDG00000013077
periophthalmus_magnuspinnatus ENSPMGG00000011468
gadus_morhua ENSGMOG00000019560
esox_lucius ENSELUG00000023293
pygocentrus_nattereri ENSPNAG00000021035
astyanax_mexicanus ENSAMXG00000012248
ictalurus_punctatus ENSIPUG00000021848
danio_rerio ENSDARG00000053804
scleropages_formosus ENSSFOG00015016249
paramormyrops_kingsleyae ENSPKIG00000012359
lepisosteus_oculatus ENSLOCG00000005544
