bos_taurus ENSBTAG00000012462
fukomys_damarensis ENSFDAG00000018733
oryctolagus_cuniculus ENSOCUG00000021443
otolemur_garnettii ENSOGAG00000005130
panthera_tigris_altaica ENSPTIG00000015165
panthera_pardus ENSPPRG00000003284
felis_catus ENSFCAG00000040996
felis_catus ENSFCAG00000036292
panthera_pardus ENSPPRG00000002695
ursus_americanus ENSUAMG00000006405
ursus_maritimus ENSUMAG00000011763
ailuropoda_melanoleuca ENSAMEG00000013919
ursus_americanus ENSUAMG00000006399
ursus_maritimus ENSUMAG00000011753
ailuropoda_melanoleuca ENSAMEG00000013927
neovison_vison ENSNVIG00000002161
mustela_putorius_furo ENSMPUG00000015717
canis_lupus_dingo ENSCAFG00020000378
canis_lupus_familiaris ENSCAFG00000028843
vulpes_vulpes ENSVVUG00000026440
pteropus_vampyrus ENSPVAG00000011557
loxodonta_africana ENSLAFG00000015922
loxodonta_africana ENSLAFG00000030313
procavia_capensis ENSPCAG00000001003
procavia_capensis ENSPCAG00000003127
monodelphis_domestica ENSMODG00000006842
sarcophilus_harrisii ENSSHAG00000009781
notamacropus_eugenii ENSMEUG00000014857
chelonoidis_abingdonii ENSCABG00000007639
gopherus_agassizii ENSGAGG00000002390
chrysemys_picta_bellii ENSCPBG00000008734
pelodiscus_sinensis ENSPSIG00000012704
sphenodon_punctatus ENSSPUG00000014173
pogona_vitticeps ENSPVIG00000022613
anolis_carolinensis ENSACAG00000003394
notechis_scutatus ENSNSUG00000016883
salvator_merianae ENSSMRG00000010184
crocodylus_porosus ENSCPRG00005014326
calidris_pugnax ENSCPUG00000004226
melopsittacus_undulatus ENSMUNG00000016813
anser_brachyrhynchus ENSABRG00000021300
anas_platyrhynchos_platyrhynchos ENSAPLG00000023202
gallus_gallus ENSGALG00000010741
meleagris_gallopavo ENSMGAG00000011540
numida_meleagris ENSNMEG00000001557
coturnix_japonica ENSCJPG00005013857
manacus_vitellinus ENSMVIG00005009422
lepidothrix_coronata ENSLCOG00000008411
taeniopygia_guttata ENSTGUG00000010654
lonchura_striata_domestica ENSLSDG00000014089
serinus_canaria ENSSCAG00000008106
parus_major ENSPMJG00000007362
cyanistes_caeruleus ENSCCEG00000016151
junco_hyemalis ENSJHYG00000013328
zonotrichia_albicollis ENSZALG00000010189
ficedula_albicollis ENSFALG00000013134
apteryx_owenii ENSAOWG00000018228
apteryx_haastii ENSAHAG00000002096
apteryx_rowi ENSARWG00000015269
dromaius_novaehollandiae ENSDNVG00000008296
nothoprocta_perdicaria ENSNPEG00000007340
calidris_pygmaea ENSCPGG00000006067
calidris_pugnax ENSCPUG00000008647
calidris_pygmaea ENSCPGG00000009636
melopsittacus_undulatus ENSMUNG00000000264
anas_platyrhynchos_platyrhynchos ENSAPLG00000022044
anser_brachyrhynchus ENSABRG00000002897
apteryx_haastii ENSAHAG00000008494
apteryx_owenii ENSAOWG00000016839
apteryx_rowi ENSARWG00000011930
dromaius_novaehollandiae ENSDNVG00000002530
crocodylus_porosus ENSCPRG00005013318
gopherus_agassizii ENSGAGG00000024578
chelonoidis_abingdonii ENSCABG00000021351
chrysemys_picta_bellii ENSCPBG00000014523
pogona_vitticeps ENSPVIG00000024366
anolis_carolinensis ENSACAG00000004530
notechis_scutatus ENSNSUG00000000911
salvator_merianae ENSSMRG00000019163
xenopus_tropicalis ENSXETG00000014563
latimeria_chalumnae ENSLACG00000007813
pogona_vitticeps ENSPVIG00000019785
pogona_vitticeps ENSPVIG00000004660
notechis_scutatus ENSNSUG00000018895
sphenodon_punctatus ENSSPUG00000008591
gopherus_agassizii ENSGAGG00000016828
chelonoidis_abingdonii ENSCABG00000021915
chrysemys_picta_bellii ENSCPBG00000017968
xenopus_tropicalis ENSXETG00000006024
latimeria_chalumnae ENSLACG00000007121
eptatretus_burgeri ENSEBUG00000007605
ciona_savignyi ENSCSAVG00000005086
