sorex_araneus ENSSARG00000011602
cynoglossus_semilaevis ENSCSEG00000017648
periophthalmus_magnuspinnatus ENSPMGG00000023944
labrus_bergylta ENSLBEG00000023763
cyprinodon_variegatus ENSCVAG00000012551
cyprinodon_variegatus ENSCVAG00000014301
fundulus_heteroclitus ENSFHEG00000021953
poecilia_formosa ENSPFOG00000019710
poecilia_latipinna ENSPLAG00000005472
poecilia_mexicana ENSPMEG00000013820
poecilia_reticulata ENSPREG00000009283
xiphophorus_maculatus ENSXMAG00000003574
xiphophorus_couchianus ENSXCOG00000005082
gambusia_affinis ENSGAFG00000007817
oryzias_latipes_asm223467v1 ENSORLG00000009897
oryzias_latipes_asm223471v1 ENSORLG00020013599
oryzias_latipes_asm223469v1 ENSORLG00015001853
oryzias_melastigma ENSOMEG00000001529
kryptolebias_marmoratus ENSKMAG00000010541
pundamilia_nyererei ENSPNYG00000012221
haplochromis_burtoni ENSHBUG00000015417
maylandia_zebra ENSMZEG00005017957
astatotilapia_calliptera ENSACLG00000019682
neolamprologus_brichardi ENSNBRG00000021297
oreochromis_niloticus ENSONIG00000003705
amphilophus_citrinellus ENSACIG00000004936
amphiprion_percula ENSAPEG00000008138
amphiprion_ocellaris ENSAOCG00000012131
acanthochromis_polyacanthus ENSAPOG00000004653
stegastes_partitus ENSSPAG00000011239
monopterus_albus ENSMALG00000017648
mastacembelus_armatus ENSMAMG00000009365
anabas_testudineus ENSATEG00000019002
seriola_lalandi_dorsalis ENSSLDG00000016422
seriola_dumerili ENSSDUG00000016277
scophthalmus_maximus ENSSMAG00000020171
hippocampus_comes ENSHCOG00000003205
gadus_morhua ENSGMOG00000016535
lepisosteus_oculatus ENSLOCG00000012234
anolis_carolinensis ENSACAG00000000576
pogona_vitticeps ENSPVIG00000002008
notechis_scutatus ENSNSUG00000015586
salvator_merianae ENSSMRG00000019418
sphenodon_punctatus ENSSPUG00000010573
lonchura_striata_domestica ENSLSDG00000011505
taeniopygia_guttata ENSTGUG00000000203
serinus_canaria ENSSCAG00000013143
parus_major ENSPMJG00000003496
cyanistes_caeruleus ENSCCEG00000017340
zonotrichia_albicollis ENSZALG00000007832
ficedula_albicollis ENSFALG00000005259
manacus_vitellinus ENSMVIG00005019889
lepidothrix_coronata ENSLCOG00000005488
melopsittacus_undulatus ENSMUNG00000005632
calidris_pygmaea ENSCPGG00000011523
calidris_pugnax ENSCPUG00000010248
anser_brachyrhynchus ENSABRG00000010237
anas_platyrhynchos_platyrhynchos ENSAPLG00000011994
coturnix_japonica ENSCJPG00005012089
meleagris_gallopavo ENSMGAG00000007398
gallus_gallus ENSGALG00000015374
numida_meleagris ENSNMEG00000004277
apteryx_owenii ENSAOWG00000017174
apteryx_haastii ENSAHAG00000007281
apteryx_rowi ENSARWG00000006840
dromaius_novaehollandiae ENSDNVG00000000943
nothoprocta_perdicaria ENSNPEG00000013314
crocodylus_porosus ENSCPRG00005014298
gopherus_agassizii ENSGAGG00000019713
chelonoidis_abingdonii ENSCABG00000012007
chrysemys_picta_bellii ENSCPBG00000021643
pelodiscus_sinensis ENSPSIG00000015640
sarcophilus_harrisii ENSSHAG00000014584
phascolarctos_cinereus ENSPCIG00000008549
monodelphis_domestica ENSMODG00000004425
ornithorhynchus_anatinus ENSOANG00000011405
xenopus_tropicalis ENSXETG00000018022
latimeria_chalumnae ENSLACG00000000895
petromyzon_marinus ENSPMAG00000009194
