vicugna_pacos ENSVPAG00000000841
rhinopithecus_roxellana ENSRROG00000015889
rhinopithecus_bieti ENSRBIG00000044113
piliocolobus_tephrosceles ENSPTEG00000026603
pan_troglodytes ENSPTRG00000052337
gorilla_gorilla ENSGGOG00000006053
pan_paniscus ENSPPAG00000033039
homo_sapiens ENSG00000174574
pan_troglodytes ENSPTRG00000000567
pan_troglodytes ENSPTRG00000045313
pongo_abelii ENSPPYG00000001511
nomascus_leucogenys ENSNLEG00000035139
aotus_nancymaae ENSANAG00000024590
callithrix_jacchus ENSCJAG00000043919
carlito_syrichta ENSTSYG00000003345
carlito_syrichta ENSTSYG00000036916
cebus_capucinus_imitator ENSCCAG00000035175
saimiri_boliviensis_boliviensis ENSSBOG00000032907
propithecus_coquereli ENSPCOG00000000682
mandrillus_leucophaeus ENSMLEG00000044218
colobus_angolensis_palliatus ENSCANG00000034383
loxodonta_africana ENSLAFG00000029942
echinops_telfairi ENSETEG00000006751
bison_bison_bison ENSBBBG00000009361
ovis_aries ENSOARG00000019981
sorex_araneus ENSSARG00000000096
ochotona_princeps ENSOPRG00000008061
panthera_tigris_altaica ENSPTIG00000011077
ailuropoda_melanoleuca ENSAMEG00000010334
vulpes_vulpes ENSVVUG00000022878
ursus_maritimus ENSUMAG00000021218
bos_mutus ENSBMUG00000002675
vulpes_vulpes ENSVVUG00000015751
spermophilus_dauricus ENSSDAG00000014804
marmota_marmota_marmota ENSMMMG00000003299
urocitellus_parryii ENSUPAG00010016361
spermophilus_dauricus ENSSDAG00000008315
spermophilus_dauricus ENSSDAG00000008333
urocitellus_parryii ENSUPAG00010003219
marmota_marmota_marmota ENSMMMG00000007124
procavia_capensis ENSPCAG00000004006
choloepus_hoffmanni ENSCHOG00000003010
dasypus_novemcinctus ENSDNOG00000000332
notamacropus_eugenii ENSMEUG00000011154
phascolarctos_cinereus ENSPCIG00000024469
monodelphis_domestica ENSMODG00000017703
sarcophilus_harrisii ENSSHAG00000017458
ornithorhynchus_anatinus ENSOANG00000002481
xenopus_tropicalis ENSXETG00000005271
latimeria_chalumnae ENSLACG00000009809
amphiprion_percula ENSAPEG00000005009
amphiprion_ocellaris ENSAOCG00000009672
acanthochromis_polyacanthus ENSAPOG00000024540
stegastes_partitus ENSSPAG00000020453
pundamilia_nyererei ENSPNYG00000012970
maylandia_zebra ENSMZEG00005008231
haplochromis_burtoni ENSHBUG00000010024
astatotilapia_calliptera ENSACLG00000000618
neolamprologus_brichardi ENSNBRG00000010549
oreochromis_niloticus ENSONIG00000016312
amphilophus_citrinellus ENSACIG00000018678
monopterus_albus ENSMALG00000011543
gasterosteus_aculeatus ENSGACG00000013657
anabas_testudineus ENSATEG00000009163
mastacembelus_armatus ENSMAMG00000008054
seriola_dumerili ENSSDUG00000010616
seriola_lalandi_dorsalis ENSSLDG00000002773
tetraodon_nigroviridis ENSTNIG00000019785
takifugu_rubripes ENSTRUG00000024601
mola_mola ENSMMOG00000018504
fundulus_heteroclitus ENSFHEG00000018147
cyprinodon_variegatus ENSCVAG00000018071
xiphophorus_maculatus ENSXMAG00000013230
gambusia_affinis ENSGAFG00000009591
poecilia_reticulata ENSPREG00000006214
poecilia_latipinna ENSPLAG00000022744
poecilia_formosa ENSPFOG00000001946
poecilia_mexicana ENSPMEG00000021070
kryptolebias_marmoratus ENSKMAG00000019113
oryzias_latipes_asm223469v1 ENSORLG00015003638
oryzias_latipes_asm223471v1 ENSORLG00020018572
oryzias_latipes_asm223467v1 ENSORLG00000014770
oryzias_melastigma ENSOMEG00000019917
labrus_bergylta ENSLBEG00000008199
scophthalmus_maximus ENSSMAG00000003202
cynoglossus_semilaevis ENSCSEG00000020264
hippocampus_comes ENSHCOG00000005912
xiphophorus_couchianus ENSXCOG00000007462
periophthalmus_magnuspinnatus ENSPMGG00000001157
gadus_morhua ENSGMOG00000013727
esox_lucius ENSELUG00000017191
danio_rerio ENSDARG00000039969
astyanax_mexicanus ENSAMXG00000009569
pygocentrus_nattereri ENSPNAG00000018603
ictalurus_punctatus ENSIPUG00000000935
paramormyrops_kingsleyae ENSPKIG00000003346
scleropages_formosus ENSSFOG00015020545
paramormyrops_kingsleyae ENSPKIG00000000640
esox_lucius ENSELUG00000007858
lepisosteus_oculatus ENSLOCG00000005708
