marmota_marmota_marmota ENSMMMG00000004799
oryzias_latipes_asm223469v1 ENSORLG00015006130
oryzias_latipes_asm223471v1 ENSORLG00020010610
oryzias_melastigma ENSOMEG00000010112
periophthalmus_magnuspinnatus ENSPMGG00000000880
monopterus_albus ENSMALG00000003489
cynoglossus_semilaevis ENSCSEG00000005174
mola_mola ENSMMOG00000001270
takifugu_rubripes ENSTRUG00000006186
gasterosteus_aculeatus ENSGACG00000009393
kryptolebias_marmoratus ENSKMAG00000008898
amphilophus_citrinellus ENSACIG00000009330
seriola_dumerili ENSSDUG00000021920
anabas_testudineus ENSATEG00000017883
haplochromis_burtoni ENSHBUG00000013660
astatotilapia_calliptera ENSACLG00000017236
maylandia_zebra ENSMZEG00005011576
oreochromis_niloticus ENSONIG00000020349
amphiprion_ocellaris ENSAOCG00000005136
amphiprion_percula ENSAPEG00000001086
acanthochromis_polyacanthus ENSAPOG00000007941
stegastes_partitus ENSSPAG00000003232
labrus_bergylta ENSLBEG00000025996
mastacembelus_armatus ENSMAMG00000020067
scophthalmus_maximus ENSSMAG00000010946
gadus_morhua ENSGMOG00000002369
esox_lucius ENSELUG00000000237
ictalurus_punctatus ENSIPUG00000022567
paramormyrops_kingsleyae ENSPKIG00000022479
scleropages_formosus ENSSFOG00015017007
scleropages_formosus ENSSFOG00015020770
paramormyrops_kingsleyae ENSPKIG00000024695
xiphophorus_couchianus ENSXCOG00000013313
xiphophorus_maculatus ENSXMAG00000016393
gambusia_affinis ENSGAFG00000004494
poecilia_reticulata ENSPREG00000004585
poecilia_formosa ENSPFOG00000006406
fundulus_heteroclitus ENSFHEG00000006457
cyprinodon_variegatus ENSCVAG00000004025
oryzias_latipes_asm223471v1 ENSORLG00020014815
oryzias_latipes_asm223467v1 ENSORLG00000027193
oryzias_latipes_asm223469v1 ENSORLG00015008668
oryzias_melastigma ENSOMEG00000004432
oreochromis_niloticus ENSONIG00000016939
takifugu_rubripes ENSTRUG00000012586
poecilia_latipinna ENSPLAG00000009318
cynoglossus_semilaevis ENSCSEG00000018627
scophthalmus_maximus ENSSMAG00000006497
seriola_lalandi_dorsalis ENSSLDG00000007256
monopterus_albus ENSMALG00000011114
mastacembelus_armatus ENSMAMG00000024188
haplochromis_burtoni ENSHBUG00000000195
kryptolebias_marmoratus ENSKMAG00000009763
amphiprion_ocellaris ENSAOCG00000022419
amphiprion_percula ENSAPEG00000019028
acanthochromis_polyacanthus ENSAPOG00000016587
labrus_bergylta ENSLBEG00000011836
hippocampus_comes ENSHCOG00000007867
esox_lucius ENSELUG00000020069
pygocentrus_nattereri ENSPNAG00000012582
astyanax_mexicanus ENSAMXG00000031404
ictalurus_punctatus ENSIPUG00000012860
danio_rerio ENSDARG00000062357
