meleagris_gallopavo ENSMGAG00000000969
cynoglossus_semilaevis ENSCSEG00000010514
seriola_dumerili ENSSDUG00000003550
seriola_lalandi_dorsalis ENSSLDG00000003332
amphiprion_percula ENSAPEG00000016289
amphiprion_ocellaris ENSAOCG00000007539
acanthochromis_polyacanthus ENSAPOG00000017819
stegastes_partitus ENSSPAG00000008777
haplochromis_burtoni ENSHBUG00000008171
pundamilia_nyererei ENSPNYG00000000643
astatotilapia_calliptera ENSACLG00000009323
maylandia_zebra ENSMZEG00005013257
neolamprologus_brichardi ENSNBRG00000009983
oreochromis_niloticus ENSONIG00000004861
amphilophus_citrinellus ENSACIG00000015972
fundulus_heteroclitus ENSFHEG00000007208
cyprinodon_variegatus ENSCVAG00000022612
poecilia_formosa ENSPFOG00000003154
poecilia_latipinna ENSPLAG00000017826
poecilia_mexicana ENSPMEG00000008393
poecilia_reticulata ENSPREG00000002674
xiphophorus_maculatus ENSXMAG00000008539
xiphophorus_couchianus ENSXCOG00000003184
gambusia_affinis ENSGAFG00000008814
kryptolebias_marmoratus ENSKMAG00000010536
oryzias_latipes_asm223467v1 ENSORLG00000004754
oryzias_latipes_asm223469v1 ENSORLG00015022291
oryzias_latipes_asm223471v1 ENSORLG00020013424
oryzias_melastigma ENSOMEG00000000711
periophthalmus_magnuspinnatus ENSPMGG00000017558
takifugu_rubripes ENSTRUG00000025301
tetraodon_nigroviridis ENSTNIG00000000785
mola_mola ENSMMOG00000003146
gasterosteus_aculeatus ENSGACG00000017990
labrus_bergylta ENSLBEG00000027537
hippocampus_comes ENSHCOG00000016592
gadus_morhua ENSGMOG00000004098
esox_lucius ENSELUG00000016735
pygocentrus_nattereri ENSPNAG00000004054
astyanax_mexicanus ENSAMXG00000005673
ictalurus_punctatus ENSIPUG00000000428
danio_rerio ENSDARG00000016336
lepisosteus_oculatus ENSLOCG00000011172
petromyzon_marinus ENSPMAG00000007462
eptatretus_burgeri ENSEBUG00000004378
drosophila_melanogaster FBgn0031609
