oryzias_latipes_asm223469v1 ENSORLG00015018457
rhinopithecus_roxellana ENSRROG00000027770
rhinopithecus_bieti ENSRBIG00000028366
macaca_fascicularis ENSMFAG00000030314
macaca_mulatta ENSMMUG00000044446
macaca_nemestrina ENSMNEG00000006797
cercocebus_atys ENSCATG00000018011
theropithecus_gelada ENSTGEG00000016948
mandrillus_leucophaeus ENSMLEG00000027893
chlorocebus_sabaeus ENSCSAG00000018818
callithrix_jacchus ENSCJAG00000017463
saimiri_boliviensis_boliviensis ENSSBOG00000026904
prolemur_simus ENSPSMG00000018485
otolemur_garnettii ENSOGAG00000004865
dasypus_novemcinctus ENSDNOG00000038112
dasypus_novemcinctus ENSDNOG00000043866
loxodonta_africana ENSLAFG00000010650
phascolarctos_cinereus ENSPCIG00000012426
monodelphis_domestica ENSMODG00000001058
ornithorhynchus_anatinus ENSOANG00000030800
calidris_pygmaea ENSCPGG00000004912
calidris_pugnax ENSCPUG00000015278
melopsittacus_undulatus ENSMUNG00000013645
nothoprocta_perdicaria ENSNPEG00000010398
meleagris_gallopavo ENSMGAG00000006189
gallus_gallus ENSGALG00000004168
numida_meleagris ENSNMEG00000005071
anas_platyrhynchos_platyrhynchos ENSAPLG00000000639
apteryx_haastii ENSAHAG00000011714
apteryx_owenii ENSAOWG00000012150
apteryx_rowi ENSARWG00000018633
dromaius_novaehollandiae ENSDNVG00000000208
parus_major ENSPMJG00000012880
cyanistes_caeruleus ENSCCEG00000004236
lonchura_striata_domestica ENSLSDG00000002546
taeniopygia_guttata ENSTGUG00000018247
serinus_canaria ENSSCAG00000007238
junco_hyemalis ENSJHYG00000007595
ficedula_albicollis ENSFALG00000014869
lepidothrix_coronata ENSLCOG00000006794
crocodylus_porosus ENSCPRG00005008459
gopherus_agassizii ENSGAGG00000000935
chelonoidis_abingdonii ENSCABG00000002265
chrysemys_picta_bellii ENSCPBG00000011026
pelodiscus_sinensis ENSPSIG00000006434
pogona_vitticeps ENSPVIG00000023360
notechis_scutatus ENSNSUG00000006504
salvator_merianae ENSSMRG00000013832
pygocentrus_nattereri ENSPNAG00000012160
astyanax_mexicanus ENSAMXG00000025832
ictalurus_punctatus ENSIPUG00000016646
paramormyrops_kingsleyae ENSPKIG00000016096
lepisosteus_oculatus ENSLOCG00000017624
periophthalmus_magnuspinnatus ENSPMGG00000003257
latimeria_chalumnae ENSLACG00000017622
ictalurus_punctatus ENSIPUG00000000185
esox_lucius ENSELUG00000007443
eptatretus_burgeri ENSEBUG00000007161
