oryzias_latipes_asm223467v1 ENSORLG00000005209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020356
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020355
rattus_norvegicus ENSRNOG00000042355
meriones_unguiculatus ENSMUGG00000013142
cricetulus_griseus_crigri-picr ENSCGRG00015028663
cricetulus_griseus_crigri_1.0 ENSCGRG00000009088
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011856
mesocricetus_auratus ENSMAUG00000019805
microtus_ochrogaster ENSMOCG00000003691
peromyscus_maniculatus_bairdii ENSPEMG00000014285
oryctolagus_cuniculus ENSOCUG00000005700
carlito_syrichta ENSTSYG00000035683
prolemur_simus ENSPSMG00000018983
microcebus_murinus ENSMICG00000027441
propithecus_coquereli ENSPCOG00000013102
otolemur_garnettii ENSOGAG00000001744
piliocolobus_tephrosceles ENSPTEG00000036441
pan_paniscus ENSPPAG00000030429
pan_troglodytes ENSPTRG00000005020
homo_sapiens ENSG00000139546
gorilla_gorilla ENSGGOG00000012637
pongo_abelii ENSPPYG00000004583
nomascus_leucogenys ENSNLEG00000017690
rhinopithecus_bieti ENSRBIG00000027150
rhinopithecus_roxellana ENSRROG00000044783
colobus_angolensis_palliatus ENSCANG00000040415
cercocebus_atys ENSCATG00000026344
mandrillus_leucophaeus ENSMLEG00000029583
macaca_fascicularis ENSMFAG00000013567
macaca_mulatta ENSMMUG00000018492
macaca_nemestrina ENSMNEG00000036477
theropithecus_gelada ENSTGEG00000009294
papio_anubis ENSPANG00000010689
chlorocebus_sabaeus ENSCSAG00000005479
cebus_capucinus_imitator ENSCCAG00000033025
saimiri_boliviensis_boliviensis ENSSBOG00000027305
callithrix_jacchus ENSCJAG00000018668
aotus_nancymaae ENSANAG00000034453
castor_canadensis ENSCCNG00000021669
choloepus_hoffmanni ENSCHOG00000010247
equus_asinus_asinus ENSEASG00005010030
equus_caballus ENSECAG00000011695
pteropus_vampyrus ENSPVAG00000012286
neovison_vison ENSNVIG00000001900
mustela_putorius_furo ENSMPUG00000005944
canis_lupus_dingo ENSCAFG00020020735
canis_lupus_familiaris ENSCAFG00000006874
vulpes_vulpes ENSVVUG00000028150
sorex_araneus ENSSARG00000001010
sus_scrofa ENSSSCG00000000276
tursiops_truncatus ENSTTRG00000017177
panthera_pardus ENSPPRG00000000189
felis_catus ENSFCAG00000007757
ursus_americanus ENSUAMG00000009011
ursus_maritimus ENSUMAG00000010461
ailuropoda_melanoleuca ENSAMEG00000012601
myotis_lucifugus ENSMLUG00000010035
bos_taurus ENSBTAG00000000435
bos_mutus ENSBMUG00000021375
bison_bison_bison ENSBBBG00000019042
ovis_aries ENSOARG00000016437
capra_hircus ENSCHIG00000026017
dipodomys_ordii ENSDORG00000001390
mus_spicilegus ENSMSIG00000025203
cavia_aperea ENSCAPG00000008981
ochotona_princeps ENSOPRG00000011397
tupaia_belangeri ENSTBEG00000012751
procavia_capensis ENSPCAG00000005352
loxodonta_africana ENSLAFG00000002620
dasypus_novemcinctus ENSDNOG00000002144
octodon_degus ENSODEG00000013413
phascolarctos_cinereus ENSPCIG00000006672
notamacropus_eugenii ENSMEUG00000001916
sarcophilus_harrisii ENSSHAG00000007064
xenopus_tropicalis ENSXETG00000012644
latimeria_chalumnae ENSLACG00000007087
lonchura_striata_domestica ENSLSDG00000003958
lonchura_striata_domestica ENSLSDG00000003956
junco_hyemalis ENSJHYG00000000557
parus_major ENSPMJG00000000806
gallus_gallus ENSGALG00000048019
coturnix_japonica ENSCJPG00005007716
numida_meleagris ENSNMEG00000007950
calidris_pugnax ENSCPUG00000003365
apteryx_owenii ENSAOWG00000005640
dipodomys_ordii ENSDORG00000029983
neolamprologus_brichardi ENSNBRG00000011845
neolamprologus_brichardi ENSNBRG00000003967
petromyzon_marinus ENSPMAG00000000105
eptatretus_burgeri ENSEBUG00000002377
