lepidothrix_coronata ENSLCOG00000015048
poecilia_latipinna ENSPLAG00000010305
poecilia_reticulata ENSPREG00000002272
xiphophorus_couchianus ENSXCOG00000008782
xiphophorus_maculatus ENSXMAG00000028241
gambusia_affinis ENSGAFG00000009989
cyprinodon_variegatus ENSCVAG00000007607
fundulus_heteroclitus ENSFHEG00000014872
kryptolebias_marmoratus ENSKMAG00000008384
oryzias_latipes_asm223471v1 ENSORLG00020010786
oryzias_latipes_asm223469v1 ENSORLG00015007233
oryzias_latipes_asm223467v1 ENSORLG00000019934
oryzias_melastigma ENSOMEG00000006473
cynoglossus_semilaevis ENSCSEG00000001425
gadus_morhua ENSGMOG00000001198
esox_lucius ENSELUG00000002235
pygocentrus_nattereri ENSPNAG00000016920
astyanax_mexicanus ENSAMXG00000029495
ictalurus_punctatus ENSIPUG00000017488
danio_rerio ENSDARG00000010415
scleropages_formosus ENSSFOG00015019179
petromyzon_marinus ENSPMAG00000001619
eptatretus_burgeri ENSEBUG00000002262
ciona_intestinalis ENSCING00000015485
caenorhabditis_elegans_strain_n2 WBGene00004801
caenorhabditis_elegans_strain_n2 WBGene00004802
drosophila_melanogaster FBgn0029783
