myotis_lucifugus ENSMLUG00000012420
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019366
cricetulus_griseus_crigri-picr ENSCGRG00015017735
mesocricetus_auratus ENSMAUG00000019308
microtus_ochrogaster ENSMOCG00000013998
peromyscus_maniculatus_bairdii ENSPEMG00000023407
meriones_unguiculatus ENSMUGG00000019533
nannospalax_galili ENSNGAG00000019928
jaculus_jaculus ENSJJAG00000003956
prolemur_simus ENSPSMG00000006964
microcebus_murinus ENSMICG00000014271
otolemur_garnettii ENSOGAG00000002644
oryctolagus_cuniculus ENSOCUG00000006643
ochotona_princeps ENSOPRG00000003138
carlito_syrichta ENSTSYG00000034762
sorex_araneus ENSSARG00000001380
loxodonta_africana ENSLAFG00000011609
procavia_capensis ENSPCAG00000013754
gorilla_gorilla ENSGGOG00000007626
pan_paniscus ENSPPAG00000043696
homo_sapiens ENSG00000095981
nomascus_leucogenys ENSNLEG00000011433
theropithecus_gelada ENSTGEG00000029575
macaca_mulatta ENSMMUG00000013648
saimiri_boliviensis_boliviensis ENSSBOG00000022108
cebus_capucinus_imitator ENSCCAG00000023877
callithrix_jacchus ENSCJAG00000005908
aotus_nancymaae ENSANAG00000024980
echinops_telfairi ENSETEG00000018421
dasypus_novemcinctus ENSDNOG00000017714
pongo_abelii ENSPPYG00000016576
pan_troglodytes ENSPTRG00000018135
piliocolobus_tephrosceles ENSPTEG00000034169
colobus_angolensis_palliatus ENSCANG00000032013
rhinopithecus_roxellana ENSRROG00000034418
rhinopithecus_bieti ENSRBIG00000034897
macaca_fascicularis ENSMFAG00000002849
macaca_nemestrina ENSMNEG00000043739
chlorocebus_sabaeus ENSCSAG00000011026
mandrillus_leucophaeus ENSMLEG00000031911
papio_anubis ENSPANG00000021146
cercocebus_atys ENSCATG00000043907
propithecus_coquereli ENSPCOG00000025727
erinaceus_europaeus ENSEEUG00000007209
choloepus_hoffmanni ENSCHOG00000010105
phascolarctos_cinereus ENSPCIG00000035709
notamacropus_eugenii ENSMEUG00000000593
sarcophilus_harrisii ENSSHAG00000007431
monodelphis_domestica ENSMODG00000013135
ornithorhynchus_anatinus ENSOANG00000013159
pogona_vitticeps ENSPVIG00000019721
anolis_carolinensis ENSACAG00000002094
notechis_scutatus ENSNSUG00000009396
salvator_merianae ENSSMRG00000005230
sphenodon_punctatus ENSSPUG00000011554
apteryx_haastii ENSAHAG00000004825
apteryx_owenii ENSAOWG00000008042
apteryx_rowi ENSARWG00000000414
dromaius_novaehollandiae ENSDNVG00000007127
nothoprocta_perdicaria ENSNPEG00000000265
zonotrichia_albicollis ENSZALG00000002943
junco_hyemalis ENSJHYG00000011713
serinus_canaria ENSSCAG00000010883
ficedula_albicollis ENSFALG00000010944
cyanistes_caeruleus ENSCCEG00000002465
parus_major ENSPMJG00000013502
lepidothrix_coronata ENSLCOG00000001806
manacus_vitellinus ENSMVIG00005006076
melopsittacus_undulatus ENSMUNG00000007875
calidris_pygmaea ENSCPGG00000003974
anas_platyrhynchos_platyrhynchos ENSAPLG00000005529
anser_brachyrhynchus ENSABRG00000019920
gallus_gallus ENSGALG00000020049
meleagris_gallopavo ENSMGAG00000010584
numida_meleagris ENSNMEG00000016452
crocodylus_porosus ENSCPRG00005009954
gopherus_agassizii ENSGAGG00000011819
chelonoidis_abingdonii ENSCABG00000010981
chrysemys_picta_bellii ENSCPBG00000025378
pelodiscus_sinensis ENSPSIG00000005383
xenopus_tropicalis ENSXETG00000007833
latimeria_chalumnae ENSLACG00000009619
poecilia_latipinna ENSPLAG00000013636
poecilia_mexicana ENSPMEG00000002732
poecilia_reticulata ENSPREG00000004038
poecilia_formosa ENSPFOG00000008139
gambusia_affinis ENSGAFG00000019499
xiphophorus_maculatus ENSXMAG00000018605
xiphophorus_couchianus ENSXCOG00000011271
fundulus_heteroclitus ENSFHEG00000008447
cyprinodon_variegatus ENSCVAG00000021285
oryzias_latipes_asm223471v1 ENSORLG00020015090
oryzias_latipes_asm223467v1 ENSORLG00000017785
oryzias_latipes_asm223469v1 ENSORLG00015011677
oryzias_melastigma ENSOMEG00000009122
amphiprion_ocellaris ENSAOCG00000014417
amphiprion_percula ENSAPEG00000003151
acanthochromis_polyacanthus ENSAPOG00000006763
stegastes_partitus ENSSPAG00000001730
astatotilapia_calliptera ENSACLG00000026845
maylandia_zebra ENSMZEG00005010064
haplochromis_burtoni ENSHBUG00000014264
oreochromis_niloticus ENSONIG00000019566
amphilophus_citrinellus ENSACIG00000011639
labrus_bergylta ENSLBEG00000002251
hippocampus_comes ENSHCOG00000001316
monopterus_albus ENSMALG00000012493
mastacembelus_armatus ENSMAMG00000015246
seriola_dumerili ENSSDUG00000019458
seriola_lalandi_dorsalis ENSSLDG00000014427
scophthalmus_maximus ENSSMAG00000014453
neolamprologus_brichardi ENSNBRG00000012145
cyprinodon_variegatus ENSCVAG00000021248
anabas_testudineus ENSATEG00000012177
gasterosteus_aculeatus ENSGACG00000013340
periophthalmus_magnuspinnatus ENSPMGG00000006137
cynoglossus_semilaevis ENSCSEG00000000068
gadus_morhua ENSGMOG00000003266
astyanax_mexicanus ENSAMXG00000037492
pygocentrus_nattereri ENSPNAG00000001884
ictalurus_punctatus ENSIPUG00000009801
scleropages_formosus ENSSFOG00015004185
paramormyrops_kingsleyae ENSPKIG00000022316
lepisosteus_oculatus ENSLOCG00000017176
petromyzon_marinus ENSPMAG00000000838
