periophthalmus_magnuspinnatus ENSPMGG00000019947
oryctolagus_cuniculus ENSOCUG00000010151
ochotona_princeps ENSOPRG00000013382
pan_troglodytes ENSPTRG00000005892
pan_paniscus ENSPPAG00000029242
gorilla_gorilla ENSGGOG00000025072
homo_sapiens ENSG00000139668
pongo_abelii ENSPPYG00000005382
nomascus_leucogenys ENSNLEG00000003910
macaca_nemestrina ENSMNEG00000034685
macaca_mulatta ENSMMUG00000009421
macaca_fascicularis ENSMFAG00000042459
mandrillus_leucophaeus ENSMLEG00000035815
theropithecus_gelada ENSTGEG00000005766
papio_anubis ENSPANG00000015000
cercocebus_atys ENSCATG00000036890
chlorocebus_sabaeus ENSCSAG00000017689
piliocolobus_tephrosceles ENSPTEG00000031629
colobus_angolensis_palliatus ENSCANG00000028696
colobus_angolensis_palliatus ENSCANG00000039095
rhinopithecus_roxellana ENSRROG00000030094
rhinopithecus_bieti ENSRBIG00000038124
cebus_capucinus_imitator ENSCCAG00000035502
saimiri_boliviensis_boliviensis ENSSBOG00000026224
callithrix_jacchus ENSCJAG00000049478
aotus_nancymaae ENSANAG00000028501
otolemur_garnettii ENSOGAG00000005337
peromyscus_maniculatus_bairdii ENSPEMG00000025502
equus_caballus ENSECAG00000000232
myotis_lucifugus ENSMLUG00000016015
sus_scrofa ENSSSCG00000040538
bos_taurus ENSBTAG00000008053
vicugna_pacos ENSVPAG00000009223
propithecus_coquereli ENSPCOG00000024351
microcebus_murinus ENSMICG00000044312
prolemur_simus ENSPSMG00000015814
carlito_syrichta ENSTSYG00000000923
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010067
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002396
fukomys_damarensis ENSFDAG00000011464
chinchilla_lanigera ENSCLAG00000004280
octodon_degus ENSODEG00000009682
cavia_porcellus ENSCPOG00000003222
cavia_aperea ENSCAPG00000010603
ictidomys_tridecemlineatus ENSSTOG00000003365
spermophilus_dauricus ENSSDAG00000003360
urocitellus_parryii ENSUPAG00010003818
marmota_marmota_marmota ENSMMMG00000022905
tupaia_belangeri ENSTBEG00000015253
bos_mutus ENSBMUG00000007080
bison_bison_bison ENSBBBG00000015408
capra_hircus ENSCHIG00000022622
ovis_aries ENSOARG00000008939
tursiops_truncatus ENSTTRG00000011970
pteropus_vampyrus ENSPVAG00000010357
ursus_americanus ENSUAMG00000017959
ursus_maritimus ENSUMAG00000018709
ailuropoda_melanoleuca ENSAMEG00000011922
neovison_vison ENSNVIG00000012301
mustela_putorius_furo ENSMPUG00000018004
panthera_pardus ENSPPRG00000005308
panthera_tigris_altaica ENSPTIG00000004680
felis_catus ENSFCAG00000003701
equus_asinus_asinus ENSEASG00005017347
loxodonta_africana ENSLAFG00000017011
procavia_capensis ENSPCAG00000010027
echinops_telfairi ENSETEG00000012411
dasypus_novemcinctus ENSDNOG00000006832
choloepus_hoffmanni ENSCHOG00000010470
canis_lupus_dingo ENSCAFG00020000388
canis_lupus_familiaris ENSCAFG00000004282
vulpes_vulpes ENSVVUG00000024024
erinaceus_europaeus ENSEEUG00000000078
sorex_araneus ENSSARG00000005557
phascolarctos_cinereus ENSPCIG00000028314
notamacropus_eugenii ENSMEUG00000015851
monodelphis_domestica ENSMODG00000010528
sarcophilus_harrisii ENSSHAG00000013058
ornithorhynchus_anatinus ENSOANG00000015529
apteryx_haastii ENSAHAG00000014288
apteryx_owenii ENSAOWG00000010630
apteryx_rowi ENSARWG00000011806
dromaius_novaehollandiae ENSDNVG00000013796
nothoprocta_perdicaria ENSNPEG00000005869
junco_hyemalis ENSJHYG00000016103
zonotrichia_albicollis ENSZALG00000003685
serinus_canaria ENSSCAG00000012968
taeniopygia_guttata ENSTGUG00000012075
lonchura_striata_domestica ENSLSDG00000011691
cyanistes_caeruleus ENSCCEG00000010277
parus_major ENSPMJG00000014958
ficedula_albicollis ENSFALG00000008473
manacus_vitellinus ENSMVIG00005008356
lepidothrix_coronata ENSLCOG00000007371
melopsittacus_undulatus ENSMUNG00000012424
calidris_pygmaea ENSCPGG00000018846
calidris_pugnax ENSCPUG00000013067
anser_brachyrhynchus ENSABRG00000005602
anas_platyrhynchos_platyrhynchos ENSAPLG00000007335
meleagris_gallopavo ENSMGAG00000015028
coturnix_japonica ENSCJPG00005019808
gallus_gallus ENSGALG00000017019
numida_meleagris ENSNMEG00000007526
crocodylus_porosus ENSCPRG00005002480
pogona_vitticeps ENSPVIG00000001930
notechis_scutatus ENSNSUG00000003252
salvator_merianae ENSSMRG00000005657
anolis_carolinensis ENSACAG00000011999
sphenodon_punctatus ENSSPUG00000006638
gopherus_agassizii ENSGAGG00000001637
chelonoidis_abingdonii ENSCABG00000009736
chrysemys_picta_bellii ENSCPBG00000008895
pelodiscus_sinensis ENSPSIG00000003537
xenopus_tropicalis ENSXETG00000020718
eptatretus_burgeri ENSEBUG00000000544
