fundulus_heteroclitus ENSFHEG00000014012
pteropus_vampyrus ENSPVAG00000007692
myotis_lucifugus ENSMLUG00000003842
capra_hircus ENSCHIG00000026421
ovis_aries ENSOARG00000011526
bos_mutus ENSBMUG00000015947
bison_bison_bison ENSBBBG00000012733
bos_taurus ENSBTAG00000010009
tursiops_truncatus ENSTTRG00000000495
vicugna_pacos ENSVPAG00000004587
urocitellus_parryii ENSUPAG00010023019
ictidomys_tridecemlineatus ENSSTOG00000008110
marmota_marmota_marmota ENSMMMG00000020681
spermophilus_dauricus ENSSDAG00000004750
tupaia_belangeri ENSTBEG00000007014
erinaceus_europaeus ENSEEUG00000013583
pogona_vitticeps ENSPVIG00000010785
anolis_carolinensis ENSACAG00000013299
notechis_scutatus ENSNSUG00000016254
notechis_scutatus ENSNSUG00000017346
salvator_merianae ENSSMRG00000023507
xenopus_tropicalis ENSXETG00000017353
latimeria_chalumnae ENSLACG00000009112
ornithorhynchus_anatinus ENSOANG00000005489
ciona_savignyi ENSCSAVG00000006766
ciona_intestinalis ENSCING00000007234
drosophila_melanogaster FBgn0032746
caenorhabditis_elegans_strain_n2 WBGene00009045
