lonchura_striata_domestica ENSLSDG00000000380
ursus_americanus ENSUAMG00000005933
ursus_maritimus ENSUMAG00000005606
ailuropoda_melanoleuca ENSAMEG00000017221
neovison_vison ENSNVIG00000015414
mustela_putorius_furo ENSMPUG00000002485
canis_lupus_dingo ENSCAFG00020002307
canis_lupus_familiaris ENSCAFG00000012340
vulpes_vulpes ENSVVUG00000007284
panthera_tigris_altaica ENSPTIG00000011505
panthera_pardus ENSPPRG00000023037
felis_catus ENSFCAG00000007790
dasypus_novemcinctus ENSDNOG00000015742
chinchilla_lanigera ENSCLAG00000016152
octodon_degus ENSODEG00000013982
cavia_porcellus ENSCPOG00000012469
cavia_aperea ENSCAPG00000014781
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016746
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015765
fukomys_damarensis ENSFDAG00000008817
tupaia_belangeri ENSTBEG00000011827
erinaceus_europaeus ENSEEUG00000006165
oryctolagus_cuniculus ENSOCUG00000004565
ochotona_princeps ENSOPRG00000005603
loxodonta_africana ENSLAFG00000014791
procavia_capensis ENSPCAG00000007912
echinops_telfairi ENSETEG00000004761
ornithorhynchus_anatinus ENSOANG00000022435
xenopus_tropicalis ENSXETG00000017277
latimeria_chalumnae ENSLACG00000013409
gadus_morhua ENSGMOG00000002444
esox_lucius ENSELUG00000007079
hippocampus_comes ENSHCOG00000006412
periophthalmus_magnuspinnatus ENSPMGG00000020968
tetraodon_nigroviridis ENSTNIG00000011209
takifugu_rubripes ENSTRUG00000004104
labrus_bergylta ENSLBEG00000011146
fundulus_heteroclitus ENSFHEG00000001004
cyprinodon_variegatus ENSCVAG00000008417
poecilia_mexicana ENSPMEG00000005062
poecilia_formosa ENSPFOG00000009000
poecilia_latipinna ENSPLAG00000017150
poecilia_reticulata ENSPREG00000021879
xiphophorus_couchianus ENSXCOG00000012672
xiphophorus_couchianus ENSXCOG00000012676
xiphophorus_maculatus ENSXMAG00000014038
gambusia_affinis ENSGAFG00000016942
kryptolebias_marmoratus ENSKMAG00000010626
gasterosteus_aculeatus ENSGACG00000004656
astatotilapia_calliptera ENSACLG00000009704
maylandia_zebra ENSMZEG00005002173
pundamilia_nyererei ENSPNYG00000023211
haplochromis_burtoni ENSHBUG00000016701
neolamprologus_brichardi ENSNBRG00000008772
oreochromis_niloticus ENSONIG00000017264
amphilophus_citrinellus ENSACIG00000007265
oryzias_latipes_asm223467v1 ENSORLG00000019770
oryzias_latipes_asm223469v1 ENSORLG00015000365
oryzias_melastigma ENSOMEG00000017288
stegastes_partitus ENSSPAG00000013145
anabas_testudineus ENSATEG00000020295
cynoglossus_semilaevis ENSCSEG00000006154
seriola_lalandi_dorsalis ENSSLDG00000024438
seriola_dumerili ENSSDUG00000005827
scophthalmus_maximus ENSSMAG00000005408
amphiprion_ocellaris ENSAOCG00000007426
amphiprion_percula ENSAPEG00000018567
acanthochromis_polyacanthus ENSAPOG00000015984
acanthochromis_polyacanthus ENSAPOG00000023662
acanthochromis_polyacanthus ENSAPOG00000023648
neolamprologus_brichardi ENSNBRG00000007470
poecilia_reticulata ENSPREG00000021886
mastacembelus_armatus ENSMAMG00000018699
monopterus_albus ENSMALG00000018313
mola_mola ENSMMOG00000009520
pygocentrus_nattereri ENSPNAG00000018337
astyanax_mexicanus ENSAMXG00000008937
ictalurus_punctatus ENSIPUG00000011054
danio_rerio ENSDARG00000089705
scleropages_formosus ENSSFOG00015018075
paramormyrops_kingsleyae ENSPKIG00000014055
lepisosteus_oculatus ENSLOCG00000013815
petromyzon_marinus ENSPMAG00000004621
eptatretus_burgeri ENSEBUG00000013408
ornithorhynchus_anatinus ENSOANG00000028547
ornithorhynchus_anatinus ENSOANG00000031226
petromyzon_marinus ENSPMAG00000008640
ciona_intestinalis ENSCING00000007878
ciona_intestinalis ENSCING00000021703
ciona_savignyi ENSCSAVG00000010393
drosophila_melanogaster FBgn0036888
salvator_merianae ENSSMRG00000001123
anolis_carolinensis ENSACAG00000010517
nannospalax_galili ENSNGAG00000011984
fukomys_damarensis ENSFDAG00000020896
canis_lupus_familiaris ENSCAFG00000030478
saimiri_boliviensis_boliviensis ENSSBOG00000019077
ictidomys_tridecemlineatus ENSSTOG00000015489
caenorhabditis_elegans_strain_n2 WBGene00018339
saccharomyces_cerevisiae_strain_s288c YFR009W
