sphenodon_punctatus ENSSPUG00000010864
anolis_carolinensis ENSACAG00000028726
pelodiscus_sinensis ENSPSIG00000001946
pelodiscus_sinensis ENSPSIG00000000259
chrysemys_picta_bellii ENSCPBG00000001554
chrysemys_picta_bellii ENSCPBG00000006619
chrysemys_picta_bellii ENSCPBG00000002609
chrysemys_picta_bellii ENSCPBG00000009525
chrysemys_picta_bellii ENSCPBG00000001594
chrysemys_picta_bellii ENSCPBG00000006910
gopherus_agassizii ENSGAGG00000024800
gopherus_agassizii ENSGAGG00000000874
gopherus_agassizii ENSGAGG00000002081
gopherus_agassizii ENSGAGG00000003738
chelonoidis_abingdonii ENSCABG00000022110
chelonoidis_abingdonii ENSCABG00000001362
chrysemys_picta_bellii ENSCPBG00000003016
xenopus_tropicalis ENSXETG00000030505
xenopus_tropicalis ENSXETG00000033596
xenopus_tropicalis ENSXETG00000031166
xenopus_tropicalis ENSXETG00000032098
xenopus_tropicalis ENSXETG00000031507
xenopus_tropicalis ENSXETG00000033056
xenopus_tropicalis ENSXETG00000031984
xenopus_tropicalis ENSXETG00000030417
xenopus_tropicalis ENSXETG00000032813
xenopus_tropicalis ENSXETG00000031317
xenopus_tropicalis ENSXETG00000030264
xenopus_tropicalis ENSXETG00000030681
homo_sapiens ENSG00000140987
gorilla_gorilla ENSGGOG00000016427
pan_troglodytes ENSPTRG00000007696
pan_paniscus ENSPPAG00000020829
pongo_abelii ENSPPYG00000007043
nomascus_leucogenys ENSNLEG00000009646
rhinopithecus_bieti ENSRBIG00000025490
rhinopithecus_roxellana ENSRROG00000033105
piliocolobus_tephrosceles ENSPTEG00000011631
colobus_angolensis_palliatus ENSCANG00000041375
macaca_fascicularis ENSMFAG00000001468
macaca_mulatta ENSMMUG00000007564
macaca_nemestrina ENSMNEG00000041670
theropithecus_gelada ENSTGEG00000025388
papio_anubis ENSPANG00000009599
mandrillus_leucophaeus ENSMLEG00000036345
cercocebus_atys ENSCATG00000029880
chlorocebus_sabaeus ENSCSAG00000010034
cebus_capucinus_imitator ENSCCAG00000035960
saimiri_boliviensis_boliviensis ENSSBOG00000029036
aotus_nancymaae ENSANAG00000024562
carlito_syrichta ENSTSYG00000006866
propithecus_coquereli ENSPCOG00000021551
microcebus_murinus ENSMICG00000035130
otolemur_garnettii ENSOGAG00000015894
equus_caballus ENSECAG00000023327
pteropus_vampyrus ENSPVAG00000016532
myotis_lucifugus ENSMLUG00000017775
ursus_americanus ENSUAMG00000001081
tupaia_belangeri ENSTBEG00000004241
microcebus_murinus ENSMICG00000031981
ornithorhynchus_anatinus ENSOANG00000022313
monodelphis_domestica ENSMODG00000017132
salvator_merianae ENSSMRG00000023379
astatotilapia_calliptera ENSACLG00000004937
astatotilapia_calliptera ENSACLG00000005153
astatotilapia_calliptera ENSACLG00000007346
oryzias_melastigma ENSOMEG00000008811
oryzias_latipes_asm223467v1 ENSORLG00000024439
oryzias_latipes_asm223467v1 ENSORLG00000026313
oreochromis_niloticus ENSONIG00000020872
astatotilapia_calliptera ENSACLG00000016143
poecilia_mexicana ENSPMEG00000002114
oreochromis_niloticus ENSONIG00000020889
oryzias_latipes_asm223467v1 ENSORLG00000029767
xiphophorus_maculatus ENSXMAG00000023110
poecilia_mexicana ENSPMEG00000023652
oryzias_latipes_asm223469v1 ENSORLG00015009416
oryzias_melastigma ENSOMEG00000007196
xiphophorus_maculatus ENSXMAG00000027018
poecilia_latipinna ENSPLAG00000000167
poecilia_mexicana ENSPMEG00000005195
labrus_bergylta ENSLBEG00000024192
paramormyrops_kingsleyae ENSPKIG00000008712
chelonoidis_abingdonii ENSCABG00000007661
chelonoidis_abingdonii ENSCABG00000005330
chelonoidis_abingdonii ENSCABG00000005750
chelonoidis_abingdonii ENSCABG00000001958
gopherus_agassizii ENSGAGG00000022529
chrysemys_picta_bellii ENSCPBG00000007627
chrysemys_picta_bellii ENSCPBG00000016245
chrysemys_picta_bellii ENSCPBG00000025736
chelonoidis_abingdonii ENSCABG00000008508
gopherus_agassizii ENSGAGG00000001944
gopherus_agassizii ENSGAGG00000016678
gopherus_agassizii ENSGAGG00000024317
gopherus_agassizii ENSGAGG00000009258
gopherus_agassizii ENSGAGG00000003877
gopherus_agassizii ENSGAGG00000019871
chelonoidis_abingdonii ENSCABG00000011824
gopherus_agassizii ENSGAGG00000010443
chelonoidis_abingdonii ENSCABG00000022637
chelonoidis_abingdonii ENSCABG00000008808
gopherus_agassizii ENSGAGG00000022530
chelonoidis_abingdonii ENSCABG00000023036
gopherus_agassizii ENSGAGG00000000967
gopherus_agassizii ENSGAGG00000008018
gopherus_agassizii ENSGAGG00000024463
chelonoidis_abingdonii ENSCABG00000022680
chrysemys_picta_bellii ENSCPBG00000011690
pelodiscus_sinensis ENSPSIG00000000801
chrysemys_picta_bellii ENSCPBG00000004672
chrysemys_picta_bellii ENSCPBG00000002461
chrysemys_picta_bellii ENSCPBG00000000603
pelodiscus_sinensis ENSPSIG00000000778
gopherus_agassizii ENSGAGG00000004066
chrysemys_picta_bellii ENSCPBG00000007531
crocodylus_porosus ENSCPRG00005016704
crocodylus_porosus ENSCPRG00005007679
pogona_vitticeps ENSPVIG00000010964
pogona_vitticeps ENSPVIG00000009473
pogona_vitticeps ENSPVIG00000021914
latimeria_chalumnae ENSLACG00000009270
latimeria_chalumnae ENSLACG00000007039
latimeria_chalumnae ENSLACG00000001747
latimeria_chalumnae ENSLACG00000007509
astatotilapia_calliptera ENSACLG00000006225
