xenopus_tropicalis ENSXETG00000018239
octodon_degus ENSODEG00000007915
chinchilla_lanigera ENSCLAG00000001737
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018306
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014902
castor_canadensis ENSCCNG00000021589
dipodomys_ordii ENSDORG00000008121
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030403
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030364
mus_spicilegus ENSMSIG00000005496
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029280
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021140
rattus_norvegicus ENSRNOG00000016367
meriones_unguiculatus ENSMUGG00000001876
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008576
cricetulus_griseus_crigri_1.0 ENSCGRG00000009977
cricetulus_griseus_crigri-picr ENSCGRG00015007457
mesocricetus_auratus ENSMAUG00000018921
peromyscus_maniculatus_bairdii ENSPEMG00000001352
microtus_ochrogaster ENSMOCG00000001451
nannospalax_galili ENSNGAG00000012981
jaculus_jaculus ENSJJAG00000001779
ochotona_princeps ENSOPRG00000008231
erinaceus_europaeus ENSEEUG00000011437
carlito_syrichta ENSTSYG00000036518
tupaia_belangeri ENSTBEG00000002579
cercocebus_atys ENSCATG00000042996
procavia_capensis ENSPCAG00000012586
fukomys_damarensis ENSFDAG00000010277
spermophilus_dauricus ENSSDAG00000011148
colobus_angolensis_palliatus ENSCANG00000038911
microcebus_murinus ENSMICG00000035212
prolemur_simus ENSPSMG00000017695
piliocolobus_tephrosceles ENSPTEG00000010316
neovison_vison ENSNVIG00000008886
loxodonta_africana ENSLAFG00000026860
echinops_telfairi ENSETEG00000000116
dasypus_novemcinctus ENSDNOG00000023706
oryctolagus_cuniculus ENSOCUG00000026899
vicugna_pacos ENSVPAG00000007029
gallus_gallus ENSGALG00000048592
notamacropus_eugenii ENSMEUG00000011239
notamacropus_eugenii ENSMEUG00000012805
phascolarctos_cinereus ENSPCIG00000022959
sarcophilus_harrisii ENSSHAG00000003369
anolis_carolinensis ENSACAG00000005958
pogona_vitticeps ENSPVIG00000020547
notechis_scutatus ENSNSUG00000002407
salvator_merianae ENSSMRG00000017595
sphenodon_punctatus ENSSPUG00000011133
chelonoidis_abingdonii ENSCABG00000008061
chrysemys_picta_bellii ENSCPBG00000016272
latimeria_chalumnae ENSLACG00000011786
danio_rerio ENSDARG00000017105
ictalurus_punctatus ENSIPUG00000001042
gadus_morhua ENSGMOG00000013865
gasterosteus_aculeatus ENSGACG00000006702
esox_lucius ENSELUG00000018042
amphiprion_percula ENSAPEG00000021676
amphiprion_ocellaris ENSAOCG00000024423
stegastes_partitus ENSSPAG00000015781
cyprinodon_variegatus ENSCVAG00000010310
fundulus_heteroclitus ENSFHEG00000015584
xiphophorus_maculatus ENSXMAG00000001020
gambusia_affinis ENSGAFG00000001261
poecilia_formosa ENSPFOG00000016808
poecilia_latipinna ENSPLAG00000010730
poecilia_mexicana ENSPMEG00000005993
poecilia_reticulata ENSPREG00000004037
xiphophorus_couchianus ENSXCOG00000001062
kryptolebias_marmoratus ENSKMAG00000001516
oryzias_latipes_asm223467v1 ENSORLG00000013271
oryzias_latipes_asm223471v1 ENSORLG00020011364
oryzias_latipes_asm223469v1 ENSORLG00015019642
oryzias_melastigma ENSOMEG00000017543
maylandia_zebra ENSMZEG00005013032
pundamilia_nyererei ENSPNYG00000011797
astatotilapia_calliptera ENSACLG00000001786
oreochromis_niloticus ENSONIG00000005407
seriola_dumerili ENSSDUG00000005533
anabas_testudineus ENSATEG00000000991
hippocampus_comes ENSHCOG00000010991
tetraodon_nigroviridis ENSTNIG00000011735
monopterus_albus ENSMALG00000010586
mola_mola ENSMMOG00000004932
cynoglossus_semilaevis ENSCSEG00000002235
maylandia_zebra ENSMZEG00005013046
astatotilapia_calliptera ENSACLG00000001772
haplochromis_burtoni ENSHBUG00000004063
pundamilia_nyererei ENSPNYG00000011815
neolamprologus_brichardi ENSNBRG00000000820
amphilophus_citrinellus ENSACIG00000022693
acanthochromis_polyacanthus ENSAPOG00000012297
seriola_lalandi_dorsalis ENSSLDG00000009415
periophthalmus_magnuspinnatus ENSPMGG00000016145
labrus_bergylta ENSLBEG00000019456
mastacembelus_armatus ENSMAMG00000013883
takifugu_rubripes ENSTRUG00000000275
scophthalmus_maximus ENSSMAG00000003441
pygocentrus_nattereri ENSPNAG00000012852
astyanax_mexicanus ENSAMXG00000034963
takifugu_rubripes ENSTRUG00000025541
tetraodon_nigroviridis ENSTNIG00000000244
mola_mola ENSMMOG00000006412
cynoglossus_semilaevis ENSCSEG00000019000
poecilia_latipinna ENSPLAG00000008570
poecilia_formosa ENSPFOG00000024244
poecilia_reticulata ENSPREG00000016416
poecilia_mexicana ENSPMEG00000017334
xiphophorus_maculatus ENSXMAG00000001656
xiphophorus_couchianus ENSXCOG00000007371
gambusia_affinis ENSGAFG00000011410
kryptolebias_marmoratus ENSKMAG00000008561
oryzias_latipes_asm223471v1 ENSORLG00020010089
oryzias_latipes_asm223469v1 ENSORLG00015015686
oryzias_latipes_asm223467v1 ENSORLG00000005142
oryzias_melastigma ENSOMEG00000016892
maylandia_zebra ENSMZEG00005023505
haplochromis_burtoni ENSHBUG00000011505
astatotilapia_calliptera ENSACLG00000004539
pundamilia_nyererei ENSPNYG00000020664
neolamprologus_brichardi ENSNBRG00000005205
oreochromis_niloticus ENSONIG00000004780
seriola_lalandi_dorsalis ENSSLDG00000013993
monopterus_albus ENSMALG00000018101
mastacembelus_armatus ENSMAMG00000002864
anabas_testudineus ENSATEG00000015536
seriola_dumerili ENSSDUG00000015642
stegastes_partitus ENSSPAG00000001716
labrus_bergylta ENSLBEG00000022088
periophthalmus_magnuspinnatus ENSPMGG00000000482
gadus_morhua ENSGMOG00000017578
esox_lucius ENSELUG00000020433
pygocentrus_nattereri ENSPNAG00000020092
astyanax_mexicanus ENSAMXG00000014962
ictalurus_punctatus ENSIPUG00000003551
danio_rerio ENSDARG00000099690
paramormyrops_kingsleyae ENSPKIG00000001134
scleropages_formosus ENSSFOG00015022551
scleropages_formosus ENSSFOG00015016051
paramormyrops_kingsleyae ENSPKIG00000012049
lepisosteus_oculatus ENSLOCG00000014718
ciona_intestinalis ENSCING00000019444
