oryzias_latipes_asm223467v1 ENSORLG00000026536
bison_bison_bison ENSBBBG00000007268
tursiops_truncatus ENSTTRG00000013792
sus_scrofa ENSSSCG00000008970
vicugna_pacos ENSVPAG00000010706
ursus_americanus ENSUAMG00000017626
ursus_maritimus ENSUMAG00000006742
ailuropoda_melanoleuca ENSAMEG00000014400
neovison_vison ENSNVIG00000014549
mustela_putorius_furo ENSMPUG00000009056
canis_lupus_familiaris ENSCAFG00000008344
canis_lupus_dingo ENSCAFG00020011668
vulpes_vulpes ENSVVUG00000024175
panthera_pardus ENSPPRG00000008764
panthera_tigris_altaica ENSPTIG00000017974
felis_catus ENSFCAG00000025744
loxodonta_africana ENSLAFG00000014625
procavia_capensis ENSPCAG00000015065
echinops_telfairi ENSETEG00000016217
choloepus_hoffmanni ENSCHOG00000006368
dasypus_novemcinctus ENSDNOG00000041749
sarcophilus_harrisii ENSSHAG00000006280
phascolarctos_cinereus ENSPCIG00000007045
notamacropus_eugenii ENSMEUG00000013854
monodelphis_domestica ENSMODG00000019201
xenopus_tropicalis ENSXETG00000000335
latimeria_chalumnae ENSLACG00000000336
