seriola_lalandi_dorsalis ENSSLDG00000023107
theropithecus_gelada ENSTGEG00000026459
cebus_capucinus_imitator ENSCCAG00000020579
saimiri_boliviensis_boliviensis ENSSBOG00000021307
callithrix_jacchus ENSCJAG00000042373
aotus_nancymaae ENSANAG00000031121
carlito_syrichta ENSTSYG00000008314
propithecus_coquereli ENSPCOG00000019287
prolemur_simus ENSPSMG00000010500
microcebus_murinus ENSMICG00000012638
otolemur_garnettii ENSOGAG00000016136
microtus_ochrogaster ENSMOCG00000007880
microtus_ochrogaster ENSMOCG00000009852
cavia_aperea ENSCAPG00000012240
canis_lupus_dingo ENSCAFG00020007594
canis_lupus_dingo ENSCAFG00020007564
canis_lupus_familiaris ENSCAFG00000014193
vulpes_vulpes ENSVVUG00000016658
ursus_americanus ENSUAMG00000019971
ursus_maritimus ENSUMAG00000016769
ursus_americanus ENSUAMG00000010231
mustela_putorius_furo ENSMPUG00000002305
neovison_vison ENSNVIG00000007094
panthera_pardus ENSPPRG00000022833
panthera_tigris_altaica ENSPTIG00000014868
felis_catus ENSFCAG00000019294
erinaceus_europaeus ENSEEUG00000003565
sus_scrofa ENSSSCG00000016010
vicugna_pacos ENSVPAG00000003962
bison_bison_bison ENSBBBG00000008845
bos_mutus ENSBMUG00000000660
bos_taurus ENSBTAG00000009257
capra_hircus ENSCHIG00000025973
ovis_aries ENSOARG00000016850
tursiops_truncatus ENSTTRG00000016743
equus_asinus_asinus ENSEASG00005022157
equus_asinus_asinus ENSEASG00005022164
equus_caballus ENSECAG00000022850
pteropus_vampyrus ENSPVAG00000007222
sorex_araneus ENSSARG00000004650
choloepus_hoffmanni ENSCHOG00000002391
myotis_lucifugus ENSMLUG00000014227
nannospalax_galili ENSNGAG00000021953
dasypus_novemcinctus ENSDNOG00000010687
loxodonta_africana ENSLAFG00000031356
procavia_capensis ENSPCAG00000007593
echinops_telfairi ENSETEG00000018107
ornithorhynchus_anatinus ENSOANG00000003632
xenopus_tropicalis ENSXETG00000014070
latimeria_chalumnae ENSLACG00000013774
lepisosteus_oculatus ENSLOCG00000006533
petromyzon_marinus ENSPMAG00000006067
eptatretus_burgeri ENSEBUG00000007327
