mastacembelus_armatus ENSMAMG00000020932
oryctolagus_cuniculus ENSOCUG00000014913
ochotona_princeps ENSOPRG00000011369
pan_paniscus ENSPPAG00000030680
pan_troglodytes ENSPTRG00000005661
homo_sapiens ENSG00000072609
gorilla_gorilla ENSGGOG00000015792
pongo_abelii ENSPPYG00000005149
nomascus_leucogenys ENSNLEG00000012438
rhinopithecus_roxellana ENSRROG00000044417
rhinopithecus_bieti ENSRBIG00000028438
colobus_angolensis_palliatus ENSCANG00000031735
piliocolobus_tephrosceles ENSPTEG00000031065
macaca_mulatta ENSMMUG00000015468
macaca_fascicularis ENSMFAG00000039138
macaca_nemestrina ENSMNEG00000045525
theropithecus_gelada ENSTGEG00000001093
papio_anubis ENSPANG00000007475
cercocebus_atys ENSCATG00000040772
mandrillus_leucophaeus ENSMLEG00000038801
chlorocebus_sabaeus ENSCSAG00000001822
cebus_capucinus_imitator ENSCCAG00000024243
saimiri_boliviensis_boliviensis ENSSBOG00000022574
callithrix_jacchus ENSCJAG00000013030
aotus_nancymaae ENSANAG00000027452
carlito_syrichta ENSTSYG00000004418
microcebus_murinus ENSMICG00000004011
prolemur_simus ENSPSMG00000016124
propithecus_coquereli ENSPCOG00000014728
otolemur_garnettii ENSOGAG00000006671
bos_taurus ENSBTAG00000013951
bos_mutus ENSBMUG00000021793
bison_bison_bison ENSBBBG00000017507
ovis_aries ENSOARG00000009264
capra_hircus ENSCHIG00000021107
tursiops_truncatus ENSTTRG00000010659
sus_scrofa ENSSSCG00000009732
vicugna_pacos ENSVPAG00000010719
equus_asinus_asinus ENSEASG00005016730
equus_caballus ENSECAG00000017288
pteropus_vampyrus ENSPVAG00000002103
myotis_lucifugus ENSMLUG00000001630
ursus_americanus ENSUAMG00000009596
ursus_maritimus ENSUMAG00000001136
ailuropoda_melanoleuca ENSAMEG00000013388
neovison_vison ENSNVIG00000022078
mustela_putorius_furo ENSMPUG00000002685
canis_lupus_dingo ENSCAFG00020009846
canis_lupus_familiaris ENSCAFG00000006074
vulpes_vulpes ENSVVUG00000007746
panthera_pardus ENSPPRG00000006627
panthera_tigris_altaica ENSPTIG00000019050
felis_catus ENSFCAG00000002507
erinaceus_europaeus ENSEEUG00000008513
sorex_araneus ENSSARG00000009141
sphenodon_punctatus ENSSPUG00000014731
ornithorhynchus_anatinus ENSOANG00000013856
junco_hyemalis ENSJHYG00000014885
zonotrichia_albicollis ENSZALG00000000133
serinus_canaria ENSSCAG00000004818
lonchura_striata_domestica ENSLSDG00000013161
taeniopygia_guttata ENSTGUG00000008181
ficedula_albicollis ENSFALG00000008235
cyanistes_caeruleus ENSCCEG00000016482
parus_major ENSPMJG00000014183
lepidothrix_coronata ENSLCOG00000008814
manacus_vitellinus ENSMVIG00005006530
melopsittacus_undulatus ENSMUNG00000013278
calidris_pygmaea ENSCPGG00000014516
calidris_pugnax ENSCPUG00000009168
anas_platyrhynchos_platyrhynchos ENSAPLG00000002931
anser_brachyrhynchus ENSABRG00000016290
gallus_gallus ENSGALG00000002180
coturnix_japonica ENSCJPG00005019219
meleagris_gallopavo ENSMGAG00000001732
numida_meleagris ENSNMEG00000012573
apteryx_owenii ENSAOWG00000005599
apteryx_haastii ENSAHAG00000018661
apteryx_rowi ENSARWG00000009583
nothoprocta_perdicaria ENSNPEG00000011472
dromaius_novaehollandiae ENSDNVG00000000290
crocodylus_porosus ENSCPRG00005000099
gopherus_agassizii ENSGAGG00000024231
chelonoidis_abingdonii ENSCABG00000008893
chrysemys_picta_bellii ENSCPBG00000026958
pelodiscus_sinensis ENSPSIG00000002261
anolis_carolinensis ENSACAG00000007655
pogona_vitticeps ENSPVIG00000016465
notechis_scutatus ENSNSUG00000000152
salvator_merianae ENSSMRG00000008442
sphenodon_punctatus ENSSPUG00000014722
xenopus_tropicalis ENSXETG00000024212
latimeria_chalumnae ENSLACG00000017864
