prolemur_simus ENSPSMG00000002236
coturnix_japonica ENSCJPG00005020100
numida_meleagris ENSNMEG00000006905
anser_brachyrhynchus ENSABRG00000011823
taeniopygia_guttata ENSTGUG00000013918
anas_platyrhynchos_platyrhynchos ENSAPLG00000014718
nothoprocta_perdicaria ENSNPEG00000001826
parus_major ENSPMJG00000009478
cyanistes_caeruleus ENSCCEG00000024186
ficedula_albicollis ENSFALG00000001408
taeniopygia_guttata ENSTGUG00000003937
lonchura_striata_domestica ENSLSDG00000001661
junco_hyemalis ENSJHYG00000007845
zonotrichia_albicollis ENSZALG00000001611
serinus_canaria ENSSCAG00000005345
lepidothrix_coronata ENSLCOG00000006890
manacus_vitellinus ENSMVIG00005001816
calidris_pugnax ENSCPUG00000004080
melopsittacus_undulatus ENSMUNG00000001169
apteryx_haastii ENSAHAG00000001760
apteryx_owenii ENSAOWG00000012162
apteryx_rowi ENSARWG00000015881
dromaius_novaehollandiae ENSDNVG00000009180
sphenodon_punctatus ENSSPUG00000014584
notechis_scutatus ENSNSUG00000011877
chelonoidis_abingdonii ENSCABG00000002222
gopherus_agassizii ENSGAGG00000021400
chrysemys_picta_bellii ENSCPBG00000023766
pelodiscus_sinensis ENSPSIG00000017684
crocodylus_porosus ENSCPRG00005001460
notechis_scutatus ENSNSUG00000016528
notechis_scutatus ENSNSUG00000016529
ciona_intestinalis ENSCING00000019747
ciona_savignyi ENSCSAVG00000000152
xenopus_tropicalis ENSXETG00000012869
latimeria_chalumnae ENSLACG00000013823
paramormyrops_kingsleyae ENSPKIG00000023707
scleropages_formosus ENSSFOG00015007793
paramormyrops_kingsleyae ENSPKIG00000014573
scleropages_formosus ENSSFOG00015013653
calidris_pygmaea ENSCPGG00000006864
calidris_pygmaea ENSCPGG00000006837
calidris_pygmaea ENSCPGG00000006878
calidris_pygmaea ENSCPGG00000006852
kryptolebias_marmoratus ENSKMAG00000003014
kryptolebias_marmoratus ENSKMAG00000002935
cyprinodon_variegatus ENSCVAG00000007523
amphiprion_ocellaris ENSAOCG00000015940
cyprinodon_variegatus ENSCVAG00000007575
cyprinodon_variegatus ENSCVAG00000007561
poecilia_formosa ENSPFOG00000007581
poecilia_reticulata ENSPREG00000006662
poecilia_latipinna ENSPLAG00000018865
poecilia_latipinna ENSPLAG00000000428
poecilia_latipinna ENSPLAG00000018806
poecilia_latipinna ENSPLAG00000018835
poecilia_latipinna ENSPLAG00000018828
gambusia_affinis ENSGAFG00000005324
xiphophorus_couchianus ENSXCOG00000001261
fundulus_heteroclitus ENSFHEG00000007094
oryzias_latipes_asm223467v1 ENSORLG00000023857
oryzias_latipes_asm223467v1 ENSORLG00000012823
oryzias_latipes_asm223467v1 ENSORLG00000029984
oryzias_latipes_asm223467v1 ENSORLG00000023290
oryzias_latipes_asm223469v1 ENSORLG00015021345
poecilia_mexicana ENSPMEG00000004854
poecilia_mexicana ENSPMEG00000004878
xiphophorus_couchianus ENSXCOG00000001279
xiphophorus_couchianus ENSXCOG00000001289
fundulus_heteroclitus ENSFHEG00000006868
neolamprologus_brichardi ENSNBRG00000001012
kryptolebias_marmoratus ENSKMAG00000002968
neolamprologus_brichardi ENSNBRG00000006052
oryzias_melastigma ENSOMEG00000020337
oryzias_melastigma ENSOMEG00000020320
kryptolebias_marmoratus ENSKMAG00000003024
periophthalmus_magnuspinnatus ENSPMGG00000003335
periophthalmus_magnuspinnatus ENSPMGG00000003338
periophthalmus_magnuspinnatus ENSPMGG00000003337
xiphophorus_maculatus ENSXMAG00000028933
xiphophorus_maculatus ENSXMAG00000027933
xiphophorus_maculatus ENSXMAG00000023116
oryzias_melastigma ENSOMEG00000020367
kryptolebias_marmoratus ENSKMAG00000003033
fundulus_heteroclitus ENSFHEG00000000185
neolamprologus_brichardi ENSNBRG00000006072
anabas_testudineus ENSATEG00000010090
hippocampus_comes ENSHCOG00000013594
cynoglossus_semilaevis ENSCSEG00000001900
scophthalmus_maximus ENSSMAG00000009496
gadus_morhua ENSGMOG00000008663
gasterosteus_aculeatus ENSGACG00000018404
labrus_bergylta ENSLBEG00000019669
mola_mola ENSMMOG00000004262
pundamilia_nyererei ENSPNYG00000023554
maylandia_zebra ENSMZEG00005011296
haplochromis_burtoni ENSHBUG00000006842
astatotilapia_calliptera ENSACLG00000011141
oreochromis_niloticus ENSONIG00000011270
amphilophus_citrinellus ENSACIG00000002938
anabas_testudineus ENSATEG00000009938
monopterus_albus ENSMALG00000014598
mastacembelus_armatus ENSMAMG00000022659
seriola_lalandi_dorsalis ENSSLDG00000022130
seriola_dumerili ENSSDUG00000020131
amphiprion_percula ENSAPEG00000012321
amphiprion_ocellaris ENSAOCG00000022310
acanthochromis_polyacanthus ENSAPOG00000010187
stegastes_partitus ENSSPAG00000007604
takifugu_rubripes ENSTRUG00000014072
takifugu_rubripes ENSTRUG00000021083
takifugu_rubripes ENSTRUG00000020948
takifugu_rubripes ENSTRUG00000022845
tetraodon_nigroviridis ENSTNIG00000003139
hippocampus_comes ENSHCOG00000013677
eptatretus_burgeri ENSEBUG00000009096
ciona_savignyi ENSCSAVG00000005499
astyanax_mexicanus ENSAMXG00000010528
pygocentrus_nattereri ENSPNAG00000008819
ictalurus_punctatus ENSIPUG00000003170
danio_rerio ENSDARG00000019231
esox_lucius ENSELUG00000021139
lepisosteus_oculatus ENSLOCG00000005929
taeniopygia_guttata ENSTGUG00000015702
calidris_pugnax ENSCPUG00000011089
eptatretus_burgeri ENSEBUG00000010983
drosophila_melanogaster FBgn0250789
