oryctolagus_cuniculus ENSOCUG00000009404
nannospalax_galili ENSNGAG00000011623
jaculus_jaculus ENSJJAG00000022668
cavia_porcellus ENSCPOG00000024655
cavia_aperea ENSCAPG00000015249
chinchilla_lanigera ENSCLAG00000003696
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010834
fukomys_damarensis ENSFDAG00000018179
urocitellus_parryii ENSUPAG00010002489
ictidomys_tridecemlineatus ENSSTOG00000025305
marmota_marmota_marmota ENSMMMG00000010407
loxodonta_africana ENSLAFG00000022583
procavia_capensis ENSPCAG00000018783
apteryx_rowi ENSARWG00000006492
apteryx_owenii ENSAOWG00000007276
apteryx_haastii ENSAHAG00000018518
numida_meleagris ENSNMEG00000003241
meleagris_gallopavo ENSMGAG00000006365
crocodylus_porosus ENSCPRG00005018407
gopherus_agassizii ENSGAGG00000006292
chelonoidis_abingdonii ENSCABG00000011844
chrysemys_picta_bellii ENSCPBG00000010319
anolis_carolinensis ENSACAG00000015003
pogona_vitticeps ENSPVIG00000008227
notechis_scutatus ENSNSUG00000009894
salvator_merianae ENSSMRG00000004810
sphenodon_punctatus ENSSPUG00000014465
latimeria_chalumnae ENSLACG00000017516
xenopus_tropicalis ENSXETG00000012830
takifugu_rubripes ENSTRUG00000017977
tetraodon_nigroviridis ENSTNIG00000014454
mola_mola ENSMMOG00000020795
gasterosteus_aculeatus ENSGACG00000003272
labrus_bergylta ENSLBEG00000027631
scophthalmus_maximus ENSSMAG00000006365
cynoglossus_semilaevis ENSCSEG00000013643
seriola_dumerili ENSSDUG00000013491
seriola_lalandi_dorsalis ENSSLDG00000018195
monopterus_albus ENSMALG00000014939
mastacembelus_armatus ENSMAMG00000003469
anabas_testudineus ENSATEG00000004771
xiphophorus_maculatus ENSXMAG00000017161
xiphophorus_couchianus ENSXCOG00000004074
gambusia_affinis ENSGAFG00000011285
poecilia_latipinna ENSPLAG00000006261
poecilia_mexicana ENSPMEG00000014005
poecilia_formosa ENSPFOG00000014367
poecilia_reticulata ENSPREG00000009426
fundulus_heteroclitus ENSFHEG00000009081
cyprinodon_variegatus ENSCVAG00000016845
kryptolebias_marmoratus ENSKMAG00000008517
oryzias_latipes_asm223469v1 ENSORLG00015002271
oryzias_latipes_asm223471v1 ENSORLG00020002735
oryzias_latipes_asm223467v1 ENSORLG00000010994
oryzias_melastigma ENSOMEG00000006846
amphiprion_ocellaris ENSAOCG00000021400
amphiprion_percula ENSAPEG00000007868
acanthochromis_polyacanthus ENSAPOG00000002529
stegastes_partitus ENSSPAG00000003228
pundamilia_nyererei ENSPNYG00000004395
maylandia_zebra ENSMZEG00005004975
haplochromis_burtoni ENSHBUG00000008788
astatotilapia_calliptera ENSACLG00000026707
neolamprologus_brichardi ENSNBRG00000007217
oreochromis_niloticus ENSONIG00000007994
amphilophus_citrinellus ENSACIG00000011468
hippocampus_comes ENSHCOG00000018628
periophthalmus_magnuspinnatus ENSPMGG00000000979
gadus_morhua ENSGMOG00000003298
esox_lucius ENSELUG00000016621
pygocentrus_nattereri ENSPNAG00000001096
astyanax_mexicanus ENSAMXG00000011728
ictalurus_punctatus ENSIPUG00000010228
danio_rerio ENSDARG00000053026
anser_brachyrhynchus ENSABRG00000010807
paramormyrops_kingsleyae ENSPKIG00000011767
scleropages_formosus ENSSFOG00015018465
lepisosteus_oculatus ENSLOCG00000012867
ornithorhynchus_anatinus ENSOANG00000003284
phascolarctos_cinereus ENSPCIG00000004408
notamacropus_eugenii ENSMEUG00000010418
sarcophilus_harrisii ENSSHAG00000005838
monodelphis_domestica ENSMODG00000006735
petromyzon_marinus ENSPMAG00000009864
eptatretus_burgeri ENSEBUG00000007166
