mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015439
chelonoidis_abingdonii ENSCABG00000016386
meleagris_gallopavo ENSMGAG00000001081
numida_meleagris ENSNMEG00000008159
dromaius_novaehollandiae ENSDNVG00000018520
gopherus_agassizii ENSGAGG00000018979
pelodiscus_sinensis ENSPSIG00000011488
crocodylus_porosus ENSCPRG00005006232
chrysemys_picta_bellii ENSCPBG00000010155
anolis_carolinensis ENSACAG00000004202
pogona_vitticeps ENSPVIG00000007642
notechis_scutatus ENSNSUG00000002513
salvator_merianae ENSSMRG00000003634
sphenodon_punctatus ENSSPUG00000007980
nothoprocta_perdicaria ENSNPEG00000002708
scleropages_formosus ENSSFOG00015021537
paramormyrops_kingsleyae ENSPKIG00000005327
esox_lucius ENSELUG00000003770
paramormyrops_kingsleyae ENSPKIG00000005234
astyanax_mexicanus ENSAMXG00000039062
ictalurus_punctatus ENSIPUG00000016413
danio_rerio ENSDARG00000078686
lepisosteus_oculatus ENSLOCG00000012467
seriola_dumerili ENSSDUG00000000578
seriola_lalandi_dorsalis ENSSLDG00000011226
scophthalmus_maximus ENSSMAG00000015087
monopterus_albus ENSMALG00000019198
mastacembelus_armatus ENSMAMG00000013640
anabas_testudineus ENSATEG00000021432
astatotilapia_calliptera ENSACLG00000011996
maylandia_zebra ENSMZEG00005026811
haplochromis_burtoni ENSHBUG00000000964
pundamilia_nyererei ENSPNYG00000005798
neolamprologus_brichardi ENSNBRG00000010663
oreochromis_niloticus ENSONIG00000014667
amphilophus_citrinellus ENSACIG00000000868
mola_mola ENSMMOG00000010753
takifugu_rubripes ENSTRUG00000013912
labrus_bergylta ENSLBEG00000011943
oryzias_latipes_asm223471v1 ENSORLG00020004126
oryzias_latipes_asm223469v1 ENSORLG00015018698
oryzias_melastigma ENSOMEG00000015197
oryzias_latipes_asm223467v1 ENSORLG00000028909
cynoglossus_semilaevis ENSCSEG00000018609
amphiprion_ocellaris ENSAOCG00000009256
amphiprion_percula ENSAPEG00000023154
acanthochromis_polyacanthus ENSAPOG00000023583
stegastes_partitus ENSSPAG00000015869
kryptolebias_marmoratus ENSKMAG00000002898
gasterosteus_aculeatus ENSGACG00000000273
poecilia_formosa ENSPFOG00000012465
poecilia_latipinna ENSPLAG00000004167
poecilia_mexicana ENSPMEG00000017237
xiphophorus_couchianus ENSXCOG00000016886
poecilia_reticulata ENSPREG00000004992
xiphophorus_maculatus ENSXMAG00000025580
hippocampus_comes ENSHCOG00000005512
periophthalmus_magnuspinnatus ENSPMGG00000006369
gadus_morhua ENSGMOG00000013490
esox_lucius ENSELUG00000010736
gambusia_affinis ENSGAFG00000017776
fundulus_heteroclitus ENSFHEG00000021341
pygocentrus_nattereri ENSPNAG00000006758
prolemur_simus ENSPSMG00000000653
latimeria_chalumnae ENSLACG00000014881
petromyzon_marinus ENSPMAG00000005046
eptatretus_burgeri ENSEBUG00000016029
xenopus_tropicalis ENSXETG00000000910
eptatretus_burgeri ENSEBUG00000016527
eptatretus_burgeri ENSEBUG00000010483
caenorhabditis_elegans_strain_n2 WBGene00000192
