vicugna_pacos ENSVPAG00000011622
cynoglossus_semilaevis ENSCSEG00000001085
haplochromis_burtoni ENSHBUG00000006548
astatotilapia_calliptera ENSACLG00000008262
maylandia_zebra ENSMZEG00005027146
neolamprologus_brichardi ENSNBRG00000019294
seriola_dumerili ENSSDUG00000014839
hippocampus_comes ENSHCOG00000002485
gadus_morhua ENSGMOG00000020561
esox_lucius ENSELUG00000020197
paramormyrops_kingsleyae ENSPKIG00000011591
scleropages_formosus ENSSFOG00015022963
lepisosteus_oculatus ENSLOCG00000009705
chinchilla_lanigera ENSCLAG00000016048
octodon_degus ENSODEG00000010078
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010165
cavia_porcellus ENSCPOG00000007301
cavia_aperea ENSCAPG00000004548
