neovison_vison ENSNVIG00000005745
cricetulus_griseus_crigri-picr ENSCGRG00015010298
cricetulus_griseus_crigri-picr ENSCGRG00015010098
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012666
cricetulus_griseus_crigri-picr ENSCGRG00015019511
macaca_mulatta ENSMMUG00000042350
theropithecus_gelada ENSTGEG00000000595
piliocolobus_tephrosceles ENSPTEG00000005413
prolemur_simus ENSPSMG00000013393
castor_canadensis ENSCCNG00000017769
prolemur_simus ENSPSMG00000016940
nomascus_leucogenys ENSNLEG00000012654
equus_caballus ENSECAG00000017138
equus_caballus ENSECAG00000010608
bos_mutus ENSBMUG00000012138
monodelphis_domestica ENSMODG00000006969
monodelphis_domestica ENSMODG00000029615
sarcophilus_harrisii ENSSHAG00000000168
sarcophilus_harrisii ENSSHAG00000001039
canis_lupus_dingo ENSCAFG00020014887
canis_lupus_dingo ENSCAFG00020017959
canis_lupus_familiaris ENSCAFG00000032737
canis_lupus_dingo ENSCAFG00020018035
bos_taurus ENSBTAG00000018242
bos_mutus ENSBMUG00000015632
macaca_fascicularis ENSMFAG00000032828
macaca_nemestrina ENSMNEG00000036515
papio_anubis ENSPANG00000020940
mandrillus_leucophaeus ENSMLEG00000024221
urocitellus_parryii ENSUPAG00010021330
canis_lupus_dingo ENSCAFG00020018069
ursus_americanus ENSUAMG00000020143
equus_caballus ENSECAG00000021339
marmota_marmota_marmota ENSMMMG00000006790
cricetulus_griseus_crigri-picr ENSCGRG00015011973
cricetulus_griseus_crigri-picr ENSCGRG00015008292
eptatretus_burgeri ENSEBUG00000013093
