amphiprion_ocellaris ENSAOCG00000007397
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034636
mus_spicilegus ENSMSIG00000022033
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031278
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033465
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032005
rattus_norvegicus ENSRNOG00000019180
meriones_unguiculatus ENSMUGG00000006422
microtus_ochrogaster ENSMOCG00000016608
peromyscus_maniculatus_bairdii ENSPEMG00000016596
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015511
cricetulus_griseus_crigri-picr ENSCGRG00015016363
cricetulus_griseus_crigri_1.0 ENSCGRG00000002712
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010950
mesocricetus_auratus ENSMAUG00000009708
nannospalax_galili ENSNGAG00000010499
jaculus_jaculus ENSJJAG00000019922
oryctolagus_cuniculus ENSOCUG00000005010
tupaia_belangeri ENSTBEG00000002831
pan_troglodytes ENSPTRG00000022178
pan_paniscus ENSPPAG00000032165
homo_sapiens ENSG00000068366
gorilla_gorilla ENSGGOG00000008614
pongo_abelii ENSPPYG00000020627
nomascus_leucogenys ENSNLEG00000014341
theropithecus_gelada ENSTGEG00000016083
papio_anubis ENSPANG00000007811
cercocebus_atys ENSCATG00000045294
macaca_fascicularis ENSMFAG00000036623
macaca_mulatta ENSMMUG00000004188
macaca_nemestrina ENSMNEG00000043887
mandrillus_leucophaeus ENSMLEG00000041473
chlorocebus_sabaeus ENSCSAG00000013566
colobus_angolensis_palliatus ENSCANG00000041528
piliocolobus_tephrosceles ENSPTEG00000029762
rhinopithecus_roxellana ENSRROG00000036415
cebus_capucinus_imitator ENSCCAG00000032850
saimiri_boliviensis_boliviensis ENSSBOG00000025856
callithrix_jacchus ENSCJAG00000007315
aotus_nancymaae ENSANAG00000037283
carlito_syrichta ENSTSYG00000011234
microcebus_murinus ENSMICG00000014516
propithecus_coquereli ENSPCOG00000024592
prolemur_simus ENSPSMG00000008378
otolemur_garnettii ENSOGAG00000014836
choloepus_hoffmanni ENSCHOG00000003867
dasypus_novemcinctus ENSDNOG00000047269
ornithorhynchus_anatinus ENSOANG00000011439
xenopus_tropicalis ENSXETG00000012429
latimeria_chalumnae ENSLACG00000002977
pygocentrus_nattereri ENSPNAG00000001643
astyanax_mexicanus ENSAMXG00000007542
ictalurus_punctatus ENSIPUG00000015944
danio_rerio ENSDARG00000010752
eptatretus_burgeri ENSEBUG00000005699
eptatretus_burgeri ENSEBUG00000006093
eptatretus_burgeri ENSEBUG00000007483
