manacus_vitellinus ENSMVIG00005007534
canis_lupus_dingo ENSCAFG00020013687
canis_lupus_familiaris ENSCAFG00000009411
vulpes_vulpes ENSVVUG00000019151
panthera_pardus ENSPPRG00000010106
panthera_tigris_altaica ENSPTIG00000012260
felis_catus ENSFCAG00000008178
equus_asinus_asinus ENSEASG00005023417
pteropus_vampyrus ENSPVAG00000007420
sus_scrofa ENSSSCG00000007371
capra_hircus ENSCHIG00000017334
tursiops_truncatus ENSTTRG00000013004
myotis_lucifugus ENSMLUG00000000954
prolemur_simus ENSPSMG00000011439
microcebus_murinus ENSMICG00000008240
propithecus_coquereli ENSPCOG00000026858
loxodonta_africana ENSLAFG00000022279
procavia_capensis ENSPCAG00000010776
echinops_telfairi ENSETEG00000011451
otolemur_garnettii ENSOGAG00000029426
carlito_syrichta ENSTSYG00000007661
dasypus_novemcinctus ENSDNOG00000031801
phascolarctos_cinereus ENSPCIG00000009403
notamacropus_eugenii ENSMEUG00000001256
monodelphis_domestica ENSMODG00000016216
sarcophilus_harrisii ENSSHAG00000007273
ornithorhynchus_anatinus ENSOANG00000006363
xenopus_tropicalis ENSXETG00000001775
latimeria_chalumnae ENSLACG00000013810
xiphophorus_maculatus ENSXMAG00000001220
xiphophorus_couchianus ENSXCOG00000015548
gambusia_affinis ENSGAFG00000011763
poecilia_formosa ENSPFOG00000000135
poecilia_latipinna ENSPLAG00000013304
poecilia_mexicana ENSPMEG00000014985
poecilia_reticulata ENSPREG00000020625
cyprinodon_variegatus ENSCVAG00000009112
cyprinodon_variegatus ENSCVAG00000009093
fundulus_heteroclitus ENSFHEG00000015658
kryptolebias_marmoratus ENSKMAG00000013544
oryzias_latipes_asm223469v1 ENSORLG00015021896
oryzias_latipes_asm223467v1 ENSORLG00000016380
oryzias_melastigma ENSOMEG00000014972
cynoglossus_semilaevis ENSCSEG00000009708
takifugu_rubripes ENSTRUG00000009982
tetraodon_nigroviridis ENSTNIG00000012436
labrus_bergylta ENSLBEG00000024816
mola_mola ENSMMOG00000013249
seriola_dumerili ENSSDUG00000005321
seriola_lalandi_dorsalis ENSSLDG00000004085
scophthalmus_maximus ENSSMAG00000018776
monopterus_albus ENSMALG00000008459
mastacembelus_armatus ENSMAMG00000005757
anabas_testudineus ENSATEG00000024572
amphiprion_ocellaris ENSAOCG00000002513
amphiprion_percula ENSAPEG00000002058
acanthochromis_polyacanthus ENSAPOG00000020617
stegastes_partitus ENSSPAG00000002805
haplochromis_burtoni ENSHBUG00000008252
astatotilapia_calliptera ENSACLG00000016726
maylandia_zebra ENSMZEG00005023508
pundamilia_nyererei ENSPNYG00000022165
neolamprologus_brichardi ENSNBRG00000000735
oreochromis_niloticus ENSONIG00000016515
amphilophus_citrinellus ENSACIG00000005403
gasterosteus_aculeatus ENSGACG00000011485
hippocampus_comes ENSHCOG00000008516
periophthalmus_magnuspinnatus ENSPMGG00000011466
gadus_morhua ENSGMOG00000011421
esox_lucius ENSELUG00000006558
pygocentrus_nattereri ENSPNAG00000019345
astyanax_mexicanus ENSAMXG00000017366
ictalurus_punctatus ENSIPUG00000021425
danio_rerio ENSDARG00000021494
scleropages_formosus ENSSFOG00015000282
paramormyrops_kingsleyae ENSPKIG00000011493
scleropages_formosus ENSSFOG00015001815
paramormyrops_kingsleyae ENSPKIG00000023972
lepisosteus_oculatus ENSLOCG00000001957
pygocentrus_nattereri ENSPNAG00000014923
astyanax_mexicanus ENSAMXG00000004326
ictalurus_punctatus ENSIPUG00000006054
danio_rerio ENSDARG00000104742
poecilia_formosa ENSPFOG00000001827
poecilia_reticulata ENSPREG00000023213
poecilia_latipinna ENSPLAG00000018927
eptatretus_burgeri ENSEBUG00000007615
