seriola_lalandi_dorsalis ENSSLDG00000025063
microcebus_murinus ENSMICG00000049560
otolemur_garnettii ENSOGAG00000002100
loxodonta_africana ENSLAFG00000009151
loxodonta_africana ENSLAFG00000028557
oryctolagus_cuniculus ENSOCUG00000012755
ochotona_princeps ENSOPRG00000006456
choloepus_hoffmanni ENSCHOG00000008656
dasypus_novemcinctus ENSDNOG00000001567
procavia_capensis ENSPCAG00000012063
echinops_telfairi ENSETEG00000002909
ornithorhynchus_anatinus ENSOANG00000006784
xenopus_tropicalis ENSXETG00000001854
latimeria_chalumnae ENSLACG00000005532
petromyzon_marinus ENSPMAG00000001337
eptatretus_burgeri ENSEBUG00000006014
