notechis_scutatus ENSNSUG00000006627
tursiops_truncatus ENSTTRG00000014516
equus_asinus_asinus ENSEASG00005018226
equus_caballus ENSECAG00000009460
ursus_americanus ENSUAMG00000013675
ailuropoda_melanoleuca ENSAMEG00000014737
neovison_vison ENSNVIG00000021185
mustela_putorius_furo ENSMPUG00000003625
canis_lupus_dingo ENSCAFG00020005056
canis_lupus_familiaris ENSCAFG00000016528
vulpes_vulpes ENSVVUG00000006196
panthera_pardus ENSPPRG00000007839
panthera_tigris_altaica ENSPTIG00000010299
felis_catus ENSFCAG00000006913
pteropus_vampyrus ENSPVAG00000007517
choloepus_hoffmanni ENSCHOG00000010028
dasypus_novemcinctus ENSDNOG00000007215
procavia_capensis ENSPCAG00000015274
loxodonta_africana ENSLAFG00000001317
sorex_araneus ENSSARG00000012204
myotis_lucifugus ENSMLUG00000010479
carlito_syrichta ENSTSYG00000030468
erinaceus_europaeus ENSEEUG00000015884
ornithorhynchus_anatinus ENSOANG00000015217
echinops_telfairi ENSETEG00000000060
phascolarctos_cinereus ENSPCIG00000024248
notamacropus_eugenii ENSMEUG00000001035
sarcophilus_harrisii ENSSHAG00000016453
monodelphis_domestica ENSMODG00000016703
xenopus_tropicalis ENSXETG00000018040
latimeria_chalumnae ENSLACG00000015751
hippocampus_comes ENSHCOG00000010136
periophthalmus_magnuspinnatus ENSPMGG00000010121
labrus_bergylta ENSLBEG00000002004
gasterosteus_aculeatus ENSGACG00000013150
mola_mola ENSMMOG00000017188
monopterus_albus ENSMALG00000010266
mastacembelus_armatus ENSMAMG00000010588
anabas_testudineus ENSATEG00000005463
seriola_dumerili ENSSDUG00000007073
seriola_lalandi_dorsalis ENSSLDG00000011591
scophthalmus_maximus ENSSMAG00000013025
cyprinodon_variegatus ENSCVAG00000020716
fundulus_heteroclitus ENSFHEG00000013636
xiphophorus_maculatus ENSXMAG00000013468
xiphophorus_couchianus ENSXCOG00000004372
gambusia_affinis ENSGAFG00000021695
poecilia_mexicana ENSPMEG00000013992
poecilia_latipinna ENSPLAG00000009214
poecilia_formosa ENSPFOG00000010467
poecilia_reticulata ENSPREG00000017606
kryptolebias_marmoratus ENSKMAG00000014508
oryzias_latipes_asm223471v1 ENSORLG00020013016
oryzias_latipes_asm223467v1 ENSORLG00000023848
oryzias_latipes_asm223469v1 ENSORLG00015018877
oryzias_melastigma ENSOMEG00000021500
amphiprion_percula ENSAPEG00000022877
amphiprion_ocellaris ENSAOCG00000023857
acanthochromis_polyacanthus ENSAPOG00000009792
stegastes_partitus ENSSPAG00000012074
maylandia_zebra ENSMZEG00005016495
astatotilapia_calliptera ENSACLG00000009587
haplochromis_burtoni ENSHBUG00000008795
pundamilia_nyererei ENSPNYG00000013517
neolamprologus_brichardi ENSNBRG00000004429
oreochromis_niloticus ENSONIG00000008622
amphilophus_citrinellus ENSACIG00000001254
takifugu_rubripes ENSTRUG00000012924
tetraodon_nigroviridis ENSTNIG00000010301
cynoglossus_semilaevis ENSCSEG00000014262
gadus_morhua ENSGMOG00000007339
esox_lucius ENSELUG00000012483
pygocentrus_nattereri ENSPNAG00000004793
astyanax_mexicanus ENSAMXG00000024617
ictalurus_punctatus ENSIPUG00000006577
danio_rerio ENSDARG00000004586
paramormyrops_kingsleyae ENSPKIG00000009512
scleropages_formosus ENSSFOG00015024172
paramormyrops_kingsleyae ENSPKIG00000020463
scleropages_formosus ENSSFOG00015009061
lepisosteus_oculatus ENSLOCG00000000408
petromyzon_marinus ENSPMAG00000000284
