dipodomys_ordii ENSDORG00000003472
chelonoidis_abingdonii ENSCABG00000021502
gopherus_agassizii ENSGAGG00000000019
chrysemys_picta_bellii ENSCPBG00000027254
pelodiscus_sinensis ENSPSIG00000017167
nothoprocta_perdicaria ENSNPEG00000003392
nothoprocta_perdicaria ENSNPEG00000003395
apteryx_rowi ENSARWG00000013353
apteryx_rowi ENSARWG00000013354
apteryx_haastii ENSAHAG00000008683
latimeria_chalumnae ENSLACG00000003148
ornithorhynchus_anatinus ENSOANG00000030176
ornithorhynchus_anatinus ENSOANG00000010584
ornithorhynchus_anatinus ENSOANG00000031518
xenopus_tropicalis ENSXETG00000000326
scleropages_formosus ENSSFOG00015022724
paramormyrops_kingsleyae ENSPKIG00000003001
monopterus_albus ENSMALG00000021079
mastacembelus_armatus ENSMAMG00000023300
anabas_testudineus ENSATEG00000023460
seriola_lalandi_dorsalis ENSSLDG00000013960
seriola_dumerili ENSSDUG00000014450
scophthalmus_maximus ENSSMAG00000016333
gasterosteus_aculeatus ENSGACG00000019240
hippocampus_comes ENSHCOG00000012935
cynoglossus_semilaevis ENSCSEG00000003289
takifugu_rubripes ENSTRUG00000002348
tetraodon_nigroviridis ENSTNIG00000005551
poecilia_reticulata ENSPREG00000012606
poecilia_latipinna ENSPLAG00000013162
poecilia_formosa ENSPFOG00000022074
xiphophorus_maculatus ENSXMAG00000027970
gambusia_affinis ENSGAFG00000005821
fundulus_heteroclitus ENSFHEG00000004611
cyprinodon_variegatus ENSCVAG00000007756
kryptolebias_marmoratus ENSKMAG00000021252
maylandia_zebra ENSMZEG00005019318
astatotilapia_calliptera ENSACLG00000015247
pundamilia_nyererei ENSPNYG00000015446
neolamprologus_brichardi ENSNBRG00000000473
amphilophus_citrinellus ENSACIG00000014358
amphiprion_percula ENSAPEG00000002517
amphiprion_ocellaris ENSAOCG00000012954
acanthochromis_polyacanthus ENSAPOG00000011590
stegastes_partitus ENSSPAG00000019118
labrus_bergylta ENSLBEG00000025340
oryzias_latipes_asm223467v1 ENSORLG00000012959
oryzias_latipes_asm223471v1 ENSORLG00020019985
oryzias_latipes_asm223469v1 ENSORLG00015018409
oryzias_melastigma ENSOMEG00000019721
periophthalmus_magnuspinnatus ENSPMGG00000008542
gadus_morhua ENSGMOG00000008576
esox_lucius ENSELUG00000022667
astyanax_mexicanus ENSAMXG00000037911
pygocentrus_nattereri ENSPNAG00000010454
ictalurus_punctatus ENSIPUG00000020641
danio_rerio ENSDARG00000063149
lepisosteus_oculatus ENSLOCG00000015106
latimeria_chalumnae ENSLACG00000000775
petromyzon_marinus ENSPMAG00000006804
eptatretus_burgeri ENSEBUG00000015782
poecilia_mexicana ENSPMEG00000023576
poecilia_latipinna ENSPLAG00000009112
xiphophorus_couchianus ENSXCOG00000004166
gambusia_affinis ENSGAFG00000005833
ciona_intestinalis ENSCING00000011634
