poecilia_formosa ENSPFOG00000012001
microcebus_murinus ENSMICG00000026811
tupaia_belangeri ENSTBEG00000005797
bison_bison_bison ENSBBBG00000011954
bos_mutus ENSBMUG00000016310
bos_taurus ENSBTAG00000048046
equus_asinus_asinus ENSEASG00005016864
marmota_marmota_marmota ENSMMMG00000011307
spermophilus_dauricus ENSSDAG00000010415
spermophilus_dauricus ENSSDAG00000013750
marmota_marmota_marmota ENSMMMG00000019496
ictidomys_tridecemlineatus ENSSTOG00000006377
urocitellus_parryii ENSUPAG00010015171
carlito_syrichta ENSTSYG00000029243
loxodonta_africana ENSLAFG00000021507
ornithorhynchus_anatinus ENSOANG00000020912
phascolarctos_cinereus ENSPCIG00000009026
monodelphis_domestica ENSMODG00000013617
sarcophilus_harrisii ENSSHAG00000010443
otolemur_garnettii ENSOGAG00000008250
anser_brachyrhynchus ENSABRG00000001302
anas_platyrhynchos_platyrhynchos ENSAPLG00000003744
meleagris_gallopavo ENSMGAG00000003534
coturnix_japonica ENSCJPG00005009798
gallus_gallus ENSGALG00000030808
numida_meleagris ENSNMEG00000015071
melopsittacus_undulatus ENSMUNG00000009994
calidris_pugnax ENSCPUG00000004788
calidris_pygmaea ENSCPGG00000017991
taeniopygia_guttata ENSTGUG00000004510
taeniopygia_guttata ENSTGUG00000004501
lonchura_striata_domestica ENSLSDG00000011841
serinus_canaria ENSSCAG00000006039
zonotrichia_albicollis ENSZALG00000009638
parus_major ENSPMJG00000018970
cyanistes_caeruleus ENSCCEG00000004861
ficedula_albicollis ENSFALG00000009523
manacus_vitellinus ENSMVIG00005010084
apteryx_rowi ENSARWG00000005156
apteryx_owenii ENSAOWG00000017567
apteryx_haastii ENSAHAG00000006551
dromaius_novaehollandiae ENSDNVG00000007035
crocodylus_porosus ENSCPRG00005005968
chelonoidis_abingdonii ENSCABG00000001888
gopherus_agassizii ENSGAGG00000018304
pelodiscus_sinensis ENSPSIG00000010173
notechis_scutatus ENSNSUG00000008040
sphenodon_punctatus ENSSPUG00000010802
xenopus_tropicalis ENSXETG00000001108
salvator_merianae ENSSMRG00000010634
pogona_vitticeps ENSPVIG00000010178
pygocentrus_nattereri ENSPNAG00000016595
astyanax_mexicanus ENSAMXG00000007517
ictalurus_punctatus ENSIPUG00000023960
danio_rerio ENSDARG00000035146
esox_lucius ENSELUG00000012822
scleropages_formosus ENSSFOG00015003371
lepisosteus_oculatus ENSLOCG00000001885
eptatretus_burgeri ENSEBUG00000016100
ciona_intestinalis ENSCING00000020531
ciona_savignyi ENSCSAVG00000006948
drosophila_melanogaster FBgn0032634
caenorhabditis_elegans_strain_n2 WBGene00012187
