fundulus_heteroclitus ENSFHEG00000016815
cricetulus_griseus_crigri_1.0 ENSCGRG00000012819
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024010
cricetulus_griseus_crigri-picr ENSCGRG00015013556
mesocricetus_auratus ENSMAUG00000009375
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018178
mus_spicilegus ENSMSIG00000023320
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018433
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017334
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018464
rattus_norvegicus ENSRNOG00000052934
meriones_unguiculatus ENSMUGG00000016478
nannospalax_galili ENSNGAG00000016886
jaculus_jaculus ENSJJAG00000019386
castor_canadensis ENSCCNG00000008435
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002623
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003039
fukomys_damarensis ENSFDAG00000005726
chinchilla_lanigera ENSCLAG00000002744
octodon_degus ENSODEG00000007922
cavia_porcellus ENSCPOG00000011415
cavia_aperea ENSCAPG00000009765
marmota_marmota_marmota ENSMMMG00000011479
ictidomys_tridecemlineatus ENSSTOG00000003704
spermophilus_dauricus ENSSDAG00000008395
urocitellus_parryii ENSUPAG00010002348
oryctolagus_cuniculus ENSOCUG00000015612
ochotona_princeps ENSOPRG00000008767
pan_troglodytes ENSPTRG00000009566
pan_paniscus ENSPPAG00000032763
homo_sapiens ENSG00000130935
gorilla_gorilla ENSGGOG00000011155
pongo_abelii ENSPPYG00000008567
nomascus_leucogenys ENSNLEG00000001436
theropithecus_gelada ENSTGEG00000025491
papio_anubis ENSPANG00000020519
macaca_fascicularis ENSMFAG00000030117
macaca_mulatta ENSMMUG00000002414
macaca_nemestrina ENSMNEG00000029864
cercocebus_atys ENSCATG00000026067
mandrillus_leucophaeus ENSMLEG00000024403
chlorocebus_sabaeus ENSCSAG00000004179
rhinopithecus_roxellana ENSRROG00000002781
rhinopithecus_bieti ENSRBIG00000040261
colobus_angolensis_palliatus ENSCANG00000028145
piliocolobus_tephrosceles ENSPTEG00000006494
pan_troglodytes ENSPTRG00000043276
pan_paniscus ENSPPAG00000043892
gorilla_gorilla ENSGGOG00000022151
nomascus_leucogenys ENSNLEG00000013566
colobus_angolensis_palliatus ENSCANG00000031851
piliocolobus_tephrosceles ENSPTEG00000012833
rhinopithecus_bieti ENSRBIG00000039495
mandrillus_leucophaeus ENSMLEG00000028816
cercocebus_atys ENSCATG00000036259
macaca_nemestrina ENSMNEG00000032718
callithrix_jacchus ENSCJAG00000008775
cebus_capucinus_imitator ENSCCAG00000021153
saimiri_boliviensis_boliviensis ENSSBOG00000036070
aotus_nancymaae ENSANAG00000032675
carlito_syrichta ENSTSYG00000004693
prolemur_simus ENSPSMG00000013432
microcebus_murinus ENSMICG00000017576
otolemur_garnettii ENSOGAG00000000668
tupaia_belangeri ENSTBEG00000007114
capra_hircus ENSCHIG00000025602
ovis_aries ENSOARG00000015771
bos_mutus ENSBMUG00000009255
bos_taurus ENSBTAG00000015951
bison_bison_bison ENSBBBG00000003567
tursiops_truncatus ENSTTRG00000013960
sus_scrofa ENSSSCG00000017275
vicugna_pacos ENSVPAG00000001852
equus_caballus ENSECAG00000008252
equus_asinus_asinus ENSEASG00005015876
myotis_lucifugus ENSMLUG00000013484
myotis_lucifugus ENSMLUG00000024296
pteropus_vampyrus ENSPVAG00000016037
ursus_americanus ENSUAMG00000028064
ursus_maritimus ENSUMAG00000018710
ailuropoda_melanoleuca ENSAMEG00000018406
neovison_vison ENSNVIG00000000139
mustela_putorius_furo ENSMPUG00000014685
canis_lupus_dingo ENSCAFG00020026235
canis_lupus_familiaris ENSCAFG00000011500
vulpes_vulpes ENSVVUG00000006471
panthera_tigris_altaica ENSPTIG00000018044
panthera_pardus ENSPPRG00000025048
felis_catus ENSFCAG00000026399
erinaceus_europaeus ENSEEUG00000000522
sorex_araneus ENSSARG00000012562
dasypus_novemcinctus ENSDNOG00000013861
ornithorhynchus_anatinus ENSOANG00000008052
xenopus_tropicalis ENSXETG00000031201
latimeria_chalumnae ENSLACG00000013558
petromyzon_marinus ENSPMAG00000009221
eptatretus_burgeri ENSEBUG00000002801
ciona_savignyi ENSCSAVG00000009735
ciona_intestinalis ENSCING00000007723
drosophila_melanogaster FBgn0036886
