crocodylus_porosus ENSCPRG00005014860
felis_catus ENSFCAG00000025016
erinaceus_europaeus ENSEEUG00000003267
pongo_abelii ENSPPYG00000003311
nomascus_leucogenys ENSNLEG00000014385
pan_troglodytes ENSPTRG00000003558
pan_paniscus ENSPPAG00000000958
homo_sapiens ENSG00000134574
gorilla_gorilla ENSGGOG00000008569
papio_anubis ENSPANG00000006542
chlorocebus_sabaeus ENSCSAG00000005694
theropithecus_gelada ENSTGEG00000026325
mandrillus_leucophaeus ENSMLEG00000032535
cercocebus_atys ENSCATG00000037043
macaca_fascicularis ENSMFAG00000031723
macaca_mulatta ENSMMUG00000022964
macaca_nemestrina ENSMNEG00000029423
colobus_angolensis_palliatus ENSCANG00000040152
piliocolobus_tephrosceles ENSPTEG00000033219
rhinopithecus_bieti ENSRBIG00000036127
rhinopithecus_roxellana ENSRROG00000045383
saimiri_boliviensis_boliviensis ENSSBOG00000030867
callithrix_jacchus ENSCJAG00000020000
cebus_capucinus_imitator ENSCCAG00000031012
aotus_nancymaae ENSANAG00000036510
carlito_syrichta ENSTSYG00000001500
propithecus_coquereli ENSPCOG00000022207
prolemur_simus ENSPSMG00000022768
microcebus_murinus ENSMICG00000007047
otolemur_garnettii ENSOGAG00000012408
tupaia_belangeri ENSTBEG00000000275
ictidomys_tridecemlineatus ENSSTOG00000007571
urocitellus_parryii ENSUPAG00010011149
spermophilus_dauricus ENSSDAG00000003150
marmota_marmota_marmota ENSMMMG00000014518
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013540
fukomys_damarensis ENSFDAG00000010339
cavia_aperea ENSCAPG00000005408
cavia_porcellus ENSCPOG00000013358
chinchilla_lanigera ENSCLAG00000016473
castor_canadensis ENSCCNG00000019715
dipodomys_ordii ENSDORG00000007741
cricetulus_griseus_crigri_1.0 ENSCGRG00000016753
cricetulus_griseus_crigri-picr ENSCGRG00015015849
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012939
mesocricetus_auratus ENSMAUG00000010179
microtus_ochrogaster ENSMOCG00000021291
peromyscus_maniculatus_bairdii ENSPEMG00000012899
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002109
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024868
mus_spicilegus ENSMSIG00000020921
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023957
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025394
rattus_norvegicus ENSRNOG00000014071
meriones_unguiculatus ENSMUGG00000018339
nannospalax_galili ENSNGAG00000017336
jaculus_jaculus ENSJJAG00000016552
oryctolagus_cuniculus ENSOCUG00000002076
ochotona_princeps ENSOPRG00000009468
loxodonta_africana ENSLAFG00000009262
procavia_capensis ENSPCAG00000016073
echinops_telfairi ENSETEG00000000408
sorex_araneus ENSSARG00000002337
choloepus_hoffmanni ENSCHOG00000006513
ornithorhynchus_anatinus ENSOANG00000006247
xenopus_tropicalis ENSXETG00000003980
scleropages_formosus ENSSFOG00015008716
paramormyrops_kingsleyae ENSPKIG00000003594
takifugu_rubripes ENSTRUG00000015270
tetraodon_nigroviridis ENSTNIG00000006551
mola_mola ENSMMOG00000001672
labrus_bergylta ENSLBEG00000014759
gasterosteus_aculeatus ENSGACG00000005252
monopterus_albus ENSMALG00000006510
mastacembelus_armatus ENSMAMG00000005596
anabas_testudineus ENSATEG00000010174
scophthalmus_maximus ENSSMAG00000013800
cynoglossus_semilaevis ENSCSEG00000007319
seriola_dumerili ENSSDUG00000007314
seriola_lalandi_dorsalis ENSSLDG00000023204
amphiprion_percula ENSAPEG00000021600
amphiprion_ocellaris ENSAOCG00000001392
stegastes_partitus ENSSPAG00000020671
stegastes_partitus ENSSPAG00000011753
acanthochromis_polyacanthus ENSAPOG00000009264
haplochromis_burtoni ENSHBUG00000018250
maylandia_zebra ENSMZEG00005000480
pundamilia_nyererei ENSPNYG00000014944
astatotilapia_calliptera ENSACLG00000014238
neolamprologus_brichardi ENSNBRG00000015103
oreochromis_niloticus ENSONIG00000015496
amphilophus_citrinellus ENSACIG00000004603
xiphophorus_maculatus ENSXMAG00000003694
gambusia_affinis ENSGAFG00000020761
poecilia_formosa ENSPFOG00000010390
poecilia_mexicana ENSPMEG00000021134
poecilia_latipinna ENSPLAG00000004011
poecilia_reticulata ENSPREG00000011139
fundulus_heteroclitus ENSFHEG00000021285
cyprinodon_variegatus ENSCVAG00000007786
kryptolebias_marmoratus ENSKMAG00000020178
oryzias_latipes_asm223469v1 ENSORLG00015001492
oryzias_latipes_asm223467v1 ENSORLG00000006657
oryzias_latipes_asm223471v1 ENSORLG00020008297
oryzias_melastigma ENSOMEG00000019402
hippocampus_comes ENSHCOG00000015319
periophthalmus_magnuspinnatus ENSPMGG00000004064
gadus_morhua ENSGMOG00000017517
esox_lucius ENSELUG00000023110
pygocentrus_nattereri ENSPNAG00000013976
astyanax_mexicanus ENSAMXG00000000525
danio_rerio ENSDARG00000041140
lepisosteus_oculatus ENSLOCG00000005486
petromyzon_marinus ENSPMAG00000005402
