poecilia_formosa ENSPFOG00000010130
cyanistes_caeruleus ENSCCEG00000015228
ficedula_albicollis ENSFALG00000006031
melopsittacus_undulatus ENSMUNG00000004775
apteryx_owenii ENSAOWG00000006141
apteryx_haastii ENSAHAG00000009809
apteryx_rowi ENSARWG00000007632
nothoprocta_perdicaria ENSNPEG00000001745
dromaius_novaehollandiae ENSDNVG00000000989
crocodylus_porosus ENSCPRG00005003829
gopherus_agassizii ENSGAGG00000024465
chelonoidis_abingdonii ENSCABG00000013965
chrysemys_picta_bellii ENSCPBG00000003022
pelodiscus_sinensis ENSPSIG00000002563
anolis_carolinensis ENSACAG00000014952
notechis_scutatus ENSNSUG00000012369
salvator_merianae ENSSMRG00000005809
pogona_vitticeps ENSPVIG00000014310
sphenodon_punctatus ENSSPUG00000002049
xenopus_tropicalis ENSXETG00000026343
latimeria_chalumnae ENSLACG00000002427
