oryctolagus_cuniculus ENSOCUG00000024345
apteryx_haastii ENSAHAG00000003192
apteryx_owenii ENSAOWG00000003287
apteryx_rowi ENSARWG00000006319
dromaius_novaehollandiae ENSDNVG00000001223
nothoprocta_perdicaria ENSNPEG00000009169
gopherus_agassizii ENSGAGG00000024533
chelonoidis_abingdonii ENSCABG00000007811
chrysemys_picta_bellii ENSCPBG00000023425
pelodiscus_sinensis ENSPSIG00000009500
crocodylus_porosus ENSCPRG00005011021
pogona_vitticeps ENSPVIG00000019867
notechis_scutatus ENSNSUG00000015894
manacus_vitellinus ENSMVIG00005017995
lepidothrix_coronata ENSLCOG00000000396
coturnix_japonica ENSCJPG00005013639
nothoprocta_perdicaria ENSNPEG00000012402
pygocentrus_nattereri ENSPNAG00000000932
astyanax_mexicanus ENSAMXG00000025203
ictalurus_punctatus ENSIPUG00000018711
danio_rerio ENSDARG00000115189
scophthalmus_maximus ENSSMAG00000004236
cynoglossus_semilaevis ENSCSEG00000000358
labrus_bergylta ENSLBEG00000024318
periophthalmus_magnuspinnatus ENSPMGG00000023274
poecilia_formosa ENSPFOG00000020243
poecilia_mexicana ENSPMEG00000005261
poecilia_latipinna ENSPLAG00000005307
poecilia_reticulata ENSPREG00000001051
xiphophorus_maculatus ENSXMAG00000012752
gambusia_affinis ENSGAFG00000001576
xiphophorus_couchianus ENSXCOG00000002543
cyprinodon_variegatus ENSCVAG00000010795
hippocampus_comes ENSHCOG00000018852
monopterus_albus ENSMALG00000000744
gadus_morhua ENSGMOG00000020085
paramormyrops_kingsleyae ENSPKIG00000021869
anas_platyrhynchos_platyrhynchos ENSAPLG00000001600
anser_brachyrhynchus ENSABRG00000019272
gallus_gallus ENSGALG00000001626
coturnix_japonica ENSCJPG00005020624
numida_meleagris ENSNMEG00000015817
lonchura_striata_domestica ENSLSDG00000005992
taeniopygia_guttata ENSTGUG00000007711
serinus_canaria ENSSCAG00000003341
ficedula_albicollis ENSFALG00000015036
lepidothrix_coronata ENSLCOG00000003491
calidris_pugnax ENSCPUG00000004092
calidris_pygmaea ENSCPGG00000010290
melopsittacus_undulatus ENSMUNG00000010354
apteryx_owenii ENSAOWG00000015929
apteryx_haastii ENSAHAG00000008179
peromyscus_maniculatus_bairdii ENSPEMG00000000306
cricetulus_griseus_crigri-picr ENSCGRG00015024387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018400
mus_spicilegus ENSMSIG00000011770
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017556
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018683
chinchilla_lanigera ENSCLAG00000006055
marmota_marmota_marmota ENSMMMG00000003162
urocitellus_parryii ENSUPAG00010017082
prolemur_simus ENSPSMG00000003112
microcebus_murinus ENSMICG00000031373
otolemur_garnettii ENSOGAG00000030593
macaca_mulatta ENSMMUG00000001119
ursus_americanus ENSUAMG00000000497
ailuropoda_melanoleuca ENSAMEG00000001170
vulpes_vulpes ENSVVUG00000005379
danio_rerio ENSDARG00000009624
ictalurus_punctatus ENSIPUG00000018713
amphiprion_ocellaris ENSAOCG00000011247
amphiprion_percula ENSAPEG00000019866
acanthochromis_polyacanthus ENSAPOG00000001944
stegastes_partitus ENSSPAG00000018614
cyprinodon_variegatus ENSCVAG00000010805
astatotilapia_calliptera ENSACLG00000020085
maylandia_zebra ENSMZEG00005006787
haplochromis_burtoni ENSHBUG00000004606
labrus_bergylta ENSLBEG00000024331
gasterosteus_aculeatus ENSGACG00000005315
anabas_testudineus ENSATEG00000003967
esox_lucius ENSELUG00000023587
paramormyrops_kingsleyae ENSPKIG00000021857
salvator_merianae ENSSMRG00000020246
anolis_carolinensis ENSACAG00000026600
chelonoidis_abingdonii ENSCABG00000006171
monodelphis_domestica ENSMODG00000001061
phascolarctos_cinereus ENSPCIG00000019658
sarcophilus_harrisii ENSSHAG00000008003
gopherus_agassizii ENSGAGG00000022537
pelodiscus_sinensis ENSPSIG00000011068
crocodylus_porosus ENSCPRG00005004177
monodelphis_domestica ENSMODG00000023720
phascolarctos_cinereus ENSPCIG00000021340
sus_scrofa ENSSSCG00000036130
ovis_aries ENSOARG00000013711
canis_lupus_familiaris ENSCAFG00000001419
ailuropoda_melanoleuca ENSAMEG00000019726
equus_caballus ENSECAG00000001871
equus_asinus_asinus ENSEASG00005021346
echinops_telfairi ENSETEG00000008992
gopherus_agassizii ENSGAGG00000022538
monopterus_albus ENSMALG00000020813
scleropages_formosus ENSSFOG00015019556
ictalurus_punctatus ENSIPUG00000006733
nomascus_leucogenys ENSNLEG00000000983
pteropus_vampyrus ENSPVAG00000006527
xenopus_tropicalis ENSXETG00000031664
latimeria_chalumnae ENSLACG00000018019
petromyzon_marinus ENSPMAG00000000513
eptatretus_burgeri ENSEBUG00000014304
paramormyrops_kingsleyae ENSPKIG00000003831
scleropages_formosus ENSSFOG00015020885
paramormyrops_kingsleyae ENSPKIG00000016527
seriola_dumerili ENSSDUG00000004773
seriola_lalandi_dorsalis ENSSLDG00000012168
anabas_testudineus ENSATEG00000002615
periophthalmus_magnuspinnatus ENSPMGG00000017208
monopterus_albus ENSMALG00000021232
amphiprion_ocellaris ENSAOCG00000013205
amphiprion_percula ENSAPEG00000011940
acanthochromis_polyacanthus ENSAPOG00000011256
stegastes_partitus ENSSPAG00000006233
oryzias_latipes_asm223469v1 ENSORLG00015016650
oryzias_latipes_asm223467v1 ENSORLG00000026702
oryzias_latipes_asm223471v1 ENSORLG00020015644
oryzias_melastigma ENSOMEG00000022371
gasterosteus_aculeatus ENSGACG00000000775
takifugu_rubripes ENSTRUG00000001261
hippocampus_comes ENSHCOG00000019569
gadus_morhua ENSGMOG00000020478
esox_lucius ENSELUG00000012320
pygocentrus_nattereri ENSPNAG00000002458
astyanax_mexicanus ENSAMXG00000026079
ictalurus_punctatus ENSIPUG00000017826
danio_rerio ENSDARG00000067925
lepisosteus_oculatus ENSLOCG00000017606
latimeria_chalumnae ENSLACG00000007184
eptatretus_burgeri ENSEBUG00000010246
eptatretus_burgeri ENSEBUG00000015416
