scophthalmus_maximus ENSSMAG00000001303
tupaia_belangeri ENSTBEG00000004551
myotis_lucifugus ENSMLUG00000025214
myotis_lucifugus ENSMLUG00000024439
myotis_lucifugus ENSMLUG00000023315
myotis_lucifugus ENSMLUG00000015604
myotis_lucifugus ENSMLUG00000027737
pteropus_vampyrus ENSPVAG00000005845
sorex_araneus ENSSARG00000007646
sorex_araneus ENSSARG00000010232
erinaceus_europaeus ENSEEUG00000011469
ursus_americanus ENSUAMG00000015376
ursus_americanus ENSUAMG00000015373
ailuropoda_melanoleuca ENSAMEG00000005138
neovison_vison ENSNVIG00000006460
mustela_putorius_furo ENSMPUG00000011302
canis_lupus_dingo ENSCAFG00020000502
canis_lupus_familiaris ENSCAFG00000007384
vulpes_vulpes ENSVVUG00000012645
panthera_tigris_altaica ENSPTIG00000018336
panthera_pardus ENSPPRG00000002906
felis_catus ENSFCAG00000001547
ursus_maritimus ENSUMAG00000012299
ursus_maritimus ENSUMAG00000012302
equus_asinus_asinus ENSEASG00005018332
equus_caballus ENSECAG00000016889
ovis_aries ENSOARG00000008195
capra_hircus ENSCHIG00000021304
bos_mutus ENSBMUG00000005569
bos_taurus ENSBTAG00000021263
bison_bison_bison ENSBBBG00000013998
tursiops_truncatus ENSTTRG00000015643
sus_scrofa ENSSSCG00000032687
loxodonta_africana ENSLAFG00000017583
echinops_telfairi ENSETEG00000008677
choloepus_hoffmanni ENSCHOG00000010333
dasypus_novemcinctus ENSDNOG00000003800
phascolarctos_cinereus ENSPCIG00000036908
notamacropus_eugenii ENSMEUG00000001766
sarcophilus_harrisii ENSSHAG00000006088
ornithorhynchus_anatinus ENSOANG00000008776
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031017
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032131
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021485
chelonoidis_abingdonii ENSCABG00000004140
gopherus_agassizii ENSGAGG00000007612
chrysemys_picta_bellii ENSCPBG00000009116
pelodiscus_sinensis ENSPSIG00000008693
pelodiscus_sinensis ENSPSIG00000008433
chrysemys_picta_bellii ENSCPBG00000009151
manacus_vitellinus ENSMVIG00005012371
lepidothrix_coronata ENSLCOG00000000722
parus_major ENSPMJG00000002813
cyanistes_caeruleus ENSCCEG00000006604
ficedula_albicollis ENSFALG00000011953
zonotrichia_albicollis ENSZALG00000011708
serinus_canaria ENSSCAG00000009737
lonchura_striata_domestica ENSLSDG00000009594
lonchura_striata_domestica ENSLSDG00000009595
taeniopygia_guttata ENSTGUG00000006924
junco_hyemalis ENSJHYG00000008975
calidris_pygmaea ENSCPGG00000016941
calidris_pugnax ENSCPUG00000015295
anser_brachyrhynchus ENSABRG00000020132
anas_platyrhynchos_platyrhynchos ENSAPLG00000007869
coturnix_japonica ENSCJPG00005007100
gallus_gallus ENSGALG00000013535
meleagris_gallopavo ENSMGAG00000011431
numida_meleagris ENSNMEG00000008476
apteryx_rowi ENSARWG00000002860
apteryx_rowi ENSARWG00000005357
apteryx_rowi ENSARWG00000009343
apteryx_haastii ENSAHAG00000009335
apteryx_owenii ENSAOWG00000001844
nothoprocta_perdicaria ENSNPEG00000000336
dromaius_novaehollandiae ENSDNVG00000001576
pogona_vitticeps ENSPVIG00000003962
notechis_scutatus ENSNSUG00000009527
anolis_carolinensis ENSACAG00000001492
salvator_merianae ENSSMRG00000009748
sphenodon_punctatus ENSSPUG00000015841
crocodylus_porosus ENSCPRG00005011546
crocodylus_porosus ENSCPRG00005011608
crocodylus_porosus ENSCPRG00005011515
xenopus_tropicalis ENSXETG00000027605
xenopus_tropicalis ENSXETG00000005868
latimeria_chalumnae ENSLACG00000008236
petromyzon_marinus ENSPMAG00000003032
