periophthalmus_magnuspinnatus ENSPMGG00000024105
pan_troglodytes ENSPTRG00000040560
gorilla_gorilla ENSGGOG00000026627
nomascus_leucogenys ENSNLEG00000005867
rhinopithecus_roxellana ENSRROG00000029749
rhinopithecus_bieti ENSRBIG00000043648
colobus_angolensis_palliatus ENSCANG00000040805
piliocolobus_tephrosceles ENSPTEG00000017281
cercocebus_atys ENSCATG00000030806
macaca_nemestrina ENSMNEG00000042366
mandrillus_leucophaeus ENSMLEG00000035333
theropithecus_gelada ENSTGEG00000003445
papio_anubis ENSPANG00000011769
chlorocebus_sabaeus ENSCSAG00000002034
cebus_capucinus_imitator ENSCCAG00000027659
saimiri_boliviensis_boliviensis ENSSBOG00000026229
callithrix_jacchus ENSCJAG00000018562
aotus_nancymaae ENSANAG00000028330
carlito_syrichta ENSTSYG00000000244
microcebus_murinus ENSMICG00000034690
propithecus_coquereli ENSPCOG00000016716
prolemur_simus ENSPSMG00000026080
tupaia_belangeri ENSTBEG00000003107
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030724
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029625
mus_spicilegus ENSMSIG00000025314
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012853
rattus_norvegicus ENSRNOG00000017918
meriones_unguiculatus ENSMUGG00000007651
cricetulus_griseus_crigri-picr ENSCGRG00015023347
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020985
cricetulus_griseus_crigri_1.0 ENSCGRG00000006338
mesocricetus_auratus ENSMAUG00000014764
peromyscus_maniculatus_bairdii ENSPEMG00000017781
microtus_ochrogaster ENSMOCG00000014619
nannospalax_galili ENSNGAG00000012625
jaculus_jaculus ENSJJAG00000006924
dipodomys_ordii ENSDORG00000004286
chinchilla_lanigera ENSCLAG00000001807
octodon_degus ENSODEG00000001225
cavia_porcellus ENSCPOG00000022606
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016424
fukomys_damarensis ENSFDAG00000020811
marmota_marmota_marmota ENSMMMG00000004365
spermophilus_dauricus ENSSDAG00000003786
urocitellus_parryii ENSUPAG00010017798
ictidomys_tridecemlineatus ENSSTOG00000008056
oryctolagus_cuniculus ENSOCUG00000002204
ochotona_princeps ENSOPRG00000001196
pteropus_vampyrus ENSPVAG00000008414
sorex_araneus ENSSARG00000002824
bos_taurus ENSBTAG00000019473
bos_mutus ENSBMUG00000008799
capra_hircus ENSCHIG00000011141
bison_bison_bison ENSBBBG00000004671
ovis_aries ENSOARG00000014696
tursiops_truncatus ENSTTRG00000003964
sus_scrofa ENSSSCG00000003227
sus_scrofa ENSSSCG00000038043
otolemur_garnettii ENSOGAG00000031857
loxodonta_africana ENSLAFG00000008048
procavia_capensis ENSPCAG00000006311
ursus_americanus ENSUAMG00000018315
ailuropoda_melanoleuca ENSAMEG00000014282
neovison_vison ENSNVIG00000022535
mustela_putorius_furo ENSMPUG00000001427
canis_lupus_dingo ENSCAFG00020019193
canis_lupus_familiaris ENSCAFG00000002854
vulpes_vulpes ENSVVUG00000011328
panthera_pardus ENSPPRG00000010005
felis_catus ENSFCAG00000002861
panthera_tigris_altaica ENSPTIG00000007023
ursus_maritimus ENSUMAG00000010238
dasypus_novemcinctus ENSDNOG00000036718
sarcophilus_harrisii ENSSHAG00000004231
equus_caballus ENSECAG00000015708
equus_asinus_asinus ENSEASG00005009804
ornithorhynchus_anatinus ENSOANG00000013439
xenopus_tropicalis ENSXETG00000022219
latimeria_chalumnae ENSLACG00000006712
eptatretus_burgeri ENSEBUG00000009400
