myotis_lucifugus ENSMLUG00000024132
tursiops_truncatus ENSTTRG00000001857
vicugna_pacos ENSVPAG00000001113
ursus_americanus ENSUAMG00000002535
ursus_maritimus ENSUMAG00000005809
ailuropoda_melanoleuca ENSAMEG00000007734
canis_lupus_dingo ENSCAFG00020023234
vulpes_vulpes ENSVVUG00000025499
panthera_tigris_altaica ENSPTIG00000019988
panthera_pardus ENSPPRG00000018800
felis_catus ENSFCAG00000032341
equus_asinus_asinus ENSEASG00005013348
dipodomys_ordii ENSDORG00000016689
notamacropus_eugenii ENSMEUG00000005468
phascolarctos_cinereus ENSPCIG00000004880
sarcophilus_harrisii ENSSHAG00000010770
crocodylus_porosus ENSCPRG00005016719
sphenodon_punctatus ENSSPUG00000005545
apteryx_owenii ENSAOWG00000009568
apteryx_haastii ENSAHAG00000002533
apteryx_rowi ENSARWG00000013466
dromaius_novaehollandiae ENSDNVG00000016578
nothoprocta_perdicaria ENSNPEG00000000935
parus_major ENSPMJG00000015882
cyanistes_caeruleus ENSCCEG00000016276
ficedula_albicollis ENSFALG00000004559
lonchura_striata_domestica ENSLSDG00000005708
taeniopygia_guttata ENSTGUG00000002416
zonotrichia_albicollis ENSZALG00000005572
manacus_vitellinus ENSMVIG00005008961
lepidothrix_coronata ENSLCOG00000007540
calidris_pygmaea ENSCPGG00000006425
calidris_pugnax ENSCPUG00000015145
melopsittacus_undulatus ENSMUNG00000013573
meleagris_gallopavo ENSMGAG00000016265
coturnix_japonica ENSCJPG00005011033
anas_platyrhynchos_platyrhynchos ENSAPLG00000013265
gopherus_agassizii ENSGAGG00000004018
chelonoidis_abingdonii ENSCABG00000001861
chrysemys_picta_bellii ENSCPBG00000007544
pelodiscus_sinensis ENSPSIG00000004971
pogona_vitticeps ENSPVIG00000008897
anolis_carolinensis ENSACAG00000004352
notechis_scutatus ENSNSUG00000017414
salvator_merianae ENSSMRG00000018911
xenopus_tropicalis ENSXETG00000018368
scleropages_formosus ENSSFOG00015013399
paramormyrops_kingsleyae ENSPKIG00000015190
cyprinodon_variegatus ENSCVAG00000016082
fundulus_heteroclitus ENSFHEG00000009769
poecilia_latipinna ENSPLAG00000020787
poecilia_formosa ENSPFOG00000007277
poecilia_mexicana ENSPMEG00000016964
poecilia_reticulata ENSPREG00000023071
xiphophorus_maculatus ENSXMAG00000018474
xiphophorus_couchianus ENSXCOG00000008173
gambusia_affinis ENSGAFG00000019350
kryptolebias_marmoratus ENSKMAG00000021305
oryzias_latipes_asm223471v1 ENSORLG00020016456
oryzias_latipes_asm223467v1 ENSORLG00000005827
oryzias_latipes_asm223469v1 ENSORLG00015014447
oryzias_melastigma ENSOMEG00000021567
mola_mola ENSMMOG00000001324
gasterosteus_aculeatus ENSGACG00000007245
labrus_bergylta ENSLBEG00000022399
seriola_dumerili ENSSDUG00000022938
seriola_lalandi_dorsalis ENSSLDG00000017884
scophthalmus_maximus ENSSMAG00000017171
amphiprion_ocellaris ENSAOCG00000023717
amphiprion_percula ENSAPEG00000011235
acanthochromis_polyacanthus ENSAPOG00000023700
acanthochromis_polyacanthus ENSAPOG00000000616
acanthochromis_polyacanthus ENSAPOG00000023072
stegastes_partitus ENSSPAG00000008501
astatotilapia_calliptera ENSACLG00000010305
maylandia_zebra ENSMZEG00005014258
pundamilia_nyererei ENSPNYG00000017325
haplochromis_burtoni ENSHBUG00000005866
neolamprologus_brichardi ENSNBRG00000011799
oreochromis_niloticus ENSONIG00000011511
amphilophus_citrinellus ENSACIG00000014386
periophthalmus_magnuspinnatus ENSPMGG00000014561
mastacembelus_armatus ENSMAMG00000013260
monopterus_albus ENSMALG00000008194
anabas_testudineus ENSATEG00000019550
takifugu_rubripes ENSTRUG00000005809
tetraodon_nigroviridis ENSTNIG00000018937
cynoglossus_semilaevis ENSCSEG00000008807
hippocampus_comes ENSHCOG00000016782
gadus_morhua ENSGMOG00000005849
esox_lucius ENSELUG00000023229
pygocentrus_nattereri ENSPNAG00000012458
astyanax_mexicanus ENSAMXG00000020299
ictalurus_punctatus ENSIPUG00000020627
danio_rerio ENSDARG00000055477
eptatretus_burgeri ENSEBUG00000004955
ciona_savignyi ENSCSAVG00000006158
ciona_intestinalis ENSCING00000001979
drosophila_melanogaster FBgn0011207
caenorhabditis_elegans_strain_n2 WBGene00011280
saccharomyces_cerevisiae_strain_s288c YNL001W
saccharomyces_cerevisiae_strain_s288c YCL001W-B
piliocolobus_tephrosceles ENSPTEG00000006446
