hippocampus_comes ENSHCOG00000000023
echinops_telfairi ENSETEG00000026975
tursiops_truncatus ENSTTRG00000025396
capra_hircus ENSCHIG00000025322
capra_hircus ENSCHIG00000017448
capra_hircus ENSCHIG00000018565
capra_hircus ENSCHIG00000000022
capra_hircus ENSCHIG00000012599
ovis_aries ENSOARG00000000022
bison_bison_bison ENSBBBG00000001157
bos_mutus ENSBMUG00000002020
bos_mutus ENSBMUG00000000023
bos_taurus ENSBTAG00000043584
bison_bison_bison ENSBBBG00000000023
bison_bison_bison ENSBBBG00000008255
bison_bison_bison ENSBBBG00000018289
bos_mutus ENSBMUG00000018357
bos_taurus ENSBTAG00000050274
bos_mutus ENSBMUG00000004598
bison_bison_bison ENSBBBG00000007948
bos_mutus ENSBMUG00000016914
vicugna_pacos ENSVPAG00000018149
sus_scrofa ENSSSCG00000032207
sus_scrofa ENSSSCG00000034734
sus_scrofa ENSSSCG00000034554
sus_scrofa ENSSSCG00000018081
sus_scrofa ENSSSCG00000034931
canis_lupus_dingo ENSCAFG00020023104
canis_lupus_dingo ENSCAFG00020023100
canis_lupus_familiaris ENSCAFG00000022729
vulpes_vulpes ENSVVUG00000026285
vulpes_vulpes ENSVVUG00000002170
ailuropoda_melanoleuca ENSAMEG00000023442
ursus_maritimus ENSUMAG00000000022
neovison_vison ENSNVIG00000023736
neovison_vison ENSNVIG00000004712
felis_catus ENSFCAG00000035933
felis_catus ENSFCAG00000041234
felis_catus ENSFCAG00000045530
felis_catus ENSFCAG00000033864
felis_catus ENSFCAG00000032064
panthera_pardus ENSPPRG00000000022
panthera_pardus ENSPPRG00000013435
panthera_pardus ENSPPRG00000016440
panthera_tigris_altaica ENSPTIG00000007218
felis_catus ENSFCAG00000045122
equus_caballus ENSECAG00000027671
equus_asinus_asinus ENSEASG00005018798
castor_canadensis ENSCCNG00000023838
castor_canadensis ENSCCNG00000014776
castor_canadensis ENSCCNG00000005736
castor_canadensis ENSCCNG00000008303
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000022
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000022
fukomys_damarensis ENSFDAG00000000022
procavia_capensis ENSPCAG00000020697
mandrillus_leucophaeus ENSMLEG00000000022
chlorocebus_sabaeus ENSCSAG00000000022
theropithecus_gelada ENSTGEG00000011046
theropithecus_gelada ENSTGEG00000018769
theropithecus_gelada ENSTGEG00000006140
theropithecus_gelada ENSTGEG00000029247
theropithecus_gelada ENSTGEG00000006197
macaca_fascicularis ENSMFAG00000013152
macaca_fascicularis ENSMFAG00000030712
macaca_fascicularis ENSMFAG00000020465
macaca_fascicularis ENSMFAG00000046420
macaca_fascicularis ENSMFAG00000022270
macaca_mulatta ENSMMUG00000028683
piliocolobus_tephrosceles ENSPTEG00000022692
piliocolobus_tephrosceles ENSPTEG00000020135
piliocolobus_tephrosceles ENSPTEG00000005600
piliocolobus_tephrosceles ENSPTEG00000026700
rhinopithecus_bieti ENSRBIG00000000022
rhinopithecus_roxellana ENSRROG00000000022
pan_paniscus ENSPPAG00000000022
pan_troglodytes ENSPTRG00000042650
homo_sapiens ENSG00000198899
gorilla_gorilla ENSGGOG00000025370
pongo_abelii ENSPPYG00000020961
saimiri_boliviensis_boliviensis ENSSBOG00000000022
erinaceus_europaeus ENSEEUG00000023938
loxodonta_africana ENSLAFG00000033290
dasypus_novemcinctus ENSDNOG00000042250
monodelphis_domestica ENSMODG00000021578
monodelphis_domestica ENSMODG00000028188
phascolarctos_cinereus ENSPCIG00000035962
phascolarctos_cinereus ENSPCIG00000034588
phascolarctos_cinereus ENSPCIG00000035651
phascolarctos_cinereus ENSPCIG00000036729
phascolarctos_cinereus ENSPCIG00000036932
phascolarctos_cinereus ENSPCIG00000037119
phascolarctos_cinereus ENSPCIG00000035872
phascolarctos_cinereus ENSPCIG00000031808
phascolarctos_cinereus ENSPCIG00000035830
phascolarctos_cinereus ENSPCIG00000036273
phascolarctos_cinereus ENSPCIG00000030944
sarcophilus_harrisii ENSSHAG00000020441
ornithorhynchus_anatinus ENSOANG00000019372
crocodylus_porosus ENSCPRG00005000023
anolis_carolinensis ENSACAG00000028231
ictalurus_punctatus ENSIPUG00000000023
taeniopygia_guttata ENSTGUG00000018753
lonchura_striata_domestica ENSLSDG00000000023
parus_major ENSPMJG00000000023
ficedula_albicollis ENSFALG00000016251
manacus_vitellinus ENSMVIG00005004274
gallus_gallus ENSGALG00000041091
meleagris_gallopavo ENSMGAG00000017482
coturnix_japonica ENSCJPG00005000023
numida_meleagris ENSNMEG00000000023
melopsittacus_undulatus ENSMUNG00000000023
melopsittacus_undulatus ENSMUNG00000004039
pelodiscus_sinensis ENSPSIG00000019312
chrysemys_picta_bellii ENSCPBG00000000023
petromyzon_marinus ENSPMAG00000013101
ciona_savignyi ENSCSAVG00000012496
ciona_intestinalis ENSCING00000025200
drosophila_melanogaster FBgn0013672
amphilophus_citrinellus ENSACIG00000008887
saccharomyces_cerevisiae_strain_s288c Q0085
