homo_sapiens ENSG00000035681
zonotrichia_albicollis ENSZALG00000004553
junco_hyemalis ENSJHYG00000012902
parus_major ENSPMJG00000015726
cyanistes_caeruleus ENSCCEG00000013003
ficedula_albicollis ENSFALG00000010345
lepidothrix_coronata ENSLCOG00000012947
manacus_vitellinus ENSMVIG00005000918
melopsittacus_undulatus ENSMUNG00000006274
calidris_pygmaea ENSCPGG00000013799
calidris_pugnax ENSCPUG00000006567
apteryx_haastii ENSAHAG00000010449
apteryx_owenii ENSAOWG00000013101
apteryx_rowi ENSARWG00000003495
dromaius_novaehollandiae ENSDNVG00000003696
nothoprocta_perdicaria ENSNPEG00000000294
crocodylus_porosus ENSCPRG00005016411
chrysemys_picta_bellii ENSCPBG00000007021
chelonoidis_abingdonii ENSCABG00000001931
gopherus_agassizii ENSGAGG00000025786
pelodiscus_sinensis ENSPSIG00000010760
anolis_carolinensis ENSACAG00000005468
pogona_vitticeps ENSPVIG00000011474
notechis_scutatus ENSNSUG00000015647
salvator_merianae ENSSMRG00000017040
sphenodon_punctatus ENSSPUG00000004446
xenopus_tropicalis ENSXETG00000026005
latimeria_chalumnae ENSLACG00000002315
takifugu_rubripes ENSTRUG00000002848
takifugu_rubripes ENSTRUG00000002117
tetraodon_nigroviridis ENSTNIG00000008761
tetraodon_nigroviridis ENSTNIG00000002065
labrus_bergylta ENSLBEG00000028207
oryzias_melastigma ENSOMEG00000016970
oryzias_melastigma ENSOMEG00000020447
oryzias_latipes_asm223467v1 ENSORLG00000005939
oryzias_latipes_asm223471v1 ENSORLG00020005081
oryzias_latipes_asm223469v1 ENSORLG00015001850
kryptolebias_marmoratus ENSKMAG00000017674
mola_mola ENSMMOG00000005331
gasterosteus_aculeatus ENSGACG00000002116
anabas_testudineus ENSATEG00000020944
monopterus_albus ENSMALG00000003047
seriola_dumerili ENSSDUG00000006912
seriola_lalandi_dorsalis ENSSLDG00000007565
scophthalmus_maximus ENSSMAG00000020250
astatotilapia_calliptera ENSACLG00000013990
maylandia_zebra ENSMZEG00005020163
haplochromis_burtoni ENSHBUG00000000984
pundamilia_nyererei ENSPNYG00000020842
neolamprologus_brichardi ENSNBRG00000011898
oreochromis_niloticus ENSONIG00000004701
amphilophus_citrinellus ENSACIG00000021322
xiphophorus_maculatus ENSXMAG00000006359
xiphophorus_couchianus ENSXCOG00000005058
gambusia_affinis ENSGAFG00000017179
poecilia_formosa ENSPFOG00000008408
poecilia_mexicana ENSPMEG00000011256
poecilia_latipinna ENSPLAG00000000647
poecilia_reticulata ENSPREG00000010648
fundulus_heteroclitus ENSFHEG00000020230
cyprinodon_variegatus ENSCVAG00000012193
amphiprion_ocellaris ENSAOCG00000010248
amphiprion_percula ENSAPEG00000009101
acanthochromis_polyacanthus ENSAPOG00000017887
stegastes_partitus ENSSPAG00000001825
cynoglossus_semilaevis ENSCSEG00000011685
hippocampus_comes ENSHCOG00000016919
periophthalmus_magnuspinnatus ENSPMGG00000006656
gadus_morhua ENSGMOG00000015420
esox_lucius ENSELUG00000021357
pygocentrus_nattereri ENSPNAG00000020786
astyanax_mexicanus ENSAMXG00000017311
ictalurus_punctatus ENSIPUG00000017014
danio_rerio ENSDARG00000051920
scleropages_formosus ENSSFOG00015014926
paramormyrops_kingsleyae ENSPKIG00000010003
lepisosteus_oculatus ENSLOCG00000005188
dasypus_novemcinctus ENSDNOG00000036219
ornithorhynchus_anatinus ENSOANG00000031079
petromyzon_marinus ENSPMAG00000005985
eptatretus_burgeri ENSEBUG00000004458
