poecilia_formosa ENSPFOG00000003278
prolemur_simus ENSPSMG00000008300
otolemur_garnettii ENSOGAG00000004498
chinchilla_lanigera ENSCLAG00000013255
octodon_degus ENSODEG00000013027
cavia_porcellus ENSCPOG00000002575
cavia_aperea ENSCAPG00000015836
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014097
fukomys_damarensis ENSFDAG00000019475
urocitellus_parryii ENSUPAG00010009002
spermophilus_dauricus ENSSDAG00000013821
ictidomys_tridecemlineatus ENSSTOG00000012691
castor_canadensis ENSCCNG00000030843
dipodomys_ordii ENSDORG00000007218
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016187
mus_spicilegus ENSMSIG00000030555
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058806
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015376
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030792
rattus_norvegicus ENSRNOG00000000552
meriones_unguiculatus ENSMUGG00000003333
cricetulus_griseus_crigri_1.0 ENSCGRG00000016826
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022499
cricetulus_griseus_crigri-picr ENSCGRG00015005876
mesocricetus_auratus ENSMAUG00000007217
microtus_ochrogaster ENSMOCG00000014440
peromyscus_maniculatus_bairdii ENSPEMG00000004697
nannospalax_galili ENSNGAG00000002279
jaculus_jaculus ENSJJAG00000011939
ochotona_princeps ENSOPRG00000016435
oryctolagus_cuniculus ENSOCUG00000011655
bos_taurus ENSBTAG00000011741
bos_mutus ENSBMUG00000015879
bison_bison_bison ENSBBBG00000022816
ovis_aries ENSOARG00000005711
capra_hircus ENSCHIG00000000253
tursiops_truncatus ENSTTRG00000014644
sus_scrofa ENSSSCG00000010256
mustela_putorius_furo ENSMPUG00000004367
neovison_vison ENSNVIG00000011117
ailuropoda_melanoleuca ENSAMEG00000017892
canis_lupus_familiaris ENSCAFG00000013983
canis_lupus_dingo ENSCAFG00020025917
panthera_pardus ENSPPRG00000023812
felis_catus ENSFCAG00000041886
equus_caballus ENSECAG00000018359
pteropus_vampyrus ENSPVAG00000005019
myotis_lucifugus ENSMLUG00000002593
dasypus_novemcinctus ENSDNOG00000013984
ornithorhynchus_anatinus ENSOANG00000028871
sarcophilus_harrisii ENSSHAG00000004917
monodelphis_domestica ENSMODG00000012220
xenopus_tropicalis ENSXETG00000017148
acanthochromis_polyacanthus ENSAPOG00000022039
kryptolebias_marmoratus ENSKMAG00000016977
oreochromis_niloticus ENSONIG00000009131
tetraodon_nigroviridis ENSTNIG00000004416
gadus_morhua ENSGMOG00000016724
lepisosteus_oculatus ENSLOCG00000009521
oryzias_latipes_asm223471v1 ENSORLG00020020639
oryzias_latipes_asm223467v1 ENSORLG00000026346
oryzias_latipes_asm223469v1 ENSORLG00015013731
oryzias_melastigma ENSOMEG00000005483
eptatretus_burgeri ENSEBUG00000004041
caenorhabditis_elegans_strain_n2 WBGene00000674
monodelphis_domestica ENSMODG00000013552
notamacropus_eugenii ENSMEUG00000013664
pan_paniscus ENSPPAG00000030920
pan_troglodytes ENSPTRG00000014891
homo_sapiens ENSG00000114270
gorilla_gorilla ENSGGOG00000007118
nomascus_leucogenys ENSNLEG00000006514
macaca_fascicularis ENSMFAG00000036163
macaca_nemestrina ENSMNEG00000043116
mandrillus_leucophaeus ENSMLEG00000034673
papio_anubis ENSPANG00000015975
chlorocebus_sabaeus ENSCSAG00000015684
colobus_angolensis_palliatus ENSCANG00000011415
rhinopithecus_bieti ENSRBIG00000037632
cercocebus_atys ENSCATG00000042701
callithrix_jacchus ENSCJAG00000002978
aotus_nancymaae ENSANAG00000037898
carlito_syrichta ENSTSYG00000004490
ochotona_princeps ENSOPRG00000011310
cricetulus_griseus_crigri_1.0 ENSCGRG00000015211
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019724
microtus_ochrogaster ENSMOCG00000003616
propithecus_coquereli ENSPCOG00000028408
canis_lupus_familiaris ENSCAFG00000012403
pteropus_vampyrus ENSPVAG00000006642
bison_bison_bison ENSBBBG00000002621
loxodonta_africana ENSLAFG00000009559
neovison_vison ENSNVIG00000023302
fukomys_damarensis ENSFDAG00000000979
echinops_telfairi ENSETEG00000010132
xenopus_tropicalis ENSXETG00000016183
seriola_lalandi_dorsalis ENSSLDG00000024545
pelodiscus_sinensis ENSPSIG00000013422
eptatretus_burgeri ENSEBUG00000015158
petromyzon_marinus ENSPMAG00000004965
caenorhabditis_elegans_strain_n2 WBGene00000708
monopterus_albus ENSMALG00000014309
