lonchura_striata_domestica ENSLSDG00000015279
ictidomys_tridecemlineatus ENSSTOG00000011918
marmota_marmota_marmota ENSMMMG00000018761
erinaceus_europaeus ENSEEUG00000008818
erinaceus_europaeus ENSEEUG00000015870
gorilla_gorilla ENSGGOG00000009233
nomascus_leucogenys ENSNLEG00000008646
prolemur_simus ENSPSMG00000017466
castor_canadensis ENSCCNG00000008713
tursiops_truncatus ENSTTRG00000016127
bos_mutus ENSBMUG00000013978
microcebus_murinus ENSMICG00000037144
propithecus_coquereli ENSPCOG00000016368
dipodomys_ordii ENSDORG00000011120
bos_taurus ENSBTAG00000011625
bison_bison_bison ENSBBBG00000014887
ovis_aries ENSOARG00000007146
capra_hircus ENSCHIG00000027165
bison_bison_bison ENSBBBG00000020239
bos_mutus ENSBMUG00000003705
capra_hircus ENSCHIG00000003295
oryctolagus_cuniculus ENSOCUG00000013660
ochotona_princeps ENSOPRG00000006863
equus_asinus_asinus ENSEASG00005004431
equus_caballus ENSECAG00000010211
pteropus_vampyrus ENSPVAG00000013619
sus_scrofa ENSSSCG00000023191
sorex_araneus ENSSARG00000011631
myotis_lucifugus ENSMLUG00000024092
ursus_maritimus ENSUMAG00000013201
ursus_americanus ENSUAMG00000008917
ailuropoda_melanoleuca ENSAMEG00000009741
mustela_putorius_furo ENSMPUG00000015860
neovison_vison ENSNVIG00000023016
canis_lupus_dingo ENSCAFG00020020050
canis_lupus_familiaris ENSCAFG00000030641
vulpes_vulpes ENSVVUG00000026893
panthera_pardus ENSPPRG00000007121
panthera_tigris_altaica ENSPTIG00000021650
felis_catus ENSFCAG00000031177
procavia_capensis ENSPCAG00000002987
loxodonta_africana ENSLAFG00000017315
dasypus_novemcinctus ENSDNOG00000011285
xenopus_tropicalis ENSXETG00000025533
latimeria_chalumnae ENSLACG00000011352
mastacembelus_armatus ENSMAMG00000007856
monopterus_albus ENSMALG00000010477
anabas_testudineus ENSATEG00000003013
amphiprion_ocellaris ENSAOCG00000002881
amphiprion_percula ENSAPEG00000016511
acanthochromis_polyacanthus ENSAPOG00000008159
stegastes_partitus ENSSPAG00000016580
maylandia_zebra ENSMZEG00005026098
astatotilapia_calliptera ENSACLG00000022367
haplochromis_burtoni ENSHBUG00000000498
pundamilia_nyererei ENSPNYG00000007464
neolamprologus_brichardi ENSNBRG00000017448
neolamprologus_brichardi ENSNBRG00000006622
neolamprologus_brichardi ENSNBRG00000000190
oreochromis_niloticus ENSONIG00000017740
amphilophus_citrinellus ENSACIG00000001058
gasterosteus_aculeatus ENSGACG00000002050
poecilia_latipinna ENSPLAG00000004390
poecilia_formosa ENSPFOG00000003234
gambusia_affinis ENSGAFG00000014587
poecilia_mexicana ENSPMEG00000001024
poecilia_reticulata ENSPREG00000008087
xiphophorus_couchianus ENSXCOG00000013409
xiphophorus_maculatus ENSXMAG00000016371
fundulus_heteroclitus ENSFHEG00000015187
cyprinodon_variegatus ENSCVAG00000019507
kryptolebias_marmoratus ENSKMAG00000000260
oryzias_latipes_asm223471v1 ENSORLG00020011864
oryzias_latipes_asm223469v1 ENSORLG00015002167
oryzias_latipes_asm223467v1 ENSORLG00000007466
oryzias_melastigma ENSOMEG00000018063
takifugu_rubripes ENSTRUG00000003956
tetraodon_nigroviridis ENSTNIG00000011332
mola_mola ENSMMOG00000001078
labrus_bergylta ENSLBEG00000003109
seriola_dumerili ENSSDUG00000008356
seriola_lalandi_dorsalis ENSSLDG00000018948
scophthalmus_maximus ENSSMAG00000018219
hippocampus_comes ENSHCOG00000008586
cynoglossus_semilaevis ENSCSEG00000007872
periophthalmus_magnuspinnatus ENSPMGG00000023884
gadus_morhua ENSGMOG00000011966
astyanax_mexicanus ENSAMXG00000038933
pygocentrus_nattereri ENSPNAG00000025943
ictalurus_punctatus ENSIPUG00000019714
danio_rerio ENSDARG00000053656
esox_lucius ENSELUG00000023195
scleropages_formosus ENSSFOG00015022522
paramormyrops_kingsleyae ENSPKIG00000023009
lepisosteus_oculatus ENSLOCG00000001047
