procavia_capensis ENSPCAG00000002842
panthera_pardus ENSPPRG00000001654
felis_catus ENSFCAG00000007036
equus_asinus_asinus ENSEASG00005000938
equus_caballus ENSECAG00000008516
sorex_araneus ENSSARG00000002128
sorex_araneus ENSSARG00000001888
dasypus_novemcinctus ENSDNOG00000037993
dasypus_novemcinctus ENSDNOG00000047848
choloepus_hoffmanni ENSCHOG00000007365
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004038
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008855
fukomys_damarensis ENSFDAG00000016473
cavia_aperea ENSCAPG00000014085
cavia_porcellus ENSCPOG00000039966
octodon_degus ENSODEG00000000410
chinchilla_lanigera ENSCLAG00000010054
urocitellus_parryii ENSUPAG00010006675
ictidomys_tridecemlineatus ENSSTOG00000008402
marmota_marmota_marmota ENSMMMG00000007774
spermophilus_dauricus ENSSDAG00000012481
myotis_lucifugus ENSMLUG00000014582
pteropus_vampyrus ENSPVAG00000010820
loxodonta_africana ENSLAFG00000006043
ornithorhynchus_anatinus ENSOANG00000012858
phascolarctos_cinereus ENSPCIG00000020612
sarcophilus_harrisii ENSSHAG00000015821
monodelphis_domestica ENSMODG00000005484
chelonoidis_abingdonii ENSCABG00000013154
chelonoidis_abingdonii ENSCABG00000013153
gopherus_agassizii ENSGAGG00000016142
chrysemys_picta_bellii ENSCPBG00000006883
pelodiscus_sinensis ENSPSIG00000013104
crocodylus_porosus ENSCPRG00005017317
pogona_vitticeps ENSPVIG00000001945
anolis_carolinensis ENSACAG00000002576
notechis_scutatus ENSNSUG00000003956
salvator_merianae ENSSMRG00000022065
sphenodon_punctatus ENSSPUG00000001392
apteryx_rowi ENSARWG00000013611
apteryx_owenii ENSAOWG00000013785
apteryx_haastii ENSAHAG00000011128
nothoprocta_perdicaria ENSNPEG00000007863
dromaius_novaehollandiae ENSDNVG00000014697
meleagris_gallopavo ENSMGAG00000012179
coturnix_japonica ENSCJPG00005003910
gallus_gallus ENSGALG00000011171
numida_meleagris ENSNMEG00000017679
anser_brachyrhynchus ENSABRG00000020658
anas_platyrhynchos_platyrhynchos ENSAPLG00000012687
calidris_pygmaea ENSCPGG00000015055
calidris_pugnax ENSCPUG00000011995
taeniopygia_guttata ENSTGUG00000009824
lonchura_striata_domestica ENSLSDG00000016451
serinus_canaria ENSSCAG00000003367
ficedula_albicollis ENSFALG00000003238
zonotrichia_albicollis ENSZALG00000002912
junco_hyemalis ENSJHYG00000007010
parus_major ENSPMJG00000002308
cyanistes_caeruleus ENSCCEG00000001599
lepidothrix_coronata ENSLCOG00000006685
manacus_vitellinus ENSMVIG00005014484
melopsittacus_undulatus ENSMUNG00000001460
xenopus_tropicalis ENSXETG00000008556
latimeria_chalumnae ENSLACG00000005118
takifugu_rubripes ENSTRUG00000007200
tetraodon_nigroviridis ENSTNIG00000017681
cynoglossus_semilaevis ENSCSEG00000019686
seriola_dumerili ENSSDUG00000000570
seriola_lalandi_dorsalis ENSSLDG00000024074
scophthalmus_maximus ENSSMAG00000004822
mastacembelus_armatus ENSMAMG00000020292
anabas_testudineus ENSATEG00000021026
fundulus_heteroclitus ENSFHEG00000000592
cyprinodon_variegatus ENSCVAG00000010629
xiphophorus_maculatus ENSXMAG00000014937
xiphophorus_couchianus ENSXCOG00000012143
gambusia_affinis ENSGAFG00000005417
poecilia_latipinna ENSPLAG00000014504
poecilia_formosa ENSPFOG00000014770
poecilia_mexicana ENSPMEG00000012079
poecilia_reticulata ENSPREG00000010061
kryptolebias_marmoratus ENSKMAG00000020335
amphiprion_percula ENSAPEG00000005538
amphiprion_percula ENSAPEG00000005854
amphiprion_ocellaris ENSAOCG00000020274
acanthochromis_polyacanthus ENSAPOG00000021595
stegastes_partitus ENSSPAG00000013402
astatotilapia_calliptera ENSACLG00000009034
pundamilia_nyererei ENSPNYG00000016659
oreochromis_niloticus ENSONIG00000017061
maylandia_zebra ENSMZEG00005011155
haplochromis_burtoni ENSHBUG00000018252
neolamprologus_brichardi ENSNBRG00000004154
amphilophus_citrinellus ENSACIG00000007577
labrus_bergylta ENSLBEG00000002992
gasterosteus_aculeatus ENSGACG00000016147
mola_mola ENSMMOG00000015307
periophthalmus_magnuspinnatus ENSPMGG00000001496
monopterus_albus ENSMALG00000006138
oryzias_latipes_asm223469v1 ENSORLG00015001782
oryzias_latipes_asm223471v1 ENSORLG00020003551
oryzias_latipes_asm223467v1 ENSORLG00000010757
oryzias_melastigma ENSOMEG00000005395
hippocampus_comes ENSHCOG00000014488
gadus_morhua ENSGMOG00000012435
esox_lucius ENSELUG00000014852
scleropages_formosus ENSSFOG00015015278
paramormyrops_kingsleyae ENSPKIG00000008077
pygocentrus_nattereri ENSPNAG00000013835
astyanax_mexicanus ENSAMXG00000032131
ictalurus_punctatus ENSIPUG00000020466
danio_rerio ENSDARG00000014994
lepisosteus_oculatus ENSLOCG00000015481
petromyzon_marinus ENSPMAG00000006175
eptatretus_burgeri ENSEBUG00000009217
