mus_spicilegus ENSMSIG00000015679
oryctolagus_cuniculus ENSOCUG00000026461
ochotona_princeps ENSOPRG00000005065
phascolarctos_cinereus ENSPCIG00000002210
notamacropus_eugenii ENSMEUG00000002246
sarcophilus_harrisii ENSSHAG00000018219
monodelphis_domestica ENSMODG00000004213
ornithorhynchus_anatinus ENSOANG00000006563
anolis_carolinensis ENSACAG00000002101
pogona_vitticeps ENSPVIG00000004179
notechis_scutatus ENSNSUG00000007224
salvator_merianae ENSSMRG00000021681
sphenodon_punctatus ENSSPUG00000012263
gopherus_agassizii ENSGAGG00000019192
chelonoidis_abingdonii ENSCABG00000016471
chrysemys_picta_bellii ENSCPBG00000011949
pelodiscus_sinensis ENSPSIG00000013571
calidris_pygmaea ENSCPGG00000009290
calidris_pugnax ENSCPUG00000009881
lonchura_striata_domestica ENSLSDG00000005445
taeniopygia_guttata ENSTGUG00000009692
serinus_canaria ENSSCAG00000016610
ficedula_albicollis ENSFALG00000008450
zonotrichia_albicollis ENSZALG00000006828
junco_hyemalis ENSJHYG00000000767
parus_major ENSPMJG00000004134
cyanistes_caeruleus ENSCCEG00000022322
lepidothrix_coronata ENSLCOG00000016501
gallus_gallus ENSGALG00000039917
coturnix_japonica ENSCJPG00005019603
numida_meleagris ENSNMEG00000013591
apteryx_haastii ENSAHAG00000015452
apteryx_rowi ENSARWG00000000886
apteryx_owenii ENSAOWG00000005403
dromaius_novaehollandiae ENSDNVG00000014959
calidris_pygmaea ENSCPGG00000009256
manacus_vitellinus ENSMVIG00005018441
anser_brachyrhynchus ENSABRG00000008001
nothoprocta_perdicaria ENSNPEG00000009024
crocodylus_porosus ENSCPRG00005013566
xenopus_tropicalis ENSXETG00000003434
paramormyrops_kingsleyae ENSPKIG00000016037
scleropages_formosus ENSSFOG00015009069
fundulus_heteroclitus ENSFHEG00000009154
cyprinodon_variegatus ENSCVAG00000016748
poecilia_formosa ENSPFOG00000006755
poecilia_latipinna ENSPLAG00000005880
poecilia_mexicana ENSPMEG00000015598
poecilia_reticulata ENSPREG00000000405
xiphophorus_maculatus ENSXMAG00000023382
xiphophorus_couchianus ENSXCOG00000014499
gambusia_affinis ENSGAFG00000010265
kryptolebias_marmoratus ENSKMAG00000001202
oryzias_latipes_asm223467v1 ENSORLG00000011595
oryzias_latipes_asm223469v1 ENSORLG00015004317
oryzias_latipes_asm223471v1 ENSORLG00020005831
oryzias_melastigma ENSOMEG00000013907
hippocampus_comes ENSHCOG00000019882
takifugu_rubripes ENSTRUG00000007706
tetraodon_nigroviridis ENSTNIG00000014079
mola_mola ENSMMOG00000021403
maylandia_zebra ENSMZEG00005007042
astatotilapia_calliptera ENSACLG00000021243
pundamilia_nyererei ENSPNYG00000021745
haplochromis_burtoni ENSHBUG00000017857
neolamprologus_brichardi ENSNBRG00000024007
oreochromis_niloticus ENSONIG00000017683
amphilophus_citrinellus ENSACIG00000018956
cynoglossus_semilaevis ENSCSEG00000007895
mastacembelus_armatus ENSMAMG00000012200
monopterus_albus ENSMALG00000007061
amphiprion_ocellaris ENSAOCG00000010699
amphiprion_percula ENSAPEG00000012690
stegastes_partitus ENSSPAG00000016792
acanthochromis_polyacanthus ENSAPOG00000007822
labrus_bergylta ENSLBEG00000011448
gasterosteus_aculeatus ENSGACG00000018936
seriola_dumerili ENSSDUG00000002993
seriola_lalandi_dorsalis ENSSLDG00000025181
scophthalmus_maximus ENSSMAG00000003721
anabas_testudineus ENSATEG00000018683
periophthalmus_magnuspinnatus ENSPMGG00000014002
gadus_morhua ENSGMOG00000008993
esox_lucius ENSELUG00000017369
pygocentrus_nattereri ENSPNAG00000001944
astyanax_mexicanus ENSAMXG00000011116
ictalurus_punctatus ENSIPUG00000007685
danio_rerio ENSDARG00000059841
scleropages_formosus ENSSFOG00015016289
lepisosteus_oculatus ENSLOCG00000003776
petromyzon_marinus ENSPMAG00000000195
eptatretus_burgeri ENSEBUG00000008164
ciona_savignyi ENSCSAVG00000010865
ciona_intestinalis ENSCING00000022734
drosophila_melanogaster FBgn0032346
caenorhabditis_elegans_strain_n2 WBGene00012966
piliocolobus_tephrosceles ENSPTEG00000014207
piliocolobus_tephrosceles ENSPTEG00000007877
saccharomyces_cerevisiae_strain_s288c YNL232W
