meleagris_gallopavo ENSMGAG00000009056
latimeria_chalumnae ENSLACG00000014746
danio_rerio ENSDARG00000098242
esox_lucius ENSELUG00000014838
scleropages_formosus ENSSFOG00015003171
paramormyrops_kingsleyae ENSPKIG00000008182
pygocentrus_nattereri ENSPNAG00000006361
astyanax_mexicanus ENSAMXG00000036716
ictalurus_punctatus ENSIPUG00000010538
poecilia_formosa ENSPFOG00000020639
xiphophorus_couchianus ENSXCOG00000006752
kryptolebias_marmoratus ENSKMAG00000010341
oryzias_latipes_asm223471v1 ENSORLG00020002769
oryzias_latipes_asm223467v1 ENSORLG00000014956
oryzias_melastigma ENSOMEG00000009180
periophthalmus_magnuspinnatus ENSPMGG00000005036
acanthochromis_polyacanthus ENSAPOG00000012715
acanthochromis_polyacanthus ENSAPOG00000010310
stegastes_partitus ENSSPAG00000009783
amphiprion_percula ENSAPEG00000020392
amphiprion_ocellaris ENSAOCG00000004487
scophthalmus_maximus ENSSMAG00000013224
gasterosteus_aculeatus ENSGACG00000017873
tetraodon_nigroviridis ENSTNIG00000010327
takifugu_rubripes ENSTRUG00000003833
labrus_bergylta ENSLBEG00000012307
cynoglossus_semilaevis ENSCSEG00000017198
astatotilapia_calliptera ENSACLG00000001209
maylandia_zebra ENSMZEG00005014135
pundamilia_nyererei ENSPNYG00000016007
haplochromis_burtoni ENSHBUG00000013033
neolamprologus_brichardi ENSNBRG00000002676
oreochromis_niloticus ENSONIG00000021052
mastacembelus_armatus ENSMAMG00000022857
xiphophorus_maculatus ENSXMAG00000020047
poecilia_reticulata ENSPREG00000019635
gambusia_affinis ENSGAFG00000006196
fundulus_heteroclitus ENSFHEG00000007681
oryzias_latipes_asm223469v1 ENSORLG00015015787
monopterus_albus ENSMALG00000000096
acanthochromis_polyacanthus ENSAPOG00000020532
hippocampus_comes ENSHCOG00000010397
seriola_lalandi_dorsalis ENSSLDG00000015655
seriola_dumerili ENSSDUG00000001742
mola_mola ENSMMOG00000012196
anabas_testudineus ENSATEG00000005889
gadus_morhua ENSGMOG00000020094
lepisosteus_oculatus ENSLOCG00000013781
eptatretus_burgeri ENSEBUG00000006462
ciona_savignyi ENSCSAVG00000010043
