ochotona_princeps ENSOPRG00000013998
xenopus_tropicalis ENSXETG00000019942
latimeria_chalumnae ENSLACG00000015404
mola_mola ENSMMOG00000000517
labrus_bergylta ENSLBEG00000008219
monopterus_albus ENSMALG00000001186
mastacembelus_armatus ENSMAMG00000004103
anabas_testudineus ENSATEG00000005485
seriola_lalandi_dorsalis ENSSLDG00000015052
seriola_dumerili ENSSDUG00000017838
pundamilia_nyererei ENSPNYG00000007661
haplochromis_burtoni ENSHBUG00000010388
maylandia_zebra ENSMZEG00005021768
astatotilapia_calliptera ENSACLG00000023594
neolamprologus_brichardi ENSNBRG00000015685
oreochromis_niloticus ENSONIG00000010544
amphilophus_citrinellus ENSACIG00000002392
poecilia_latipinna ENSPLAG00000005462
poecilia_mexicana ENSPMEG00000016653
poecilia_formosa ENSPFOG00000014476
poecilia_reticulata ENSPREG00000004366
xiphophorus_maculatus ENSXMAG00000002670
xiphophorus_couchianus ENSXCOG00000010396
gambusia_affinis ENSGAFG00000006660
cyprinodon_variegatus ENSCVAG00000017386
fundulus_heteroclitus ENSFHEG00000005169
kryptolebias_marmoratus ENSKMAG00000002024
amphiprion_percula ENSAPEG00000011276
amphiprion_ocellaris ENSAOCG00000010795
acanthochromis_polyacanthus ENSAPOG00000023184
stegastes_partitus ENSSPAG00000016383
cynoglossus_semilaevis ENSCSEG00000020929
cynoglossus_semilaevis ENSCSEG00000007815
scophthalmus_maximus ENSSMAG00000012916
gasterosteus_aculeatus ENSGACG00000014672
tetraodon_nigroviridis ENSTNIG00000015622
tetraodon_nigroviridis ENSTNIG00000015623
takifugu_rubripes ENSTRUG00000016163
oryzias_latipes_asm223467v1 ENSORLG00000001210
oryzias_latipes_asm223469v1 ENSORLG00015019054
oryzias_latipes_asm223471v1 ENSORLG00020009667
oryzias_melastigma ENSOMEG00000012482
periophthalmus_magnuspinnatus ENSPMGG00000022250
hippocampus_comes ENSHCOG00000014838
gadus_morhua ENSGMOG00000000523
esox_lucius ENSELUG00000005129
astyanax_mexicanus ENSAMXG00000043467
pygocentrus_nattereri ENSPNAG00000024890
ictalurus_punctatus ENSIPUG00000018241
danio_rerio ENSDARG00000062573
scleropages_formosus ENSSFOG00015019622
paramormyrops_kingsleyae ENSPKIG00000009477
lepisosteus_oculatus ENSLOCG00000003143
paramormyrops_kingsleyae ENSPKIG00000023489
latimeria_chalumnae ENSLACG00000015167
eptatretus_burgeri ENSEBUG00000008836
apteryx_haastii ENSAHAG00000004879
apteryx_owenii ENSAOWG00000018143
apteryx_rowi ENSARWG00000006241
dromaius_novaehollandiae ENSDNVG00000005744
nothoprocta_perdicaria ENSNPEG00000003424
calidris_pygmaea ENSCPGG00000005756
calidris_pugnax ENSCPUG00000012548
manacus_vitellinus ENSMVIG00005008914
lepidothrix_coronata ENSLCOG00000014924
junco_hyemalis ENSJHYG00000000799
zonotrichia_albicollis ENSZALG00000003998
serinus_canaria ENSSCAG00000004310
parus_major ENSPMJG00000018853
ficedula_albicollis ENSFALG00000013761
lonchura_striata_domestica ENSLSDG00000010055
taeniopygia_guttata ENSTGUG00000003301
melopsittacus_undulatus ENSMUNG00000008625
anser_brachyrhynchus ENSABRG00000007159
anas_platyrhynchos_platyrhynchos ENSAPLG00000012554
gallus_gallus ENSGALG00000001028
coturnix_japonica ENSCJPG00005004317
meleagris_gallopavo ENSMGAG00000001975
numida_meleagris ENSNMEG00000012581
crocodylus_porosus ENSCPRG00005008034
gopherus_agassizii ENSGAGG00000008558
chelonoidis_abingdonii ENSCABG00000007495
chrysemys_picta_bellii ENSCPBG00000009022
pelodiscus_sinensis ENSPSIG00000008325
pogona_vitticeps ENSPVIG00000009427
anolis_carolinensis ENSACAG00000000579
notechis_scutatus ENSNSUG00000006046
salvator_merianae ENSSMRG00000008809
sphenodon_punctatus ENSSPUG00000001546
pan_paniscus ENSPPAG00000034421
pan_troglodytes ENSPTRG00000034322
homo_sapiens ENSG00000108375
homo_sapiens ENSG00000285897
gorilla_gorilla ENSGGOG00000007236
pongo_abelii ENSPPYG00000008232
nomascus_leucogenys ENSNLEG00000008171
macaca_fascicularis ENSMFAG00000044879
macaca_mulatta ENSMMUG00000007004
macaca_nemestrina ENSMNEG00000034927
cercocebus_atys ENSCATG00000034394
mandrillus_leucophaeus ENSMLEG00000042855
papio_anubis ENSPANG00000022282
theropithecus_gelada ENSTGEG00000022650
chlorocebus_sabaeus ENSCSAG00000005765
rhinopithecus_bieti ENSRBIG00000035536
rhinopithecus_roxellana ENSRROG00000008024
piliocolobus_tephrosceles ENSPTEG00000039183
colobus_angolensis_palliatus ENSCANG00000032180
cebus_capucinus_imitator ENSCCAG00000023390
callithrix_jacchus ENSCJAG00000017375
saimiri_boliviensis_boliviensis ENSSBOG00000018957
aotus_nancymaae ENSANAG00000026242
carlito_syrichta ENSTSYG00000035314
propithecus_coquereli ENSPCOG00000000866
prolemur_simus ENSPSMG00000003985
microcebus_murinus ENSMICG00000026858
otolemur_garnettii ENSOGAG00000004919
tupaia_belangeri ENSTBEG00000016428
chinchilla_lanigera ENSCLAG00000014018
octodon_degus ENSODEG00000012069
cavia_porcellus ENSCPOG00000003428
cavia_aperea ENSCAPG00000005771
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019319
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005118
fukomys_damarensis ENSFDAG00000020946
ictidomys_tridecemlineatus ENSSTOG00000022084
spermophilus_dauricus ENSSDAG00000020479
urocitellus_parryii ENSUPAG00010013925
marmota_marmota_marmota ENSMMMG00000020444
castor_canadensis ENSCCNG00000023092
dipodomys_ordii ENSDORG00000025644
mus_spicilegus ENSMSIG00000026376
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034177
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017781
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016934
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018063
rattus_norvegicus ENSRNOG00000007606
meriones_unguiculatus ENSMUGG00000025518
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019885
cricetulus_griseus_crigri_1.0 ENSCGRG00000015029
cricetulus_griseus_crigri-picr ENSCGRG00015006606
mesocricetus_auratus ENSMAUG00000020129
microtus_ochrogaster ENSMOCG00000013820
peromyscus_maniculatus_bairdii ENSPEMG00000018917
nannospalax_galili ENSNGAG00000005341
jaculus_jaculus ENSJJAG00000008248
oryctolagus_cuniculus ENSOCUG00000009729
pteropus_vampyrus ENSPVAG00000002321
myotis_lucifugus ENSMLUG00000006124
ursus_americanus ENSUAMG00000005161
ursus_maritimus ENSUMAG00000022803
ailuropoda_melanoleuca ENSAMEG00000011678
mustela_putorius_furo ENSMPUG00000015324
neovison_vison ENSNVIG00000012990
canis_lupus_dingo ENSCAFG00020025807
canis_lupus_familiaris ENSCAFG00000017526
vulpes_vulpes ENSVVUG00000012529
panthera_tigris_altaica ENSPTIG00000007187
panthera_pardus ENSPPRG00000011961
felis_catus ENSFCAG00000012267
sorex_araneus ENSSARG00000012754
erinaceus_europaeus ENSEEUG00000012284
equus_caballus ENSECAG00000017737
equus_asinus_asinus ENSEASG00005002784
capra_hircus ENSCHIG00000011757
ovis_aries ENSOARG00000010239
bos_taurus ENSBTAG00000020119
bos_mutus ENSBMUG00000020712
bison_bison_bison ENSBBBG00000011855
tursiops_truncatus ENSTTRG00000006850
sus_scrofa ENSSSCG00000017640
loxodonta_africana ENSLAFG00000022044
procavia_capensis ENSPCAG00000011248
echinops_telfairi ENSETEG00000014188
dasypus_novemcinctus ENSDNOG00000014854
phascolarctos_cinereus ENSPCIG00000015607
notamacropus_eugenii ENSMEUG00000010176
sarcophilus_harrisii ENSSHAG00000010642
monodelphis_domestica ENSMODG00000014712
ornithorhynchus_anatinus ENSOANG00000004578
latimeria_chalumnae ENSLACG00000016277
paramormyrops_kingsleyae ENSPKIG00000016965
scleropages_formosus ENSSFOG00015000547
mastacembelus_armatus ENSMAMG00000006268
monopterus_albus ENSMALG00000013118
anabas_testudineus ENSATEG00000005342
scophthalmus_maximus ENSSMAG00000000408
cynoglossus_semilaevis ENSCSEG00000010880
seriola_dumerili ENSSDUG00000017604
seriola_lalandi_dorsalis ENSSLDG00000019787
tetraodon_nigroviridis ENSTNIG00000008555
takifugu_rubripes ENSTRUG00000022613
mola_mola ENSMMOG00000005409
labrus_bergylta ENSLBEG00000005976
amphiprion_ocellaris ENSAOCG00000022381
amphiprion_percula ENSAPEG00000013140
acanthochromis_polyacanthus ENSAPOG00000006808
stegastes_partitus ENSSPAG00000017881
maylandia_zebra ENSMZEG00005023788
pundamilia_nyererei ENSPNYG00000016870
haplochromis_burtoni ENSHBUG00000022487
astatotilapia_calliptera ENSACLG00000005743
neolamprologus_brichardi ENSNBRG00000016111
amphilophus_citrinellus ENSACIG00000012093
fundulus_heteroclitus ENSFHEG00000009132
cyprinodon_variegatus ENSCVAG00000014156
xiphophorus_maculatus ENSXMAG00000005632
xiphophorus_couchianus ENSXCOG00000005654
gambusia_affinis ENSGAFG00000014141
poecilia_formosa ENSPFOG00000018413
poecilia_mexicana ENSPMEG00000011860
poecilia_reticulata ENSPREG00000008005
poecilia_latipinna ENSPLAG00000012478
kryptolebias_marmoratus ENSKMAG00000013104
oryzias_latipes_asm223467v1 ENSORLG00000011102
oryzias_latipes_asm223471v1 ENSORLG00020018875
oryzias_latipes_asm223469v1 ENSORLG00015001854
oryzias_melastigma ENSOMEG00000009139
hippocampus_comes ENSHCOG00000010722
periophthalmus_magnuspinnatus ENSPMGG00000013551
gadus_morhua ENSGMOG00000013786
esox_lucius ENSELUG00000019770
astyanax_mexicanus ENSAMXG00000015935
pygocentrus_nattereri ENSPNAG00000029680
ictalurus_punctatus ENSIPUG00000012016
lepisosteus_oculatus ENSLOCG00000003019
eptatretus_burgeri ENSEBUG00000015853
ciona_savignyi ENSCSAVG00000008182
ciona_intestinalis ENSCING00000000249
