tetraodon_nigroviridis ENSTNIG00000014493
meleagris_gallopavo ENSMGAG00000014734
numida_meleagris ENSNMEG00000015750
manacus_vitellinus ENSMVIG00005014888
lepidothrix_coronata ENSLCOG00000015166
lonchura_striata_domestica ENSLSDG00000015640
taeniopygia_guttata ENSTGUG00000010753
serinus_canaria ENSSCAG00000016283
junco_hyemalis ENSJHYG00000018021
zonotrichia_albicollis ENSZALG00000017278
ficedula_albicollis ENSFALG00000004188
parus_major ENSPMJG00000000655
cyanistes_caeruleus ENSCCEG00000018535
melopsittacus_undulatus ENSMUNG00000002923
calidris_pugnax ENSCPUG00000007021
calidris_pygmaea ENSCPGG00000006635
anolis_carolinensis ENSACAG00000005842
pogona_vitticeps ENSPVIG00000021812
notechis_scutatus ENSNSUG00000007348
salvator_merianae ENSSMRG00000022466
sphenodon_punctatus ENSSPUG00000013610
phascolarctos_cinereus ENSPCIG00000003460
notamacropus_eugenii ENSMEUG00000006563
sarcophilus_harrisii ENSSHAG00000009716
monodelphis_domestica ENSMODG00000000060
dasypus_novemcinctus ENSDNOG00000046950
choloepus_hoffmanni ENSCHOG00000013314
pteropus_vampyrus ENSPVAG00000011578
myotis_lucifugus ENSMLUG00000017146
equus_caballus ENSECAG00000005751
equus_asinus_asinus ENSEASG00005018708
tursiops_truncatus ENSTTRG00000007858
sus_scrofa ENSSSCG00000038044
bos_mutus ENSBMUG00000016420
bos_taurus ENSBTAG00000013341
bison_bison_bison ENSBBBG00000006005
ovis_aries ENSOARG00000008304
capra_hircus ENSCHIG00000014428
vicugna_pacos ENSVPAG00000003592
ursus_maritimus ENSUMAG00000019102
ursus_americanus ENSUAMG00000001098
ailuropoda_melanoleuca ENSAMEG00000005507
mustela_putorius_furo ENSMPUG00000001168
neovison_vison ENSNVIG00000015015
canis_lupus_familiaris ENSCAFG00000011113
canis_lupus_dingo ENSCAFG00020001554
vulpes_vulpes ENSVVUG00000007824
panthera_pardus ENSPPRG00000020211
panthera_tigris_altaica ENSPTIG00000005764
felis_catus ENSFCAG00000010296
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000373
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005183
chinchilla_lanigera ENSCLAG00000000399
marmota_marmota_marmota ENSMMMG00000004507
urocitellus_parryii ENSUPAG00010020271
spermophilus_dauricus ENSSDAG00000011101
spermophilus_dauricus ENSSDAG00000011127
spermophilus_dauricus ENSSDAG00000011093
castor_canadensis ENSCCNG00000018658
tupaia_belangeri ENSTBEG00000003573
prolemur_simus ENSPSMG00000005968
propithecus_coquereli ENSPCOG00000027345
microcebus_murinus ENSMICG00000015522
otolemur_garnettii ENSOGAG00000005704
pan_paniscus ENSPPAG00000042652
pan_troglodytes ENSPTRG00000021625
homo_sapiens ENSG00000056998
gorilla_gorilla ENSGGOG00000007538
pongo_abelii ENSPPYG00000020092
nomascus_leucogenys ENSNLEG00000008481
colobus_angolensis_palliatus ENSCANG00000034408
piliocolobus_tephrosceles ENSPTEG00000002547
rhinopithecus_roxellana ENSRROG00000035576
rhinopithecus_bieti ENSRBIG00000039385
macaca_mulatta ENSMMUG00000003932
macaca_fascicularis ENSMFAG00000042152
macaca_nemestrina ENSMNEG00000036649
papio_anubis ENSPANG00000017943
theropithecus_gelada ENSTGEG00000012480
mandrillus_leucophaeus ENSMLEG00000038126
cercocebus_atys ENSCATG00000041872
chlorocebus_sabaeus ENSCSAG00000015665
cebus_capucinus_imitator ENSCCAG00000021467
saimiri_boliviensis_boliviensis ENSSBOG00000011063
callithrix_jacchus ENSCJAG00000015757
aotus_nancymaae ENSANAG00000027736
carlito_syrichta ENSTSYG00000027161
loxodonta_africana ENSLAFG00000000614
echinops_telfairi ENSETEG00000004115
ornithorhynchus_anatinus ENSOANG00000010514
xenopus_tropicalis ENSXETG00000005003
latimeria_chalumnae ENSLACG00000007047
eptatretus_burgeri ENSEBUG00000009215
eptatretus_burgeri ENSEBUG00000009296
ciona_savignyi ENSCSAVG00000011702
ciona_intestinalis ENSCING00000021053
