spermophilus_dauricus ENSSDAG00000008799
mustela_putorius_furo ENSMPUG00000019416
neovison_vison ENSNVIG00000001665
ursus_maritimus ENSUMAG00000014753
ursus_americanus ENSUAMG00000009849
ailuropoda_melanoleuca ENSAMEG00000018925
canis_lupus_familiaris ENSCAFG00000004802
canis_lupus_dingo ENSCAFG00020018170
vulpes_vulpes ENSVVUG00000028760
panthera_pardus ENSPPRG00000009810
felis_catus ENSFCAG00000034478
equus_asinus_asinus ENSEASG00005015711
equus_caballus ENSECAG00000001410
peromyscus_maniculatus_bairdii ENSPEMG00000015250
microtus_ochrogaster ENSMOCG00000004494
cricetulus_griseus_crigri_1.0 ENSCGRG00000019792
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022213
cricetulus_griseus_crigri-picr ENSCGRG00015028392
mesocricetus_auratus ENSMAUG00000004183
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043881
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019540
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020436
mus_spicilegus ENSMSIG00000004721
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030558
meriones_unguiculatus ENSMUGG00000016458
cricetulus_griseus_crigri-picr ENSCGRG00015003819
cricetulus_griseus_crigri-picr ENSCGRG00015028391
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000650
mesocricetus_auratus ENSMAUG00000000372
mus_spicilegus ENSMSIG00000004735
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075502
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019541
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030559
rattus_norvegicus ENSRNOG00000047604
rattus_norvegicus ENSRNOG00000011657
nannospalax_galili ENSNGAG00000011545
nannospalax_galili ENSNGAG00000012119
jaculus_jaculus ENSJJAG00000001187
dipodomys_ordii ENSDORG00000023750
castor_canadensis ENSCCNG00000030564
chinchilla_lanigera ENSCLAG00000017423
cavia_porcellus ENSCPOG00000008898
octodon_degus ENSODEG00000019293
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020588
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020078
erinaceus_europaeus ENSEEUG00000015338
sorex_araneus ENSSARG00000002271
loxodonta_africana ENSLAFG00000017831
loxodonta_africana ENSLAFG00000009917
procavia_capensis ENSPCAG00000008735
dasypus_novemcinctus ENSDNOG00000010598
