calidris_pugnax ENSCPUG00000002786
oryzias_latipes_asm223467v1 ENSORLG00000015717
oryzias_melastigma ENSOMEG00000020187
cynoglossus_semilaevis ENSCSEG00000004476
hippocampus_comes ENSHCOG00000008035
periophthalmus_magnuspinnatus ENSPMGG00000022696
esox_lucius ENSELUG00000002973
paramormyrops_kingsleyae ENSPKIG00000004477
lepisosteus_oculatus ENSLOCG00000012134
eptatretus_burgeri ENSEBUG00000013456
ciona_savignyi ENSCSAVG00000008019
