dromaius_novaehollandiae ENSDNVG00000002400
peromyscus_maniculatus_bairdii ENSPEMG00000027632
microtus_ochrogaster ENSMOCG00000007202
nannospalax_galili ENSNGAG00000021811
cavia_aperea ENSCAPG00000007448
cavia_porcellus ENSCPOG00000031517
chinchilla_lanigera ENSCLAG00000009878
octodon_degus ENSODEG00000019978
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009766
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015384
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006073
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006519
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018659
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000437
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000042
fukomys_damarensis ENSFDAG00000016496
fukomys_damarensis ENSFDAG00000006118
neovison_vison ENSNVIG00000017294
mustela_putorius_furo ENSMPUG00000019927
ursus_americanus ENSUAMG00000027062
canis_lupus_familiaris ENSCAFG00000002634
canis_lupus_dingo ENSCAFG00020026406
vulpes_vulpes ENSVVUG00000005557
panthera_pardus ENSPPRG00000021153
panthera_tigris_altaica ENSPTIG00000008592
felis_catus ENSFCAG00000000215
bos_mutus ENSBMUG00000005137
bos_taurus ENSBTAG00000008987
bison_bison_bison ENSBBBG00000025463
ovis_aries ENSOARG00000016171
capra_hircus ENSCHIG00000002578
dasypus_novemcinctus ENSDNOG00000020011
equus_asinus_asinus ENSEASG00005003035
loxodonta_africana ENSLAFG00000015752
procavia_capensis ENSPCAG00000013047
notamacropus_eugenii ENSMEUG00000005981
phascolarctos_cinereus ENSPCIG00000026010
monodelphis_domestica ENSMODG00000023104
sarcophilus_harrisii ENSSHAG00000009203
pogona_vitticeps ENSPVIG00000006843
anolis_carolinensis ENSACAG00000004259
notechis_scutatus ENSNSUG00000015241
salvator_merianae ENSSMRG00000018467
xenopus_tropicalis ENSXETG00000022744
latimeria_chalumnae ENSLACG00000002644
lepisosteus_oculatus ENSLOCG00000017363
