dromaius_novaehollandiae ENSDNVG00000005044
cercocebus_atys ENSCATG00000011419
papio_anubis ENSPANG00000004609
macaca_nemestrina ENSMNEG00000043509
macaca_fascicularis ENSMFAG00000002078
chlorocebus_sabaeus ENSCSAG00000017401
mandrillus_leucophaeus ENSMLEG00000042852
callithrix_jacchus ENSCJAG00000044914
saimiri_boliviensis_boliviensis ENSSBOG00000021458
nomascus_leucogenys ENSNLEG00000035412
pan_paniscus ENSPPAG00000012872
aotus_nancymaae ENSANAG00000026611
carlito_syrichta ENSTSYG00000033634
ochotona_princeps ENSOPRG00000010576
capra_hircus ENSCHIG00000012958
ovis_aries ENSOARG00000008497
bos_taurus ENSBTAG00000019965
bos_mutus ENSBMUG00000023733
tursiops_truncatus ENSTTRG00000008998
sus_scrofa ENSSSCG00000009564
ailuropoda_melanoleuca ENSAMEG00000004534
ursus_americanus ENSUAMG00000011702
neovison_vison ENSNVIG00000020936
mustela_putorius_furo ENSMPUG00000009216
canis_lupus_familiaris ENSCAFG00000032408
canis_lupus_dingo ENSCAFG00020015947
vulpes_vulpes ENSVVUG00000013582
panthera_pardus ENSPPRG00000012455
panthera_tigris_altaica ENSPTIG00000016900
felis_catus ENSFCAG00000006900
equus_caballus ENSECAG00000031501
equus_asinus_asinus ENSEASG00005021901
pteropus_vampyrus ENSPVAG00000015441
myotis_lucifugus ENSMLUG00000007643
ornithorhynchus_anatinus ENSOANG00000015644
xenopus_tropicalis ENSXETG00000013827
latimeria_chalumnae ENSLACG00000013997
astyanax_mexicanus ENSAMXG00000021588
pygocentrus_nattereri ENSPNAG00000007387
danio_rerio ENSDARG00000076050
xiphophorus_maculatus ENSXMAG00000010897
xiphophorus_couchianus ENSXCOG00000012864
poecilia_mexicana ENSPMEG00000021345
poecilia_formosa ENSPFOG00000014145
poecilia_latipinna ENSPLAG00000011891
poecilia_reticulata ENSPREG00000018295
gambusia_affinis ENSGAFG00000006714
cyprinodon_variegatus ENSCVAG00000017822
oryzias_latipes_asm223467v1 ENSORLG00000030491
oryzias_latipes_asm223469v1 ENSORLG00015022234
oryzias_latipes_asm223471v1 ENSORLG00020014164
oryzias_melastigma ENSOMEG00000003449
gasterosteus_aculeatus ENSGACG00000007587
labrus_bergylta ENSLBEG00000027057
maylandia_zebra ENSMZEG00005008241
maylandia_zebra ENSMZEG00005008229
pundamilia_nyererei ENSPNYG00000012342
neolamprologus_brichardi ENSNBRG00000003559
haplochromis_burtoni ENSHBUG00000014450
oreochromis_niloticus ENSONIG00000005675
amphilophus_citrinellus ENSACIG00000012136
anabas_testudineus ENSATEG00000005478
acanthochromis_polyacanthus ENSAPOG00000020838
stegastes_partitus ENSSPAG00000011092
amphiprion_percula ENSAPEG00000018487
amphiprion_ocellaris ENSAOCG00000018732
seriola_lalandi_dorsalis ENSSLDG00000009292
seriola_dumerili ENSSDUG00000020768
scophthalmus_maximus ENSSMAG00000020086
periophthalmus_magnuspinnatus ENSPMGG00000010344
gadus_morhua ENSGMOG00000007410
esox_lucius ENSELUG00000001446
scleropages_formosus ENSSFOG00015017219
paramormyrops_kingsleyae ENSPKIG00000014934
lepisosteus_oculatus ENSLOCG00000008084
