dasypus_novemcinctus ENSDNOG00000003655
calidris_pygmaea ENSCPGG00000012591
calidris_pugnax ENSCPUG00000012461
apteryx_haastii ENSAHAG00000009413
apteryx_owenii ENSAOWG00000018124
apteryx_rowi ENSARWG00000013113
dromaius_novaehollandiae ENSDNVG00000009856
nothoprocta_perdicaria ENSNPEG00000013118
crocodylus_porosus ENSCPRG00005015696
gopherus_agassizii ENSGAGG00000023641
chelonoidis_abingdonii ENSCABG00000005412
chrysemys_picta_bellii ENSCPBG00000005223
pelodiscus_sinensis ENSPSIG00000015179
pogona_vitticeps ENSPVIG00000023752
notechis_scutatus ENSNSUG00000017787
salvator_merianae ENSSMRG00000023008
sphenodon_punctatus ENSSPUG00000010449
latimeria_chalumnae ENSLACG00000009118
ornithorhynchus_anatinus ENSOANG00000014743
monodelphis_domestica ENSMODG00000022844
lepisosteus_oculatus ENSLOCG00000006832
