monodelphis_domestica ENSMODG00000001847
gopherus_agassizii ENSGAGG00000018654
chrysemys_picta_bellii ENSCPBG00000020623
pelodiscus_sinensis ENSPSIG00000009001
xenopus_tropicalis ENSXETG00000017487
paramormyrops_kingsleyae ENSPKIG00000024320
paramormyrops_kingsleyae ENSPKIG00000019977
scleropages_formosus ENSSFOG00015001253
pygocentrus_nattereri ENSPNAG00000010818
astyanax_mexicanus ENSAMXG00000020533
ictalurus_punctatus ENSIPUG00000007294
danio_rerio ENSDARG00000036929
fundulus_heteroclitus ENSFHEG00000012450
cyprinodon_variegatus ENSCVAG00000002402
poecilia_formosa ENSPFOG00000001029
poecilia_latipinna ENSPLAG00000000030
poecilia_mexicana ENSPMEG00000021473
poecilia_reticulata ENSPREG00000021181
xiphophorus_maculatus ENSXMAG00000001260
xiphophorus_couchianus ENSXCOG00000019183
gambusia_affinis ENSGAFG00000002330
kryptolebias_marmoratus ENSKMAG00000008173
maylandia_zebra ENSMZEG00005027070
astatotilapia_calliptera ENSACLG00000012835
pundamilia_nyererei ENSPNYG00000023807
haplochromis_burtoni ENSHBUG00000020514
neolamprologus_brichardi ENSNBRG00000000281
oreochromis_niloticus ENSONIG00000007225
amphilophus_citrinellus ENSACIG00000011021
amphiprion_percula ENSAPEG00000010585
amphiprion_ocellaris ENSAOCG00000013059
acanthochromis_polyacanthus ENSAPOG00000012498
stegastes_partitus ENSSPAG00000007803
mastacembelus_armatus ENSMAMG00000019937
monopterus_albus ENSMALG00000010123
anabas_testudineus ENSATEG00000013738
takifugu_rubripes ENSTRUG00000004057
tetraodon_nigroviridis ENSTNIG00000004932
mola_mola ENSMMOG00000016210
seriola_dumerili ENSSDUG00000013943
seriola_lalandi_dorsalis ENSSLDG00000019456
oryzias_latipes_asm223467v1 ENSORLG00000029345
oryzias_latipes_asm223469v1 ENSORLG00015007289
oryzias_latipes_asm223471v1 ENSORLG00020013970
oryzias_melastigma ENSOMEG00000012924
labrus_bergylta ENSLBEG00000024649
gasterosteus_aculeatus ENSGACG00000009551
scophthalmus_maximus ENSSMAG00000013507
cynoglossus_semilaevis ENSCSEG00000018013
hippocampus_comes ENSHCOG00000018198
periophthalmus_magnuspinnatus ENSPMGG00000023405
gadus_morhua ENSGMOG00000003677
esox_lucius ENSELUG00000017574
lepisosteus_oculatus ENSLOCG00000009007
latimeria_chalumnae ENSLACG00000000423
melopsittacus_undulatus ENSMUNG00000016728
eptatretus_burgeri ENSEBUG00000016119
ciona_savignyi ENSCSAVG00000005141
ciona_intestinalis ENSCING00000013137
drosophila_melanogaster FBgn0039668
