ovis_aries ENSOARG00000012664
cavia_aperea ENSCAPG00000016851
oryctolagus_cuniculus ENSOCUG00000014880
homo_sapiens ENSG00000022840
gorilla_gorilla ENSGGOG00000013495
pan_troglodytes ENSPTRG00000005541
pan_paniscus ENSPPAG00000039341
pongo_abelii ENSPPYG00000005035
nomascus_leucogenys ENSNLEG00000015728
theropithecus_gelada ENSTGEG00000023335
mandrillus_leucophaeus ENSMLEG00000032832
macaca_fascicularis ENSMFAG00000041159
macaca_mulatta ENSMMUG00000004223
macaca_nemestrina ENSMNEG00000034195
papio_anubis ENSPANG00000004868
chlorocebus_sabaeus ENSCSAG00000002250
cercocebus_atys ENSCATG00000035849
colobus_angolensis_palliatus ENSCANG00000036457
piliocolobus_tephrosceles ENSPTEG00000000422
rhinopithecus_bieti ENSRBIG00000028311
rhinopithecus_roxellana ENSRROG00000035200
saimiri_boliviensis_boliviensis ENSSBOG00000018787
callithrix_jacchus ENSCJAG00000001219
cebus_capucinus_imitator ENSCCAG00000025089
aotus_nancymaae ENSANAG00000021356
ochotona_princeps ENSOPRG00000004291
tupaia_belangeri ENSTBEG00000009469
erinaceus_europaeus ENSEEUG00000013782
sorex_araneus ENSSARG00000005513
myotis_lucifugus ENSMLUG00000014644
choloepus_hoffmanni ENSCHOG00000013963
echinops_telfairi ENSETEG00000009277
phascolarctos_cinereus ENSPCIG00000025990
notamacropus_eugenii ENSMEUG00000015278
sarcophilus_harrisii ENSSHAG00000003217
monodelphis_domestica ENSMODG00000003111
ornithorhynchus_anatinus ENSOANG00000001790
ornithorhynchus_anatinus ENSOANG00000003783
anolis_carolinensis ENSACAG00000002995
pogona_vitticeps ENSPVIG00000010525
notechis_scutatus ENSNSUG00000019414
salvator_merianae ENSSMRG00000005636
sphenodon_punctatus ENSSPUG00000015562
parus_major ENSPMJG00000017936
cyanistes_caeruleus ENSCCEG00000021605
ficedula_albicollis ENSFALG00000007534
serinus_canaria ENSSCAG00000003960
junco_hyemalis ENSJHYG00000009632
zonotrichia_albicollis ENSZALG00000014335
lonchura_striata_domestica ENSLSDG00000000946
taeniopygia_guttata ENSTGUG00000009579
lepidothrix_coronata ENSLCOG00000015037
manacus_vitellinus ENSMVIG00005005567
melopsittacus_undulatus ENSMUNG00000013452
calidris_pygmaea ENSCPGG00000018348
calidris_pugnax ENSCPUG00000010020
anas_platyrhynchos_platyrhynchos ENSAPLG00000015268
anser_brachyrhynchus ENSABRG00000016061
meleagris_gallopavo ENSMGAG00000008666
gallus_gallus ENSGALG00000036417
coturnix_japonica ENSCJPG00005013353
numida_meleagris ENSNMEG00000022569
apteryx_rowi ENSARWG00000003832
apteryx_haastii ENSAHAG00000002520
apteryx_owenii ENSAOWG00000011188
dromaius_novaehollandiae ENSDNVG00000009302
nothoprocta_perdicaria ENSNPEG00000006574
crocodylus_porosus ENSCPRG00005004840
chelonoidis_abingdonii ENSCABG00000018946
gopherus_agassizii ENSGAGG00000016008
chrysemys_picta_bellii ENSCPBG00000011324
pelodiscus_sinensis ENSPSIG00000013162
xenopus_tropicalis ENSXETG00000012226
latimeria_chalumnae ENSLACG00000018192
paramormyrops_kingsleyae ENSPKIG00000025140
scleropages_formosus ENSSFOG00015005682
tetraodon_nigroviridis ENSTNIG00000002039
takifugu_rubripes ENSTRUG00000016119
mola_mola ENSMMOG00000010467
labrus_bergylta ENSLBEG00000008558
gasterosteus_aculeatus ENSGACG00000012715
seriola_dumerili ENSSDUG00000001298
seriola_lalandi_dorsalis ENSSLDG00000017049
scophthalmus_maximus ENSSMAG00000018893
monopterus_albus ENSMALG00000017743
anabas_testudineus ENSATEG00000016638
mastacembelus_armatus ENSMAMG00000002094
xiphophorus_maculatus ENSXMAG00000025135
xiphophorus_couchianus ENSXCOG00000007874
poecilia_latipinna ENSPLAG00000000329
poecilia_formosa ENSPFOG00000012846
poecilia_mexicana ENSPMEG00000003095
poecilia_reticulata ENSPREG00000020128
gambusia_affinis ENSGAFG00000005971
fundulus_heteroclitus ENSFHEG00000000551
cyprinodon_variegatus ENSCVAG00000017576
kryptolebias_marmoratus ENSKMAG00000011102
oryzias_latipes_asm223469v1 ENSORLG00015013514
oryzias_latipes_asm223471v1 ENSORLG00020001165
oryzias_latipes_asm223467v1 ENSORLG00000014788
oryzias_melastigma ENSOMEG00000017788
astatotilapia_calliptera ENSACLG00000021079
haplochromis_burtoni ENSHBUG00000011694
maylandia_zebra ENSMZEG00005018870
pundamilia_nyererei ENSPNYG00000002711
neolamprologus_brichardi ENSNBRG00000001054
oreochromis_niloticus ENSONIG00000011167
amphilophus_citrinellus ENSACIG00000018417
amphiprion_percula ENSAPEG00000006746
amphiprion_ocellaris ENSAOCG00000009172
acanthochromis_polyacanthus ENSAPOG00000023717
stegastes_partitus ENSSPAG00000015279
hippocampus_comes ENSHCOG00000011802
periophthalmus_magnuspinnatus ENSPMGG00000000817
cynoglossus_semilaevis ENSCSEG00000011117
gadus_morhua ENSGMOG00000001081
esox_lucius ENSELUG00000023434
pygocentrus_nattereri ENSPNAG00000012676
astyanax_mexicanus ENSAMXG00000019487
ictalurus_punctatus ENSIPUG00000003468
danio_rerio ENSDARG00000079687
lepisosteus_oculatus ENSLOCG00000002934
petromyzon_marinus ENSPMAG00000004101
ciona_savignyi ENSCSAVG00000007777
ciona_intestinalis ENSCING00000002723
drosophila_melanogaster FBgn0035232
saccharomyces_cerevisiae_strain_s288c YLR427W
