seriola_lalandi_dorsalis ENSSLDG00000005292
prolemur_simus ENSPSMG00000022331
otolemur_garnettii ENSOGAG00000029627
homo_sapiens ENSG00000185049
gorilla_gorilla ENSGGOG00000014161
pan_troglodytes ENSPTRG00000015840
pan_paniscus ENSPPAG00000039571
pongo_abelii ENSPPYG00000014535
piliocolobus_tephrosceles ENSPTEG00000019947
colobus_angolensis_palliatus ENSCANG00000038657
rhinopithecus_roxellana ENSRROG00000040024
rhinopithecus_bieti ENSRBIG00000031633
macaca_fascicularis ENSMFAG00000035742
macaca_mulatta ENSMMUG00000009944
macaca_nemestrina ENSMNEG00000029249
mandrillus_leucophaeus ENSMLEG00000031010
cercocebus_atys ENSCATG00000036998
theropithecus_gelada ENSTGEG00000021206
papio_anubis ENSPANG00000019016
chlorocebus_sabaeus ENSCSAG00000015669
saimiri_boliviensis_boliviensis ENSSBOG00000024481
cebus_capucinus_imitator ENSCCAG00000025280
callithrix_jacchus ENSCJAG00000039975
aotus_nancymaae ENSANAG00000027096
tupaia_belangeri ENSTBEG00000014722
urocitellus_parryii ENSUPAG00010001867
ictidomys_tridecemlineatus ENSSTOG00000003421
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004622
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015397
fukomys_damarensis ENSFDAG00000019501
chinchilla_lanigera ENSCLAG00000012299
cavia_porcellus ENSCPOG00000019715
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029111
mus_spicilegus ENSMSIG00000021131
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028119
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027123
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016907
rattus_norvegicus ENSRNOG00000015474
meriones_unguiculatus ENSMUGG00000017149
meriones_unguiculatus ENSMUGG00000017140
microtus_ochrogaster ENSMOCG00000000669
peromyscus_maniculatus_bairdii ENSPEMG00000016134
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018745
cricetulus_griseus_crigri-picr ENSCGRG00015026868
cricetulus_griseus_crigri_1.0 ENSCGRG00000004074
mesocricetus_auratus ENSMAUG00000022097
nannospalax_galili ENSNGAG00000023963
jaculus_jaculus ENSJJAG00000024237
castor_canadensis ENSCCNG00000013396
canis_lupus_dingo ENSCAFG00020012377
canis_lupus_familiaris ENSCAFG00000014927
vulpes_vulpes ENSVVUG00000023825
mustela_putorius_furo ENSMPUG00000011031
neovison_vison ENSNVIG00000000511
panthera_pardus ENSPPRG00000003777
capra_hircus ENSCHIG00000018283
bos_taurus ENSBTAG00000017921
sus_scrofa ENSSSCG00000008681
equus_asinus_asinus ENSEASG00005022732
equus_caballus ENSECAG00000010240
pteropus_vampyrus ENSPVAG00000000849
sorex_araneus ENSSARG00000001141
felis_catus ENSFCAG00000010623
panthera_tigris_altaica ENSPTIG00000017223
tursiops_truncatus ENSTTRG00000013718
nomascus_leucogenys ENSNLEG00000000120
dasypus_novemcinctus ENSDNOG00000041985
loxodonta_africana ENSLAFG00000008168
echinops_telfairi ENSETEG00000017376
saimiri_boliviensis_boliviensis ENSSBOG00000026318
carlito_syrichta ENSTSYG00000027007
marmota_marmota_marmota ENSMMMG00000010244
spermophilus_dauricus ENSSDAG00000013489
dipodomys_ordii ENSDORG00000013103
octodon_degus ENSODEG00000011122
cavia_aperea ENSCAPG00000017044
ursus_americanus ENSUAMG00000003361
ursus_maritimus ENSUMAG00000006418
ailuropoda_melanoleuca ENSAMEG00000014240
myotis_lucifugus ENSMLUG00000011875
bos_mutus ENSBMUG00000019729
ovis_aries ENSOARG00000015622
erinaceus_europaeus ENSEEUG00000015116
procavia_capensis ENSPCAG00000006671
ornithorhynchus_anatinus ENSOANG00000006308
pogona_vitticeps ENSPVIG00000014425
anolis_carolinensis ENSACAG00000007827
notechis_scutatus ENSNSUG00000019840
salvator_merianae ENSSMRG00000022773
sphenodon_punctatus ENSSPUG00000015899
anser_brachyrhynchus ENSABRG00000008734
anas_platyrhynchos_platyrhynchos ENSAPLG00000004120
gallus_gallus ENSGALG00000015699
coturnix_japonica ENSCJPG00005000857
meleagris_gallopavo ENSMGAG00000013044
numida_meleagris ENSNMEG00000020044
calidris_pygmaea ENSCPGG00000009295
calidris_pugnax ENSCPUG00000007571
melopsittacus_undulatus ENSMUNG00000000162
manacus_vitellinus ENSMVIG00005001528
lepidothrix_coronata ENSLCOG00000013557
taeniopygia_guttata ENSTGUG00000010548
lonchura_striata_domestica ENSLSDG00000017919
serinus_canaria ENSSCAG00000015311
zonotrichia_albicollis ENSZALG00000007530
junco_hyemalis ENSJHYG00000018249
ficedula_albicollis ENSFALG00000009905
cyanistes_caeruleus ENSCCEG00000023574
cyanistes_caeruleus ENSCCEG00000023572
parus_major ENSPMJG00000016751
apteryx_haastii ENSAHAG00000005090
apteryx_owenii ENSAOWG00000007462
apteryx_rowi ENSARWG00000012462
dromaius_novaehollandiae ENSDNVG00000013057
nothoprocta_perdicaria ENSNPEG00000001366
crocodylus_porosus ENSCPRG00005001509
gopherus_agassizii ENSGAGG00000022306
chelonoidis_abingdonii ENSCABG00000001029
chrysemys_picta_bellii ENSCPBG00000025095
pelodiscus_sinensis ENSPSIG00000017673
xenopus_tropicalis ENSXETG00000002392
gambusia_affinis ENSGAFG00000002942
gambusia_affinis ENSGAFG00000002924
eptatretus_burgeri ENSEBUG00000011109
petromyzon_marinus ENSPMAG00000000435
xiphophorus_maculatus ENSXMAG00000001766
labrus_bergylta ENSLBEG00000014966
bison_bison_bison ENSBBBG00000006040
phascolarctos_cinereus ENSPCIG00000027519
eptatretus_burgeri ENSEBUG00000014165
ciona_intestinalis ENSCING00000005154
ciona_savignyi ENSCSAVG00000003108
drosophila_melanogaster FBgn0038872
