monodelphis_domestica ENSMODG00000011201
capra_hircus ENSCHIG00000013113
ovis_aries ENSOARG00000004663
tursiops_truncatus ENSTTRG00000006750
sus_scrofa ENSSSCG00000032344
vicugna_pacos ENSVPAG00000006083
myotis_lucifugus ENSMLUG00000014199
pteropus_vampyrus ENSPVAG00000012438
choloepus_hoffmanni ENSCHOG00000004829
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032551
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033997
mus_spicilegus ENSMSIG00000022481
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032849
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015715
rattus_norvegicus ENSRNOG00000004135
meriones_unguiculatus ENSMUGG00000008571
microtus_ochrogaster ENSMOCG00000013106
microtus_ochrogaster ENSMOCG00000004021
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004520
cricetulus_griseus_crigri-picr ENSCGRG00015011697
cricetulus_griseus_crigri_1.0 ENSCGRG00000005763
mesocricetus_auratus ENSMAUG00000011864
nannospalax_galili ENSNGAG00000009069
nannospalax_galili ENSNGAG00000013870
jaculus_jaculus ENSJJAG00000018631
castor_canadensis ENSCCNG00000020281
ictidomys_tridecemlineatus ENSSTOG00000010817
urocitellus_parryii ENSUPAG00010011777
marmota_marmota_marmota ENSMMMG00000007921
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007377
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012135
fukomys_damarensis ENSFDAG00000001973
cavia_porcellus ENSCPOG00000030804
octodon_degus ENSODEG00000003422
chinchilla_lanigera ENSCLAG00000015286
oryctolagus_cuniculus ENSOCUG00000000929
erinaceus_europaeus ENSEEUG00000009002
dasypus_novemcinctus ENSDNOG00000007334
ornithorhynchus_anatinus ENSOANG00000030142
pogona_vitticeps ENSPVIG00000007294
anolis_carolinensis ENSACAG00000004405
notechis_scutatus ENSNSUG00000006693
salvator_merianae ENSSMRG00000016933
sphenodon_punctatus ENSSPUG00000011530
lonchura_striata_domestica ENSLSDG00000010549
taeniopygia_guttata ENSTGUG00000004815
serinus_canaria ENSSCAG00000002199
parus_major ENSPMJG00000010656
cyanistes_caeruleus ENSCCEG00000013113
junco_hyemalis ENSJHYG00000002124
zonotrichia_albicollis ENSZALG00000008135
ficedula_albicollis ENSFALG00000012217
manacus_vitellinus ENSMVIG00005012200
gallus_gallus ENSGALG00000035952
coturnix_japonica ENSCJPG00005004416
meleagris_gallopavo ENSMGAG00000011704
numida_meleagris ENSNMEG00000010757
anser_brachyrhynchus ENSABRG00000010337
calidris_pygmaea ENSCPGG00000013091
calidris_pugnax ENSCPUG00000009065
lepidothrix_coronata ENSLCOG00000011897
anas_platyrhynchos_platyrhynchos ENSAPLG00000017133
melopsittacus_undulatus ENSMUNG00000011524
apteryx_owenii ENSAOWG00000012394
apteryx_haastii ENSAHAG00000013690
apteryx_rowi ENSARWG00000008909
dromaius_novaehollandiae ENSDNVG00000001464
nothoprocta_perdicaria ENSNPEG00000002496
crocodylus_porosus ENSCPRG00005008529
chelonoidis_abingdonii ENSCABG00000019351
gopherus_agassizii ENSGAGG00000014261
chrysemys_picta_bellii ENSCPBG00000023259
pelodiscus_sinensis ENSPSIG00000006439
xenopus_tropicalis ENSXETG00000008498
latimeria_chalumnae ENSLACG00000013805
cynoglossus_semilaevis ENSCSEG00000002264
periophthalmus_magnuspinnatus ENSPMGG00000022848
oryzias_latipes_asm223471v1 ENSORLG00020022598
oryzias_latipes_asm223469v1 ENSORLG00015009034
oryzias_latipes_asm223467v1 ENSORLG00000004295
oryzias_melastigma ENSOMEG00000019710
amphiprion_ocellaris ENSAOCG00000003199
amphiprion_percula ENSAPEG00000006453
acanthochromis_polyacanthus ENSAPOG00000003948
stegastes_partitus ENSSPAG00000013125
kryptolebias_marmoratus ENSKMAG00000017466
neolamprologus_brichardi ENSNBRG00000011952
neolamprologus_brichardi ENSNBRG00000003997
maylandia_zebra ENSMZEG00005025387
astatotilapia_calliptera ENSACLG00000008690
haplochromis_burtoni ENSHBUG00000019828
pundamilia_nyererei ENSPNYG00000005658
oreochromis_niloticus ENSONIG00000013813
amphilophus_citrinellus ENSACIG00000005717
poecilia_formosa ENSPFOG00000009478
poecilia_latipinna ENSPLAG00000014475
poecilia_mexicana ENSPMEG00000022695
poecilia_reticulata ENSPREG00000011206
xiphophorus_couchianus ENSXCOG00000017103
fundulus_heteroclitus ENSFHEG00000008409
monopterus_albus ENSMALG00000013611
mastacembelus_armatus ENSMAMG00000004957
anabas_testudineus ENSATEG00000024894
seriola_lalandi_dorsalis ENSSLDG00000011151
seriola_dumerili ENSSDUG00000005023
labrus_bergylta ENSLBEG00000006522
labrus_bergylta ENSLBEG00000023488
takifugu_rubripes ENSTRUG00000025447
tetraodon_nigroviridis ENSTNIG00000006475
mola_mola ENSMMOG00000003104
gasterosteus_aculeatus ENSGACG00000003765
xiphophorus_maculatus ENSXMAG00000002659
gambusia_affinis ENSGAFG00000009856
cyprinodon_variegatus ENSCVAG00000011614
scophthalmus_maximus ENSSMAG00000013445
hippocampus_comes ENSHCOG00000021224
gadus_morhua ENSGMOG00000000096
esox_lucius ENSELUG00000002795
pygocentrus_nattereri ENSPNAG00000011349
astyanax_mexicanus ENSAMXG00000020405
ictalurus_punctatus ENSIPUG00000017840
danio_rerio ENSDARG00000029615
paramormyrops_kingsleyae ENSPKIG00000014317
scleropages_formosus ENSSFOG00015022450
lepisosteus_oculatus ENSLOCG00000002203
petromyzon_marinus ENSPMAG00000006504
eptatretus_burgeri ENSEBUG00000010199
ciona_intestinalis ENSCING00000021731
ciona_savignyi ENSCSAVG00000005393
drosophila_melanogaster FBgn0250911
caenorhabditis_elegans_strain_n2 WBGene00012029
