tursiops_truncatus ENSTTRG00000003212
gambusia_affinis ENSGAFG00000017199
fundulus_heteroclitus ENSFHEG00000005778
cyprinodon_variegatus ENSCVAG00000020143
kryptolebias_marmoratus ENSKMAG00000005243
seriola_lalandi_dorsalis ENSSLDG00000003898
seriola_dumerili ENSSDUG00000022545
cynoglossus_semilaevis ENSCSEG00000020101
monopterus_albus ENSMALG00000000123
mastacembelus_armatus ENSMAMG00000012147
periophthalmus_magnuspinnatus ENSPMGG00000012361
poecilia_latipinna ENSPLAG00000019458
anabas_testudineus ENSATEG00000022261
hippocampus_comes ENSHCOG00000006498
gadus_morhua ENSGMOG00000007403
esox_lucius ENSELUG00000023092
astyanax_mexicanus ENSAMXG00000026497
astyanax_mexicanus ENSAMXG00000043878
astyanax_mexicanus ENSAMXG00000029870
astyanax_mexicanus ENSAMXG00000019660
pygocentrus_nattereri ENSPNAG00000025577
ictalurus_punctatus ENSIPUG00000008708
danio_rerio ENSDARG00000052840
paramormyrops_kingsleyae ENSPKIG00000003139
scleropages_formosus ENSSFOG00015013736
lepisosteus_oculatus ENSLOCG00000006961
petromyzon_marinus ENSPMAG00000004237
eptatretus_burgeri ENSEBUG00000015074
ciona_intestinalis ENSCING00000021331
drosophila_melanogaster FBgn0031021
caenorhabditis_elegans_strain_n2 WBGene00003061
