mastacembelus_armatus ENSMAMG00000013035
nannospalax_galili ENSNGAG00000022906
jaculus_jaculus ENSJJAG00000014660
castor_canadensis ENSCCNG00000021302
cavia_aperea ENSCAPG00000013386
cavia_porcellus ENSCPOG00000024225
octodon_degus ENSODEG00000001788
chinchilla_lanigera ENSCLAG00000000433
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003159
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009657
fukomys_damarensis ENSFDAG00000016653
urocitellus_parryii ENSUPAG00010022444
spermophilus_dauricus ENSSDAG00000001677
ictidomys_tridecemlineatus ENSSTOG00000024997
marmota_marmota_marmota ENSMMMG00000019956
pteropus_vampyrus ENSPVAG00000000039
myotis_lucifugus ENSMLUG00000000395
ailuropoda_melanoleuca ENSAMEG00000012310
ursus_americanus ENSUAMG00000011588
mustela_putorius_furo ENSMPUG00000017685
neovison_vison ENSNVIG00000011681
canis_lupus_dingo ENSCAFG00020015207
canis_lupus_familiaris ENSCAFG00000005123
vulpes_vulpes ENSVVUG00000005678
panthera_pardus ENSPPRG00000002111
panthera_tigris_altaica ENSPTIG00000015020
felis_catus ENSFCAG00000004467
equus_asinus_asinus ENSEASG00005005318
equus_caballus ENSECAG00000017299
bos_taurus ENSBTAG00000019461
bos_mutus ENSBMUG00000022818
bison_bison_bison ENSBBBG00000017497
capra_hircus ENSCHIG00000021866
ovis_aries ENSOARG00000006843
tursiops_truncatus ENSTTRG00000007175
sus_scrofa ENSSSCG00000023228
dasypus_novemcinctus ENSDNOG00000000154
echinops_telfairi ENSETEG00000019794
dipodomys_ordii ENSDORG00000006700
ornithorhynchus_anatinus ENSOANG00000031379
xenopus_tropicalis ENSXETG00000002568
latimeria_chalumnae ENSLACG00000018766
eptatretus_burgeri ENSEBUG00000015002
lepisosteus_oculatus ENSLOCG00000014504
petromyzon_marinus ENSPMAG00000001960
