ovis_aries ENSOARG00000000200
tetraodon_nigroviridis ENSTNIG00000000288
gadus_morhua ENSGMOG00000019881
esox_lucius ENSELUG00000014659
paramormyrops_kingsleyae ENSPKIG00000023422
scleropages_formosus ENSSFOG00015022648
paramormyrops_kingsleyae ENSPKIG00000025156
scleropages_formosus ENSSFOG00015020490
monopterus_albus ENSMALG00000002167
mastacembelus_armatus ENSMAMG00000000597
anabas_testudineus ENSATEG00000001334
seriola_lalandi_dorsalis ENSSLDG00000021196
seriola_dumerili ENSSDUG00000010076
scophthalmus_maximus ENSSMAG00000005074
fundulus_heteroclitus ENSFHEG00000017011
cyprinodon_variegatus ENSCVAG00000014506
poecilia_formosa ENSPFOG00000017950
poecilia_latipinna ENSPLAG00000001961
poecilia_mexicana ENSPMEG00000019915
poecilia_reticulata ENSPREG00000000583
gambusia_affinis ENSGAFG00000001948
xiphophorus_couchianus ENSXCOG00000002069
xiphophorus_maculatus ENSXMAG00000017219
kryptolebias_marmoratus ENSKMAG00000001434
maylandia_zebra ENSMZEG00005002937
maylandia_zebra ENSMZEG00005006519
astatotilapia_calliptera ENSACLG00000021162
haplochromis_burtoni ENSHBUG00000016991
pundamilia_nyererei ENSPNYG00000005886
oreochromis_niloticus ENSONIG00000019645
neolamprologus_brichardi ENSNBRG00000014996
amphilophus_citrinellus ENSACIG00000020404
amphiprion_percula ENSAPEG00000019588
amphiprion_ocellaris ENSAOCG00000002465
acanthochromis_polyacanthus ENSAPOG00000007439
stegastes_partitus ENSSPAG00000013558
tetraodon_nigroviridis ENSTNIG00000007401
takifugu_rubripes ENSTRUG00000020419
mola_mola ENSMMOG00000004765
labrus_bergylta ENSLBEG00000000545
gasterosteus_aculeatus ENSGACG00000005479
cynoglossus_semilaevis ENSCSEG00000020271
hippocampus_comes ENSHCOG00000014233
periophthalmus_magnuspinnatus ENSPMGG00000018338
oryzias_latipes_asm223469v1 ENSORLG00015009621
oryzias_melastigma ENSOMEG00000010460
gadus_morhua ENSGMOG00000016767
esox_lucius ENSELUG00000006310
pygocentrus_nattereri ENSPNAG00000023175
astyanax_mexicanus ENSAMXG00000025985
ictalurus_punctatus ENSIPUG00000011773
danio_rerio ENSDARG00000059090
lepisosteus_oculatus ENSLOCG00000017755
monopterus_albus ENSMALG00000002152
mastacembelus_armatus ENSMAMG00000000606
anabas_testudineus ENSATEG00000001346
fundulus_heteroclitus ENSFHEG00000017027
cyprinodon_variegatus ENSCVAG00000014500
poecilia_latipinna ENSPLAG00000001931
poecilia_mexicana ENSPMEG00000019751
poecilia_formosa ENSPFOG00000023344
poecilia_reticulata ENSPREG00000000597
gambusia_affinis ENSGAFG00000001929
xiphophorus_maculatus ENSXMAG00000017216
xiphophorus_couchianus ENSXCOG00000002508
labrus_bergylta ENSLBEG00000000562
kryptolebias_marmoratus ENSKMAG00000001446
oryzias_melastigma ENSOMEG00000010478
astatotilapia_calliptera ENSACLG00000021119
maylandia_zebra ENSMZEG00005002944
haplochromis_burtoni ENSHBUG00000016973
pundamilia_nyererei ENSPNYG00000005863
neolamprologus_brichardi ENSNBRG00000015010
amphilophus_citrinellus ENSACIG00000020386
amphiprion_ocellaris ENSAOCG00000020663
acanthochromis_polyacanthus ENSAPOG00000007452
stegastes_partitus ENSSPAG00000013669
seriola_dumerili ENSSDUG00000010044
seriola_lalandi_dorsalis ENSSLDG00000021221
cynoglossus_semilaevis ENSCSEG00000020280
scophthalmus_maximus ENSSMAG00000005066
amphiprion_percula ENSAPEG00000019599
oryzias_latipes_asm223469v1 ENSORLG00015009614
periophthalmus_magnuspinnatus ENSPMGG00000006052
hippocampus_comes ENSHCOG00000014220
tetraodon_nigroviridis ENSTNIG00000007400
takifugu_rubripes ENSTRUG00000022937
mola_mola ENSMMOG00000004772
esox_lucius ENSELUG00000006301
pygocentrus_nattereri ENSPNAG00000023192
astyanax_mexicanus ENSAMXG00000035985
ictalurus_punctatus ENSIPUG00000011758
scleropages_formosus ENSSFOG00015020509
paramormyrops_kingsleyae ENSPKIG00000025161
lepisosteus_oculatus ENSLOCG00000017756
ciona_intestinalis ENSCING00000003600
drosophila_melanogaster FBgn0036789
