cyanistes_caeruleus ENSCCEG00000024334
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014038
cricetulus_griseus_crigri-picr ENSCGRG00015012444
cricetulus_griseus_crigri_1.0 ENSCGRG00000011532
mesocricetus_auratus ENSMAUG00000021366
microtus_ochrogaster ENSMOCG00000009681
peromyscus_maniculatus_bairdii ENSPEMG00000006857
mus_spicilegus ENSMSIG00000023709
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032586
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033811
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032666
mus_spicilegus ENSMSIG00000017044
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015534
rattus_norvegicus ENSRNOG00000030101
meriones_unguiculatus ENSMUGG00000017462
nannospalax_galili ENSNGAG00000011282
jaculus_jaculus ENSJJAG00000010894
ochotona_princeps ENSOPRG00000014999
oryctolagus_cuniculus ENSOCUG00000008746
pan_paniscus ENSPPAG00000036459
pan_troglodytes ENSPTRG00000014939
homo_sapiens ENSG00000183763
gorilla_gorilla ENSGGOG00000012232
pongo_abelii ENSPPYG00000013859
nomascus_leucogenys ENSNLEG00000006911
colobus_angolensis_palliatus ENSCANG00000038020
piliocolobus_tephrosceles ENSPTEG00000004103
papio_anubis ENSPANG00000022481
chlorocebus_sabaeus ENSCSAG00000014525
macaca_fascicularis ENSMFAG00000033393
macaca_nemestrina ENSMNEG00000008012
cercocebus_atys ENSCATG00000029131
mandrillus_leucophaeus ENSMLEG00000029913
theropithecus_gelada ENSTGEG00000005428
rhinopithecus_bieti ENSRBIG00000019133
rhinopithecus_roxellana ENSRROG00000040949
macaca_mulatta ENSMMUG00000016476
cebus_capucinus_imitator ENSCCAG00000028729
saimiri_boliviensis_boliviensis ENSSBOG00000032144
callithrix_jacchus ENSCJAG00000004415
aotus_nancymaae ENSANAG00000038469
carlito_syrichta ENSTSYG00000007679
microcebus_murinus ENSMICG00000010789
propithecus_coquereli ENSPCOG00000027327
prolemur_simus ENSPSMG00000013694
otolemur_garnettii ENSOGAG00000006684
tupaia_belangeri ENSTBEG00000016614
myotis_lucifugus ENSMLUG00000011476
ornithorhynchus_anatinus ENSOANG00000015312
xenopus_tropicalis ENSXETG00000005959
latimeria_chalumnae ENSLACG00000012407
paramormyrops_kingsleyae ENSPKIG00000019437
scleropages_formosus ENSSFOG00015019883
astyanax_mexicanus ENSAMXG00000030724
pygocentrus_nattereri ENSPNAG00000025402
ictalurus_punctatus ENSIPUG00000021041
danio_rerio ENSDARG00000011262
takifugu_rubripes ENSTRUG00000013872
tetraodon_nigroviridis ENSTNIG00000007331
hippocampus_comes ENSHCOG00000010255
monopterus_albus ENSMALG00000007925
anabas_testudineus ENSATEG00000009440
mastacembelus_armatus ENSMAMG00000023357
seriola_dumerili ENSSDUG00000012887
seriola_lalandi_dorsalis ENSSLDG00000009865
scophthalmus_maximus ENSSMAG00000014911
labrus_bergylta ENSLBEG00000018662
mola_mola ENSMMOG00000011014
gasterosteus_aculeatus ENSGACG00000012044
amphiprion_ocellaris ENSAOCG00000020147
amphiprion_percula ENSAPEG00000023069
acanthochromis_polyacanthus ENSAPOG00000013037
stegastes_partitus ENSSPAG00000021659
astatotilapia_calliptera ENSACLG00000021544
maylandia_zebra ENSMZEG00005010532
haplochromis_burtoni ENSHBUG00000014431
neolamprologus_brichardi ENSNBRG00000023496
oreochromis_niloticus ENSONIG00000020284
amphilophus_citrinellus ENSACIG00000010020
cyprinodon_variegatus ENSCVAG00000001182
fundulus_heteroclitus ENSFHEG00000019960
gambusia_affinis ENSGAFG00000008846
xiphophorus_maculatus ENSXMAG00000002153
poecilia_latipinna ENSPLAG00000021502
poecilia_formosa ENSPFOG00000007180
poecilia_mexicana ENSPMEG00000015099
poecilia_reticulata ENSPREG00000021665
kryptolebias_marmoratus ENSKMAG00000020606
oryzias_latipes_asm223467v1 ENSORLG00000014261
oryzias_latipes_asm223469v1 ENSORLG00015014673
oryzias_latipes_asm223471v1 ENSORLG00020019035
oryzias_melastigma ENSOMEG00000023576
periophthalmus_magnuspinnatus ENSPMGG00000021178
gadus_morhua ENSGMOG00000002576
lepisosteus_oculatus ENSLOCG00000010841
petromyzon_marinus ENSPMAG00000001199
