maylandia_zebra ENSMZEG00005016734
nomascus_leucogenys ENSNLEG00000031640
theropithecus_gelada ENSTGEG00000009614
papio_anubis ENSPANG00000014536
macaca_fascicularis ENSMFAG00000042373
chlorocebus_sabaeus ENSCSAG00000015396
piliocolobus_tephrosceles ENSPTEG00000035503
rhinopithecus_roxellana ENSRROG00000042975
rhinopithecus_bieti ENSRBIG00000037037
colobus_angolensis_palliatus ENSCANG00000042671
cercocebus_atys ENSCATG00000043759
mandrillus_leucophaeus ENSMLEG00000007869
macaca_nemestrina ENSMNEG00000029799
macaca_mulatta ENSMMUG00000003591
saimiri_boliviensis_boliviensis ENSSBOG00000022273
cebus_capucinus_imitator ENSCCAG00000033235
callithrix_jacchus ENSCJAG00000002336
aotus_nancymaae ENSANAG00000033902
carlito_syrichta ENSTSYG00000009829
propithecus_coquereli ENSPCOG00000023226
prolemur_simus ENSPSMG00000001134
microcebus_murinus ENSMICG00000003578
otolemur_garnettii ENSOGAG00000015330
tupaia_belangeri ENSTBEG00000016790
castor_canadensis ENSCCNG00000000511
castor_canadensis ENSCCNG00000013009
dipodomys_ordii ENSDORG00000001523
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031557
mus_spicilegus ENSMSIG00000020367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032040
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030921
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021391
rattus_norvegicus ENSRNOG00000038365
meriones_unguiculatus ENSMUGG00000018447
cricetulus_griseus_crigri_1.0 ENSCGRG00000010725
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002327
cricetulus_griseus_crigri-picr ENSCGRG00015024061
mesocricetus_auratus ENSMAUG00000013697
microtus_ochrogaster ENSMOCG00000019151
peromyscus_maniculatus_bairdii ENSPEMG00000010530
nannospalax_galili ENSNGAG00000016280
jaculus_jaculus ENSJJAG00000021548
chinchilla_lanigera ENSCLAG00000001808
octodon_degus ENSODEG00000005331
cavia_porcellus ENSCPOG00000035018
cavia_aperea ENSCAPG00000003951
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005117
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007123
fukomys_damarensis ENSFDAG00000016755
urocitellus_parryii ENSUPAG00010023900
ictidomys_tridecemlineatus ENSSTOG00000015015
spermophilus_dauricus ENSSDAG00000014533
marmota_marmota_marmota ENSMMMG00000016171
oryctolagus_cuniculus ENSOCUG00000000080
ochotona_princeps ENSOPRG00000004352
pteropus_vampyrus ENSPVAG00000011135
myotis_lucifugus ENSMLUG00000011191
neovison_vison ENSNVIG00000010446
mustela_putorius_furo ENSMPUG00000009622
ursus_americanus ENSUAMG00000022931
ursus_maritimus ENSUMAG00000009277
ailuropoda_melanoleuca ENSAMEG00000015457
canis_lupus_familiaris ENSCAFG00000032414
canis_lupus_dingo ENSCAFG00020002408
vulpes_vulpes ENSVVUG00000020237
panthera_pardus ENSPPRG00000003475
panthera_tigris_altaica ENSPTIG00000005707
felis_catus ENSFCAG00000030276
equus_asinus_asinus ENSEASG00005016636
equus_caballus ENSECAG00000013320
sorex_araneus ENSSARG00000002158
erinaceus_europaeus ENSEEUG00000003327
vicugna_pacos ENSVPAG00000008878
tursiops_truncatus ENSTTRG00000014329
sus_scrofa ENSSSCG00000033367
ovis_aries ENSOARG00000001704
capra_hircus ENSCHIG00000025414
bos_mutus ENSBMUG00000004424
bos_taurus ENSBTAG00000003509
bison_bison_bison ENSBBBG00000000476
dasypus_novemcinctus ENSDNOG00000034236
choloepus_hoffmanni ENSCHOG00000002125
echinops_telfairi ENSETEG00000007059
procavia_capensis ENSPCAG00000011832
loxodonta_africana ENSLAFG00000001876
ornithorhynchus_anatinus ENSOANG00000003106
phascolarctos_cinereus ENSPCIG00000014194
notamacropus_eugenii ENSMEUG00000005679
sarcophilus_harrisii ENSSHAG00000018393
monodelphis_domestica ENSMODG00000010593
ornithorhynchus_anatinus ENSOANG00000030124
ornithorhynchus_anatinus ENSOANG00000029035
xenopus_tropicalis ENSXETG00000015153
latimeria_chalumnae ENSLACG00000004552
