manacus_vitellinus ENSMVIG00005009017
macaca_nemestrina ENSMNEG00000043208
macaca_fascicularis ENSMFAG00000038437
theropithecus_gelada ENSTGEG00000026509
papio_anubis ENSPANG00000001891
cercocebus_atys ENSCATG00000034976
mandrillus_leucophaeus ENSMLEG00000040490
cebus_capucinus_imitator ENSCCAG00000028967
saimiri_boliviensis_boliviensis ENSSBOG00000033686
callithrix_jacchus ENSCJAG00000019962
aotus_nancymaae ENSANAG00000037882
castor_canadensis ENSCCNG00000019647
dipodomys_ordii ENSDORG00000013052
peromyscus_maniculatus_bairdii ENSPEMG00000018931
microtus_ochrogaster ENSMOCG00000006672
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020042
cricetulus_griseus_crigri_1.0 ENSCGRG00000014267
cricetulus_griseus_crigri-picr ENSCGRG00015015689
mesocricetus_auratus ENSMAUG00000008635
mus_spicilegus ENSMSIG00000020727
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040591
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024871
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023960
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025397
rattus_norvegicus ENSRNOG00000014798
meriones_unguiculatus ENSMUGG00000018405
nannospalax_galili ENSNGAG00000000171
jaculus_jaculus ENSJJAG00000008330
spermophilus_dauricus ENSSDAG00000002908
urocitellus_parryii ENSUPAG00010011093
marmota_marmota_marmota ENSMMMG00000014382
ictidomys_tridecemlineatus ENSSTOG00000007512
tupaia_belangeri ENSTBEG00000005477
carlito_syrichta ENSTSYG00000014153
erinaceus_europaeus ENSEEUG00000006011
vicugna_pacos ENSVPAG00000011831
bos_taurus ENSBTAG00000009573
fukomys_damarensis ENSFDAG00000015253
chlorocebus_sabaeus ENSCSAG00000005689
piliocolobus_tephrosceles ENSPTEG00000032815
microcebus_murinus ENSMICG00000007010
sorex_araneus ENSSARG00000004578
cavia_porcellus ENSCPOG00000020334
cavia_aperea ENSCAPG00000006302
octodon_degus ENSODEG00000016656
chinchilla_lanigera ENSCLAG00000014110
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018725
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013331
phascolarctos_cinereus ENSPCIG00000007328
notamacropus_eugenii ENSMEUG00000004549
monodelphis_domestica ENSMODG00000019899
sarcophilus_harrisii ENSSHAG00000017032
xenopus_tropicalis ENSXETG00000005096
latimeria_chalumnae ENSLACG00000018885
gasterosteus_aculeatus ENSGACG00000014093
mola_mola ENSMMOG00000000843
astatotilapia_calliptera ENSACLG00000017720
maylandia_zebra ENSMZEG00005022844
pundamilia_nyererei ENSPNYG00000007423
haplochromis_burtoni ENSHBUG00000009510
neolamprologus_brichardi ENSNBRG00000009170
oreochromis_niloticus ENSONIG00000012717
amphilophus_citrinellus ENSACIG00000019877
hippocampus_comes ENSHCOG00000014591
seriola_lalandi_dorsalis ENSSLDG00000005579
seriola_dumerili ENSSDUG00000002775
scophthalmus_maximus ENSSMAG00000017861
monopterus_albus ENSMALG00000003586
mastacembelus_armatus ENSMAMG00000011696
anabas_testudineus ENSATEG00000005484
poecilia_formosa ENSPFOG00000015125
poecilia_latipinna ENSPLAG00000003593
poecilia_mexicana ENSPMEG00000014193
poecilia_reticulata ENSPREG00000019884
xiphophorus_maculatus ENSXMAG00000006426
xiphophorus_couchianus ENSXCOG00000013644
gambusia_affinis ENSGAFG00000015283
fundulus_heteroclitus ENSFHEG00000018079
cyprinodon_variegatus ENSCVAG00000000705
kryptolebias_marmoratus ENSKMAG00000002297
oryzias_latipes_asm223467v1 ENSORLG00000014436
oryzias_latipes_asm223471v1 ENSORLG00020014731
oryzias_latipes_asm223469v1 ENSORLG00015000723
oryzias_melastigma ENSOMEG00000017441
amphiprion_ocellaris ENSAOCG00000007409
amphiprion_percula ENSAPEG00000005114
acanthochromis_polyacanthus ENSAPOG00000014703
stegastes_partitus ENSSPAG00000003078
takifugu_rubripes ENSTRUG00000015425
tetraodon_nigroviridis ENSTNIG00000004853
cynoglossus_semilaevis ENSCSEG00000021438
labrus_bergylta ENSLBEG00000008134
periophthalmus_magnuspinnatus ENSPMGG00000022010
gadus_morhua ENSGMOG00000018002
esox_lucius ENSELUG00000010631
astyanax_mexicanus ENSAMXG00000009548
pygocentrus_nattereri ENSPNAG00000011890
ictalurus_punctatus ENSIPUG00000008901
danio_rerio ENSDARG00000102060
paramormyrops_kingsleyae ENSPKIG00000024348
scleropages_formosus ENSSFOG00015000701
lepisosteus_oculatus ENSLOCG00000014671
eptatretus_burgeri ENSEBUG00000003615
ciona_savignyi ENSCSAVG00000010079
ciona_intestinalis ENSCING00000008261
