hippocampus_comes ENSHCOG00000015170
meriones_unguiculatus ENSMUGG00000016915
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018552
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019344
castor_canadensis ENSCCNG00000010495
oryctolagus_cuniculus ENSOCUG00000000575
ochotona_princeps ENSOPRG00000000240
marmota_marmota_marmota ENSMMMG00000013465
spermophilus_dauricus ENSSDAG00000006634
urocitellus_parryii ENSUPAG00010017019
ictidomys_tridecemlineatus ENSSTOG00000026317
microcebus_murinus ENSMICG00000044152
propithecus_coquereli ENSPCOG00000019920
prolemur_simus ENSPSMG00000007195
otolemur_garnettii ENSOGAG00000005467
pongo_abelii ENSPPYG00000015983
nomascus_leucogenys ENSNLEG00000030634
pan_paniscus ENSPPAG00000033621
pan_troglodytes ENSPTRG00000017459
homo_sapiens ENSG00000113249
gorilla_gorilla ENSGGOG00000008871
pan_troglodytes ENSPTRG00000049554
gorilla_gorilla ENSGGOG00000025826
nomascus_leucogenys ENSNLEG00000028009
colobus_angolensis_palliatus ENSCANG00000033675
rhinopithecus_roxellana ENSRROG00000033268
rhinopithecus_bieti ENSRBIG00000039023
piliocolobus_tephrosceles ENSPTEG00000014311
papio_anubis ENSPANG00000013258
theropithecus_gelada ENSTGEG00000007271
macaca_fascicularis ENSMFAG00000039778
macaca_nemestrina ENSMNEG00000033421
macaca_mulatta ENSMMUG00000005563
chlorocebus_sabaeus ENSCSAG00000010724
cercocebus_atys ENSCATG00000018304
mandrillus_leucophaeus ENSMLEG00000005114
tupaia_belangeri ENSTBEG00000012266
ursus_maritimus ENSUMAG00000002699
ursus_americanus ENSUAMG00000022521
ailuropoda_melanoleuca ENSAMEG00000005979
mustela_putorius_furo ENSMPUG00000013499
mustela_putorius_furo ENSMPUG00000007743
neovison_vison ENSNVIG00000004126
canis_lupus_dingo ENSCAFG00020023950
canis_lupus_familiaris ENSCAFG00000023455
vulpes_vulpes ENSVVUG00000004509
panthera_tigris_altaica ENSPTIG00000019717
panthera_pardus ENSPPRG00000001383
felis_catus ENSFCAG00000043459
dasypus_novemcinctus ENSDNOG00000045812
choloepus_hoffmanni ENSCHOG00000000877
loxodonta_africana ENSLAFG00000028629
procavia_capensis ENSPCAG00000012677
echinops_telfairi ENSETEG00000012778
loxodonta_africana ENSLAFG00000004014
myotis_lucifugus ENSMLUG00000007378
myotis_lucifugus ENSMLUG00000026567
myotis_lucifugus ENSMLUG00000025738
pteropus_vampyrus ENSPVAG00000008858
erinaceus_europaeus ENSEEUG00000004601
vicugna_pacos ENSVPAG00000007829
sus_scrofa ENSSSCG00000017061
bison_bison_bison ENSBBBG00000022936
bos_taurus ENSBTAG00000052892
ovis_aries ENSOARG00000010828
capra_hircus ENSCHIG00000012551
bison_bison_bison ENSBBBG00000006109
bos_taurus ENSBTAG00000036102
bos_mutus ENSBMUG00000000750
bos_taurus ENSBTAG00000055111
bison_bison_bison ENSBBBG00000023368
bos_mutus ENSBMUG00000023250
ovis_aries ENSOARG00000001686
ovis_aries ENSOARG00000002992
ovis_aries ENSOARG00000010604
capra_hircus ENSCHIG00000023594
bos_mutus ENSBMUG00000025578
bos_taurus ENSBTAG00000030297
bison_bison_bison ENSBBBG00000023383
bison_bison_bison ENSBBBG00000008685
bos_mutus ENSBMUG00000025582
capra_hircus ENSCHIG00000024814
ovis_aries ENSOARG00000010727
bos_mutus ENSBMUG00000025588
tursiops_truncatus ENSTTRG00000013386
