calidris_pugnax ENSCPUG00000002285
rattus_norvegicus ENSRNOG00000020710
meriones_unguiculatus ENSMUGG00000020987
cricetulus_griseus_crigri-picr ENSCGRG00015024951
cricetulus_griseus_crigri_1.0 ENSCGRG00000015138
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013260
mesocricetus_auratus ENSMAUG00000017948
microtus_ochrogaster ENSMOCG00000015553
peromyscus_maniculatus_bairdii ENSPEMG00000016411
nannospalax_galili ENSNGAG00000001260
jaculus_jaculus ENSJJAG00000018219
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015460
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000812
fukomys_damarensis ENSFDAG00000015113
chinchilla_lanigera ENSCLAG00000009336
octodon_degus ENSODEG00000016260
cavia_porcellus ENSCPOG00000001008
cavia_aperea ENSCAPG00000002269
urocitellus_parryii ENSUPAG00010001012
ictidomys_tridecemlineatus ENSSTOG00000003241
marmota_marmota_marmota ENSMMMG00000017883
spermophilus_dauricus ENSSDAG00000004919
castor_canadensis ENSCCNG00000013130
tupaia_belangeri ENSTBEG00000017176
procavia_capensis ENSPCAG00000002699
echinops_telfairi ENSETEG00000008201
loxodonta_africana ENSLAFG00000003664
ornithorhynchus_anatinus ENSOANG00000030485
xenopus_tropicalis ENSXETG00000011622
latimeria_chalumnae ENSLACG00000005809
amphilophus_citrinellus ENSACIG00000008853
fundulus_heteroclitus ENSFHEG00000001653
periophthalmus_magnuspinnatus ENSPMGG00000001451
cynoglossus_semilaevis ENSCSEG00000021092
mola_mola ENSMMOG00000012093
gasterosteus_aculeatus ENSGACG00000013818
mastacembelus_armatus ENSMAMG00000012059
monopterus_albus ENSMALG00000016569
anabas_testudineus ENSATEG00000021004
labrus_bergylta ENSLBEG00000008268
takifugu_rubripes ENSTRUG00000025641
seriola_dumerili ENSSDUG00000021063
seriola_lalandi_dorsalis ENSSLDG00000014505
scophthalmus_maximus ENSSMAG00000004546
amphiprion_ocellaris ENSAOCG00000005128
amphiprion_percula ENSAPEG00000010854
acanthochromis_polyacanthus ENSAPOG00000017267
stegastes_partitus ENSSPAG00000000688
maylandia_zebra ENSMZEG00005019002
astatotilapia_calliptera ENSACLG00000018492
haplochromis_burtoni ENSHBUG00000021210
pundamilia_nyererei ENSPNYG00000013284
neolamprologus_brichardi ENSNBRG00000010139
oreochromis_niloticus ENSONIG00000001559
xiphophorus_maculatus ENSXMAG00000000217
xiphophorus_couchianus ENSXCOG00000016368
gambusia_affinis ENSGAFG00000015944
poecilia_mexicana ENSPMEG00000011220
poecilia_formosa ENSPFOG00000007016
poecilia_reticulata ENSPREG00000006864
poecilia_latipinna ENSPLAG00000020793
cyprinodon_variegatus ENSCVAG00000013971
kryptolebias_marmoratus ENSKMAG00000017355
oryzias_latipes_asm223471v1 ENSORLG00020004392
oryzias_latipes_asm223467v1 ENSORLG00000005458
oryzias_latipes_asm223469v1 ENSORLG00015017222
oryzias_melastigma ENSOMEG00000023956
hippocampus_comes ENSHCOG00000000449
gadus_morhua ENSGMOG00000003649
esox_lucius ENSELUG00000023287
scleropages_formosus ENSSFOG00015023666
scleropages_formosus ENSSFOG00015023664
tetraodon_nigroviridis ENSTNIG00000018570
pygocentrus_nattereri ENSPNAG00000015476
astyanax_mexicanus ENSAMXG00000005132
ictalurus_punctatus ENSIPUG00000013153
danio_rerio ENSDARG00000052617
paramormyrops_kingsleyae ENSPKIG00000015863
lepisosteus_oculatus ENSLOCG00000007500
eptatretus_burgeri ENSEBUG00000003030
