bos_mutus ENSBMUG00000003609
sarcophilus_harrisii ENSSHAG00000004802
notamacropus_eugenii ENSMEUG00000016551
ornithorhynchus_anatinus ENSOANG00000015797
ornithorhynchus_anatinus ENSOANG00000012538
salvator_merianae ENSSMRG00000008116
notechis_scutatus ENSNSUG00000001771
pogona_vitticeps ENSPVIG00000015135
anolis_carolinensis ENSACAG00000000688
sphenodon_punctatus ENSSPUG00000016596
taeniopygia_guttata ENSTGUG00000013195
lonchura_striata_domestica ENSLSDG00000012474
junco_hyemalis ENSJHYG00000011411
zonotrichia_albicollis ENSZALG00000005621
serinus_canaria ENSSCAG00000015106
cyanistes_caeruleus ENSCCEG00000011398
parus_major ENSPMJG00000003807
ficedula_albicollis ENSFALG00000004468
lepidothrix_coronata ENSLCOG00000005644
manacus_vitellinus ENSMVIG00005013798
calidris_pygmaea ENSCPGG00000005395
calidris_pugnax ENSCPUG00000005753
melopsittacus_undulatus ENSMUNG00000001190
anser_brachyrhynchus ENSABRG00000020731
anas_platyrhynchos_platyrhynchos ENSAPLG00000006224
gallus_gallus ENSGALG00000014746
coturnix_japonica ENSCJPG00005017009
meleagris_gallopavo ENSMGAG00000014201
numida_meleagris ENSNMEG00000016597
apteryx_rowi ENSARWG00000010150
apteryx_haastii ENSAHAG00000003309
apteryx_owenii ENSAOWG00000013221
dromaius_novaehollandiae ENSDNVG00000014413
nothoprocta_perdicaria ENSNPEG00000000778
crocodylus_porosus ENSCPRG00005000378
chelonoidis_abingdonii ENSCABG00000009251
chrysemys_picta_bellii ENSCPBG00000012871
pelodiscus_sinensis ENSPSIG00000005646
pogona_vitticeps ENSPVIG00000015132
anolis_carolinensis ENSACAG00000008362
salvator_merianae ENSSMRG00000008108
notechis_scutatus ENSNSUG00000019895
sphenodon_punctatus ENSSPUG00000003572
chelonoidis_abingdonii ENSCABG00000009269
gopherus_agassizii ENSGAGG00000003265
chrysemys_picta_bellii ENSCPBG00000012872
pelodiscus_sinensis ENSPSIG00000016954
gallus_gallus ENSGALG00000051473
xenopus_tropicalis ENSXETG00000031787
xenopus_tropicalis ENSXETG00000011201
latimeria_chalumnae ENSLACG00000004801
fundulus_heteroclitus ENSFHEG00000015618
cyprinodon_variegatus ENSCVAG00000001196
xiphophorus_maculatus ENSXMAG00000011664
gambusia_affinis ENSGAFG00000013870
poecilia_formosa ENSPFOG00000011990
poecilia_latipinna ENSPLAG00000003570
poecilia_mexicana ENSPMEG00000024083
poecilia_reticulata ENSPREG00000009669
kryptolebias_marmoratus ENSKMAG00000006696
haplochromis_burtoni ENSHBUG00000014475
astatotilapia_calliptera ENSACLG00000022988
maylandia_zebra ENSMZEG00005016752
pundamilia_nyererei ENSPNYG00000023273
neolamprologus_brichardi ENSNBRG00000001718
oreochromis_niloticus ENSONIG00000012849
amphilophus_citrinellus ENSACIG00000023251
amphiprion_ocellaris ENSAOCG00000023249
amphiprion_percula ENSAPEG00000010138
acanthochromis_polyacanthus ENSAPOG00000023196
hippocampus_comes ENSHCOG00000018688
mola_mola ENSMMOG00000006762
labrus_bergylta ENSLBEG00000014780
gasterosteus_aculeatus ENSGACG00000010470
periophthalmus_magnuspinnatus ENSPMGG00000017714
scophthalmus_maximus ENSSMAG00000012164
cynoglossus_semilaevis ENSCSEG00000019206
seriola_dumerili ENSSDUG00000010475
seriola_lalandi_dorsalis ENSSLDG00000023162
mastacembelus_armatus ENSMAMG00000001026
mastacembelus_armatus ENSMAMG00000001214
mastacembelus_armatus ENSMAMG00000000364
monopterus_albus ENSMALG00000022456
monopterus_albus ENSMALG00000022458
monopterus_albus ENSMALG00000022463
monopterus_albus ENSMALG00000022461
anabas_testudineus ENSATEG00000021915
tetraodon_nigroviridis ENSTNIG00000008298
takifugu_rubripes ENSTRUG00000009207
oryzias_latipes_asm223469v1 ENSORLG00015012284
oryzias_latipes_asm223471v1 ENSORLG00020006242
oryzias_latipes_asm223467v1 ENSORLG00000011919
oryzias_melastigma ENSOMEG00000012112
gadus_morhua ENSGMOG00000003856
anabas_testudineus ENSATEG00000014767
esox_lucius ENSELUG00000016686
pygocentrus_nattereri ENSPNAG00000019512
astyanax_mexicanus ENSAMXG00000040941
ictalurus_punctatus ENSIPUG00000007196
danio_rerio ENSDARG00000014496
scleropages_formosus ENSSFOG00015001992
paramormyrops_kingsleyae ENSPKIG00000025030
lepisosteus_oculatus ENSLOCG00000008244
eptatretus_burgeri ENSEBUG00000002114
petromyzon_marinus ENSPMAG00000008331
ornithorhynchus_anatinus ENSOANG00000015083
xenopus_tropicalis ENSXETG00000022857
latimeria_chalumnae ENSLACG00000012808
petromyzon_marinus ENSPMAG00000007001
ornithorhynchus_anatinus ENSOANG00000015080
xenopus_tropicalis ENSXETG00000032779
latimeria_chalumnae ENSLACG00000013168
petromyzon_marinus ENSPMAG00000001293
petromyzon_marinus ENSPMAG00000008080
eptatretus_burgeri ENSEBUG00000000444
