monodelphis_domestica ENSMODG00000014888
gasterosteus_aculeatus ENSGACG00000016850
amphiprion_percula ENSAPEG00000022630
amphiprion_ocellaris ENSAOCG00000004831
acanthochromis_polyacanthus ENSAPOG00000003307
stegastes_partitus ENSSPAG00000013771
pundamilia_nyererei ENSPNYG00000007220
haplochromis_burtoni ENSHBUG00000012776
astatotilapia_calliptera ENSACLG00000010548
maylandia_zebra ENSMZEG00005024406
oreochromis_niloticus ENSONIG00000018577
neolamprologus_brichardi ENSNBRG00000012588
amphilophus_citrinellus ENSACIG00000008151
xiphophorus_maculatus ENSXMAG00000029254
xiphophorus_couchianus ENSXCOG00000018767
gambusia_affinis ENSGAFG00000020117
poecilia_formosa ENSPFOG00000001392
poecilia_mexicana ENSPMEG00000019597
poecilia_latipinna ENSPLAG00000004924
poecilia_reticulata ENSPREG00000012101
fundulus_heteroclitus ENSFHEG00000010167
cyprinodon_variegatus ENSCVAG00000011935
kryptolebias_marmoratus ENSKMAG00000021422
mastacembelus_armatus ENSMAMG00000004673
takifugu_rubripes ENSTRUG00000025256
tetraodon_nigroviridis ENSTNIG00000014895
scophthalmus_maximus ENSSMAG00000014790
cynoglossus_semilaevis ENSCSEG00000015716
oryzias_latipes_asm223471v1 ENSORLG00020003496
oryzias_latipes_asm223469v1 ENSORLG00015003239
oryzias_latipes_asm223467v1 ENSORLG00000018023
oryzias_melastigma ENSOMEG00000012861
periophthalmus_magnuspinnatus ENSPMGG00000014714
hippocampus_comes ENSHCOG00000002361
gadus_morhua ENSGMOG00000012489
esox_lucius ENSELUG00000014446
scleropages_formosus ENSSFOG00015007811
scleropages_formosus ENSSFOG00015019045
paramormyrops_kingsleyae ENSPKIG00000009603
poecilia_formosa ENSPFOG00000004198
poecilia_mexicana ENSPMEG00000016064
poecilia_reticulata ENSPREG00000012725
xiphophorus_maculatus ENSXMAG00000003370
gambusia_affinis ENSGAFG00000016043
poecilia_latipinna ENSPLAG00000023580
cyprinodon_variegatus ENSCVAG00000002291
fundulus_heteroclitus ENSFHEG00000000108
kryptolebias_marmoratus ENSKMAG00000022302
oryzias_latipes_asm223467v1 ENSORLG00000017038
oryzias_latipes_asm223471v1 ENSORLG00020014634
oryzias_latipes_asm223469v1 ENSORLG00015010454
oryzias_melastigma ENSOMEG00000009507
cynoglossus_semilaevis ENSCSEG00000019816
takifugu_rubripes ENSTRUG00000025451
tetraodon_nigroviridis ENSTNIG00000015474
mola_mola ENSMMOG00000020317
labrus_bergylta ENSLBEG00000006289
seriola_lalandi_dorsalis ENSSLDG00000001452
seriola_dumerili ENSSDUG00000010148
scophthalmus_maximus ENSSMAG00000009593
amphiprion_ocellaris ENSAOCG00000001947
amphiprion_percula ENSAPEG00000023191
acanthochromis_polyacanthus ENSAPOG00000021433
stegastes_partitus ENSSPAG00000016131
pundamilia_nyererei ENSPNYG00000021884
haplochromis_burtoni ENSHBUG00000009450
astatotilapia_calliptera ENSACLG00000002134
neolamprologus_brichardi ENSNBRG00000023852
oreochromis_niloticus ENSONIG00000002346
gasterosteus_aculeatus ENSGACG00000011272
mastacembelus_armatus ENSMAMG00000003480
monopterus_albus ENSMALG00000016828
anabas_testudineus ENSATEG00000005445
periophthalmus_magnuspinnatus ENSPMGG00000022230
gadus_morhua ENSGMOG00000006743
esox_lucius ENSELUG00000021949
lepisosteus_oculatus ENSLOCG00000003485
petromyzon_marinus ENSPMAG00000009043
petromyzon_marinus ENSPMAG00000002281
eptatretus_burgeri ENSEBUG00000012315
amphilophus_citrinellus ENSACIG00000004294
maylandia_zebra ENSMZEG00005009281
xiphophorus_couchianus ENSXCOG00000010726
hippocampus_comes ENSHCOG00000002268
equus_asinus_asinus ENSEASG00005000168
vicugna_pacos ENSVPAG00000003424
canis_lupus_familiaris ENSCAFG00000015782
papio_anubis ENSPANG00000031542
cercocebus_atys ENSCATG00000043707
prolemur_simus ENSPSMG00000018775
neovison_vison ENSNVIG00000012128
mus_spicilegus ENSMSIG00000023780
carlito_syrichta ENSTSYG00000037449
